A,B,C,D,E
"(18.096, 21.515]","(25.815, 29.299]","(18.709, 22.035]","(120.86, 132.649]","(405.364, 442.794]"
"(21.515, 24.935]","(22.33, 25.815]","(15.384, 18.709]","(109.071, 120.86]","(367.935, 405.364]"
"(14.677, 18.096]","(22.33, 25.815]","(22.035, 25.36]","(97.283, 109.071]","(367.935, 405.364]"
"(18.096, 21.515]","(18.846, 22.33]","(2.084, 5.409]","(97.283, 109.071]","(293.076, 330.505]"
"(11.257, 14.677]","(8.392, 11.877]","(15.384, 18.709]","(61.916, 73.705]","(218.217, 255.646]"
"(4.385, 7.838]","(22.33, 25.815]","(12.059, 15.384]","(73.705, 85.494]","(255.646, 293.076]"
"(21.515, 24.935]","(15.361, 18.846]","(15.384, 18.709]","(85.494, 97.283]","(293.076, 330.505]"
"(14.677, 18.096]","(11.877, 15.361]","(22.035, 25.36]","(50.127, 61.916]","(218.217, 255.646]"
"(21.515, 24.935]","(15.361, 18.846]","(15.384, 18.709]","(73.705, 85.494]","(255.646, 293.076]"
"(24.935, 28.354]","(15.361, 18.846]","(12.059, 15.384]","(97.283, 109.071]","(330.505, 367.935]"
"(18.096, 21.515]","(22.33, 25.815]","(8.734, 12.059]","(97.283, 109.071]","(330.505, 367.935]"
"(21.515, 24.935]","(29.299, 32.784]","(15.384, 18.709]","(120.86, 132.649]","(405.364, 442.794]"
"(7.838, 11.257]","(25.815, 29.299]","(15.384, 18.709]","(97.283, 109.071]","(330.505, 367.935]"
"(21.515, 24.935]","(11.877, 15.361]","(12.059, 15.384]","(97.283, 109.071]","(293.076, 330.505]"
"(7.838, 11.257]","(18.846, 22.33]","(12.059, 15.384]","(73.705, 85.494]","(255.646, 293.076]"
"(14.677, 18.096]","(22.33, 25.815]","(5.409, 8.734]","(85.494, 97.283]","(293.076, 330.505]"
"(11.257, 14.677]","(4.908, 8.392]","(18.709, 22.035]","(38.22, 50.127]","(180.787, 218.217]"
"(18.096, 21.515]","(1.388, 4.908]","(12.059, 15.384]","(61.916, 73.705]","(218.217, 255.646]"
"(18.096, 21.515]","(4.908, 8.392]","(22.035, 25.36]","(50.127, 61.916]","(218.217, 255.646]"
"(7.838, 11.257]","(18.846, 22.33]","(25.36, 28.685]","(73.705, 85.494]","(293.076, 330.505]"
"(14.677, 18.096]","(15.361, 18.846]","(18.709, 22.035]","(73.705, 85.494]","(293.076, 330.505]"
"(11.257, 14.677]","(18.846, 22.33]","(12.059, 15.384]","(73.705, 85.494]","(255.646, 293.076]"
"(14.677, 18.096]","(22.33, 25.815]","(2.084, 5.409]","(109.071, 120.86]","(367.935, 405.364]"
"(21.515, 24.935]","(15.361, 18.846]","(15.384, 18.709]","(85.494, 97.283]","(330.505, 367.935]"
"(7.838, 11.257]","(15.361, 18.846]","(5.409, 8.734]","(73.705, 85.494]","(218.217, 255.646]"
"(28.354, 31.773]","(11.877, 15.361]","(12.059, 15.384]","(97.283, 109.071]","(330.505, 367.935]"
"(14.677, 18.096]","(11.877, 15.361]","(15.384, 18.709]","(73.705, 85.494]","(293.076, 330.505]"
"(21.515, 24.935]","(18.846, 22.33]","(8.734, 12.059]","(97.283, 109.071]","(330.505, 367.935]"
"(31.773, 35.193]","(18.846, 22.33]","(22.035, 25.36]","(120.86, 132.649]","(442.794, 480.223]"
"(7.838, 11.257]","(22.33, 25.815]","(12.059, 15.384]","(85.494, 97.283]","(330.505, 367.935]"
"(14.677, 18.096]","(25.815, 29.299]","(12.059, 15.384]","(109.071, 120.86]","(367.935, 405.364]"
"(18.096, 21.515]","(15.361, 18.846]","(8.734, 12.059]","(85.494, 97.283]","(293.076, 330.505]"
"(11.257, 14.677]","(18.846, 22.33]","(2.084, 5.409]","(85.494, 97.283]","(293.076, 330.505]"
"(24.935, 28.354]","(15.361, 18.846]","(18.709, 22.035]","(97.283, 109.071]","(367.935, 405.364]"
"(18.096, 21.515]","(15.361, 18.846]","(22.035, 25.36]","(85.494, 97.283]","(293.076, 330.505]"
"(24.935, 28.354]","(15.361, 18.846]","(15.384, 18.709]","(109.071, 120.86]","(367.935, 405.364]"
"(14.677, 18.096]","(8.392, 11.877]","(15.384, 18.709]","(61.916, 73.705]","(255.646, 293.076]"
"(21.515, 24.935]","(8.392, 11.877]","(5.409, 8.734]","(61.916, 73.705]","(218.217, 255.646]"
"(14.677, 18.096]","(11.877, 15.361]","(12.059, 15.384]","(73.705, 85.494]","(255.646, 293.076]"
"(14.677, 18.096]","(11.877, 15.361]","(12.059, 15.384]","(73.705, 85.494]","(293.076, 330.505]"
"(18.096, 21.515]","(11.877, 15.361]","(18.709, 22.035]","(85.494, 97.283]","(293.076, 330.505]"
"(21.515, 24.935]","(15.361, 18.846]","(18.709, 22.035]","(97.283, 109.071]","(330.505, 367.935]"
"(14.677, 18.096]","(18.846, 22.33]","(12.059, 15.384]","(97.283, 109.071]","(330.505, 367.935]"
"(14.677, 18.096]","(18.846, 22.33]","(12.059, 15.384]","(85.494, 97.283]","(330.505, 367.935]"
"(14.677, 18.096]","(22.33, 25.815]","(8.734, 12.059]","(97.283, 109.071]","(330.505, 367.935]"
"(18.096, 21.515]","(15.361, 18.846]","(22.035, 25.36]","(85.494, 97.283]","(330.505, 367.935]"
"(11.257, 14.677]","(15.361, 18.846]","(12.059, 15.384]","(73.705, 85.494]","(255.646, 293.076]"
"(18.096, 21.515]","(18.846, 22.33]","(22.035, 25.36]","(85.494, 97.283]","(330.505, 367.935]"
"(24.935, 28.354]","(29.299, 32.784]","(15.384, 18.709]","(144.438, 156.227]","(480.223, 517.653]"
"(11.257, 14.677]","(25.815, 29.299]","(12.059, 15.384]","(97.283, 109.071]","(330.505, 367.935]"
