X,Y
0,"(6.896, 7.328]"
1,"(7.761, 8.194]"
1,"(3.434, 3.866]"
1,"(0.837, 1.27]"
1,"(5.597, 6.03]"
1,"(5.165, 5.597]"
1,"(2.568, 3.001]"
1,"(1.27, 1.702]"
1,"(3.001, 3.434]"
1,"(3.866, 4.299]"
0,"(5.597, 6.03]"
1,"(3.866, 4.299]"
0,"(6.463, 6.896]"
1,"(4.299, 4.732]"
1,"(3.001, 3.434]"
1,"(2.568, 3.001]"
0,"(5.165, 5.597]"
1,"(4.299, 4.732]"
1,"(3.866, 4.299]"
1,"(5.165, 5.597]"
1,"(6.896, 7.328]"
1,"(4.732, 5.165]"
1,"(5.597, 6.03]"
1,"(6.03, 6.463]"
1,"(0.404, 0.837]"
1,"(1.702, 2.135]"
0,"(3.866, 4.299]"
1,"(6.896, 7.328]"
0,"(7.328, 7.761]"
1,"(1.27, 1.702]"
1,"(1.27, 1.702]"
1,"(-0.0285, 0.404]"
1,"(0.404, 0.837]"
1,"(7.761, 8.194]"
0,"(6.463, 6.896]"
1,"(6.463, 6.896]"
1,"(1.702, 2.135]"
1,"(4.299, 4.732]"
1,"(3.001, 3.434]"
1,"(3.434, 3.866]"
1,"(1.702, 2.135]"
1,"(-2.205, -1.76]"
0,"(6.463, 6.896]"
1,"(1.27, 1.702]"
1,"(6.03, 6.463]"
0,"(5.165, 5.597]"
1,"(1.702, 2.135]"
1,"(2.568, 3.001]"
0,"(7.761, 8.194]"
1,"(4.732, 5.165]"
1,"(-0.0285, 0.404]"
1,"(6.03, 6.463]"
0,"(6.03, 6.463]"
1,"(9.059, 9.492]"
1,"(2.135, 2.568]"
1,"(6.03, 6.463]"
0,"(5.597, 6.03]"
1,"(1.27, 1.702]"
1,"(3.434, 3.866]"
1,"(3.001, 3.434]"
1,"(3.866, 4.299]"
1,"(0.404, 0.837]"
1,"(6.03, 6.463]"
1,"(2.568, 3.001]"
1,"(5.597, 6.03]"
1,"(2.135, 2.568]"
1,"(7.761, 8.194]"
1,"(2.135, 2.568]"
1,"(3.866, 4.299]"
1,"(0.837, 1.27]"
1,"(2.568, 3.001]"
0,"(6.03, 6.463]"
0,"(7.328, 7.761]"
1,"(5.597, 6.03]"
1,"(1.702, 2.135]"
1,"(3.866, 4.299]"
0,"(4.732, 5.165]"
1,"(4.732, 5.165]"
1,"(4.299, 4.732]"
1,"(3.434, 3.866]"
1,"(6.896, 7.328]"
1,"(5.597, 6.03]"
0,"(6.463, 6.896]"
1,"(3.001, 3.434]"
0,"(3.866, 4.299]"
1,"(4.732, 5.165]"
0,"(2.568, 3.001]"
1,"(4.732, 5.165]"
1,"(6.896, 7.328]"
0,"(3.434, 3.866]"
1,"(6.463, 6.896]"
1,"(2.135, 2.568]"
1,"(3.866, 4.299]"
1,"(3.001, 3.434]"
1,"(1.702, 2.135]"
0,"(6.463, 6.896]"
0,"(3.434, 3.866]"
1,"(5.165, 5.597]"
1,"(3.434, 3.866]"
1,"(1.702, 2.135]"
1,"(3.001, 3.434]"
1,"(3.866, 4.299]"
1,"(5.165, 5.597]"
1,"(2.135, 2.568]"
1,"(5.597, 6.03]"
1,"(1.27, 1.702]"
0,"(4.732, 5.165]"
1,"(-1.76, -1.327]"
1,"(6.03, 6.463]"
1,"(-0.0285, 0.404]"
0,"(4.732, 5.165]"
1,"(3.001, 3.434]"
1,"(5.597, 6.03]"
1,"(3.866, 4.299]"
1,"(4.732, 5.165]"
1,"(3.434, 3.866]"
1,"(2.568, 3.001]"
1,"(6.03, 6.463]"
1,"(6.463, 6.896]"
1,"(3.866, 4.299]"
1,"(4.299, 4.732]"
1,"(3.866, 4.299]"
1,"(2.135, 2.568]"
1,"(5.165, 5.597]"
1,"(6.896, 7.328]"
0,"(4.299, 4.732]"
0,"(5.597, 6.03]"
1,"(4.299, 4.732]"
1,"(2.568, 3.001]"
1,"(6.463, 6.896]"
0,"(4.299, 4.732]"
1,"(4.299, 4.732]"
0,"(5.597, 6.03]"
1,"(3.866, 4.299]"
1,"(3.434, 3.866]"
1,"(6.463, 6.896]"
1,"(5.165, 5.597]"
1,"(6.896, 7.328]"
1,"(6.463, 6.896]"
1,"(1.27, 1.702]"
1,"(2.568, 3.001]"
1,"(4.299, 4.732]"
0,"(8.194, 8.627]"
0,"(5.597, 6.03]"
1,"(6.463, 6.896]"
1,"(2.135, 2.568]"
1,"(2.568, 3.001]"
1,"(3.434, 3.866]"
1,"(4.299, 4.732]"
1,"(4.732, 5.165]"
1,"(2.568, 3.001]"
1,"(6.896, 7.328]"
1,"(3.866, 4.299]"
0,"(5.165, 5.597]"
1,"(3.434, 3.866]"
1,"(6.463, 6.896]"
1,"(4.299, 4.732]"
1,"(3.866, 4.299]"
1,"(1.27, 1.702]"
1,"(-0.461, -0.0285]"
0,"(4.732, 5.165]"
1,"(2.568, 3.001]"
1,"(2.568, 3.001]"
1,"(3.001, 3.434]"
1,"(1.27, 1.702]"
0,"(6.463, 6.896]"
1,"(0.837, 1.27]"
0,"(6.463, 6.896]"
1,"(4.732, 5.165]"
1,"(3.434, 3.866]"
1,"(0.837, 1.27]"
1,"(3.434, 3.866]"
1,"(2.135, 2.568]"
1,"(4.299, 4.732]"
0,"(3.866, 4.299]"
1,"(7.328, 7.761]"
1,"(3.866, 4.299]"
0,"(3.866, 4.299]"
