X,Y
1,"(4.69, 5.324]"
1,"(7.228, 7.863]"
0,"(5.324, 5.959]"
0,"(2.786, 3.421]"
0,"(7.228, 7.863]"
0,"(7.228, 7.863]"
0,"(4.69, 5.324]"
0,"(3.421, 4.055]"
0,"(4.69, 5.324]"
1,"(4.055, 4.69]"
1,"(3.421, 4.055]"
1,"(4.055, 4.69]"
1,"(4.055, 4.69]"
0,"(5.959, 6.593]"
1,"(2.786, 3.421]"
0,"(4.69, 5.324]"
1,"(2.786, 3.421]"
1,"(4.055, 4.69]"
0,"(5.324, 5.959]"
0,"(7.228, 7.863]"
1,"(6.593, 7.228]"
0,"(6.593, 7.228]"
0,"(7.863, 8.497]"
0,"(7.863, 8.497]"
0,"(2.151, 2.786]"
0,"(3.421, 4.055]"
1,"(1.517, 2.151]"
0,"(8.497, 9.132]"
1,"(5.324, 5.959]"
0,"(3.421, 4.055]"
1,"(1.517, 2.151]"
0,"(1.517, 2.151]"
1,"(0.248, 0.882]"
0,"(9.766, 10.401]"
1,"(4.69, 5.324]"
0,"(8.497, 9.132]"
0,"(4.055, 4.69]"
1,"(4.055, 4.69]"
0,"(4.69, 5.324]"
0,"(5.324, 5.959]"
1,"(1.517, 2.151]"
0,"(-0.387, 0.248]"
1,"(4.055, 4.69]"
0,"(3.421, 4.055]"
0,"(7.863, 8.497]"
1,"(3.421, 4.055]"
1,"(1.517, 2.151]"
0,"(4.69, 5.324]"
1,"(5.324, 5.959]"
0,"(6.593, 7.228]"
0,"(1.517, 2.151]"
0,"(7.863, 8.497]"
1,"(3.421, 4.055]"
1,"(9.132, 9.766]"
0,"(4.055, 4.69]"
0,"(7.863, 8.497]"
1,"(3.421, 4.055]"
1,"(1.517, 2.151]"
0,"(5.324, 5.959]"
0,"(4.69, 5.324]"
0,"(5.959, 6.593]"
0,"(2.151, 2.786]"
0,"(7.863, 8.497]"
1,"(2.786, 3.421]"
1,"(5.959, 6.593]"
0,"(4.055, 4.69]"
0,"(9.766, 10.401]"
0,"(4.055, 4.69]"
0,"(5.324, 5.959]"
0,"(2.786, 3.421]"
0,"(4.69, 5.324]"
1,"(4.055, 4.69]"
1,"(5.324, 5.959]"
0,"(7.863, 8.497]"
0,"(4.055, 4.69]"
1,"(4.055, 4.69]"
1,"(2.786, 3.421]"
