treat,age,educ,black,hisp,married,nodegr,re74,re75,re78
1.0,"(36.0, 41.0]","(10.0, 11.0]",1.0,0.0,1.0,1.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(6649.77, 11821.813]"
1.0,"(16.999, 22.0]","(8.0, 10.0]",0.0,1.0,0.0,1.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(-0.001, 6649.77]"
1.0,"(28.0, 32.0]","(11.0, 12.0]",1.0,0.0,0.0,0.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(23531.318, 26599.078]"
1.0,"(26.0, 28.0]","(10.0, 11.0]",1.0,0.0,0.0,1.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(6649.77, 11821.813]"
1.0,"(32.0, 36.0]","(-0.001, 8.0]",1.0,0.0,0.0,1.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(-0.001, 6649.77]"
1.0,"(16.999, 22.0]","(8.0, 10.0]",1.0,0.0,0.0,1.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(-0.001, 6649.77]"
1.0,"(22.0, 24.0]","(11.0, 12.0]",1.0,0.0,0.0,0.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(-0.001, 6649.77]"
1.0,"(28.0, 32.0]","(10.0, 11.0]",1.0,0.0,0.0,1.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(6649.77, 11821.813]"
1.0,"(16.999, 22.0]","(15.0, 16.0]",1.0,0.0,0.0,0.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(-0.001, 6649.77]"
1.0,"(32.0, 36.0]","(11.0, 12.0]",0.0,0.0,1.0,0.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(11821.813, 16254.992]"
1.0,"(16.999, 22.0]","(8.0, 10.0]",1.0,0.0,0.0,1.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(6649.77, 11821.813]"
1.0,"(16.999, 22.0]","(12.0, 13.0]",1.0,0.0,0.0,0.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(16254.992, 19432.104]"
1.0,"(16.999, 22.0]","(-0.001, 8.0]",1.0,0.0,0.0,1.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(-0.001, 6649.77]"
1.0,"(26.0, 28.0]","(8.0, 10.0]",1.0,0.0,1.0,1.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(16254.992, 19432.104]"
1.0,"(16.999, 22.0]","(-0.001, 8.0]",1.0,0.0,0.0,1.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(-0.001, 6649.77]"
1.0,"(16.999, 22.0]","(8.0, 10.0]",1.0,0.0,0.0,1.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(-0.001, 6649.77]"
1.0,"(26.0, 28.0]","(12.0, 13.0]",1.0,0.0,0.0,0.0,"(-0.001, 5877.8]","(-0.001, 4848.194]","(11821.813, 16254.992]"
