treat,age,educ,black,hisp,married,nodegr,re74,re75,re78
1.0,"(36.0, 55.0]","(8.5, 17.0]",1.0,0.0,1.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",0.0,1.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(-0.017, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",0.0,0.0,1.0,0.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(-0.017, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,1.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(-0.017, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(36.0, 55.0]","(8.5, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(36.0, 55.0]","(8.5, 17.0]",0.0,0.0,0.0,0.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(36.0, 55.0]","(8.5, 17.0]",0.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,1.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",0.0,1.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(36.0, 55.0]","(-0.017, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,1.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(36.0, 55.0]","(8.5, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(-0.017, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,1.0,0.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(36.0, 55.0]","(-0.017, 8.5]",1.0,0.0,1.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",0.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(-0.017, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(-0.017, 8.5]",0.0,1.0,1.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(8.5, 17.0]",1.0,0.0,1.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
1.0,"(16.962, 36.0]","(-0.017, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 68574.34]","(-156.653, 78326.615]","(-121.174, 60586.79]"
