treat,age,educ,black,hisp,married,nodegr,re74,re75,re78
1.0,"(29.667, 42.333]","(5.667, 11.333]",1.0,0.0,1.0,1.0,"(-137.149, 45716.227]","(-156.653, 52217.743]","(-121.174, 40391.193]"
1.0,"(16.962, 29.667]","(5.667, 11.333]",0.0,1.0,0.0,1.0,"(-137.149, 45716.227]","(-156.653, 52217.743]","(-121.174, 40391.193]"
1.0,"(29.667, 42.333]","(11.333, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 45716.227]","(-156.653, 52217.743]","(-121.174, 40391.193]"
1.0,"(16.962, 29.667]","(5.667, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 45716.227]","(-156.653, 52217.743]","(-121.174, 40391.193]"
1.0,"(29.667, 42.333]","(5.667, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 45716.227]","(-156.653, 52217.743]","(-121.174, 40391.193]"
1.0,"(16.962, 29.667]","(5.667, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 45716.227]","(-156.653, 52217.743]","(-121.174, 40391.193]"
1.0,"(16.962, 29.667]","(11.333, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 45716.227]","(-156.653, 52217.743]","(-121.174, 40391.193]"
1.0,"(29.667, 42.333]","(5.667, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 45716.227]","(-156.653, 52217.743]","(-121.174, 40391.193]"
1.0,"(16.962, 29.667]","(11.333, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 45716.227]","(-156.653, 52217.743]","(-121.174, 40391.193]"
1.0,"(29.667, 42.333]","(11.333, 17.0]",0.0,0.0,1.0,0.0,"(-137.149, 45716.227]","(-156.653, 52217.743]","(-121.174, 40391.193]"
1.0,"(16.962, 29.667]","(5.667, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 45716.227]","(-156.653, 52217.743]","(-121.174, 40391.193]"
1.0,"(16.962, 29.667]","(11.333, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 45716.227]","(-156.653, 52217.743]","(-121.174, 40391.193]"
