treat,age,educ,black,hisp,married,nodegr,re74,re75,re78
1.0,"(36.0, 42.333]","(8.5, 11.333]",1.0,0.0,1.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",0.0,1.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(29.667, 36.0]","(11.333, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(20195.597, 40391.193]"
1.0,"(23.333, 29.667]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(29.667, 36.0]","(5.667, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(11.333, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(29.667, 36.0]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(14.167, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(29.667, 36.0]","(11.333, 14.167]",0.0,0.0,1.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(11.333, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(5.667, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(8.5, 11.333]",1.0,0.0,1.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(5.667, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(11.333, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(36.0, 42.333]","(11.333, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(11.333, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(36.0, 42.333]","(11.333, 14.167]",0.0,0.0,0.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(36.0, 42.333]","(8.5, 11.333]",0.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(8.5, 11.333]",1.0,0.0,1.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(8.5, 11.333]",0.0,1.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(42.333, 48.667]","(2.833, 5.667]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(8.5, 11.333]",1.0,0.0,1.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(11.333, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(11.333, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(36.0, 42.333]","(11.333, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(20195.597, 40391.193]"
1.0,"(23.333, 29.667]","(2.833, 5.667]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(11.333, 14.167]",1.0,0.0,1.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(42.333, 48.667]","(5.667, 8.5]",1.0,0.0,1.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(11.333, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",0.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(5.667, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(5.667, 8.5]",0.0,1.0,1.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(8.5, 11.333]",1.0,0.0,1.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(5.667, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(2.833, 5.667]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(11.333, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(5.667, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(29.667, 36.0]","(8.5, 11.333]",1.0,0.0,1.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(11.333, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(29.667, 36.0]","(8.5, 11.333]",1.0,0.0,1.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(36.0, 42.333]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(36.0, 42.333]","(2.833, 5.667]",1.0,0.0,1.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(36.0, 42.333]","(11.333, 14.167]",1.0,0.0,1.0,0.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(8.5, 11.333]",0.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(16.962, 23.333]","(5.667, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(5.667, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(29.667, 36.0]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(8.5, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
1.0,"(23.333, 29.667]","(2.833, 5.667]",1.0,0.0,0.0,1.0,"(-137.149, 22858.113]","(-156.653, 26108.872]","(-121.174, 20195.597]"
