treat,age,educ,black,hisp,married,nodegr,re74,re75,re78
1.0,"(33.889, 38.111]","(9.444, 11.333]",1.0,0.0,1.0,1.0,"(-137.149, 15238.742]","(-156.653, 17405.914]","(-121.174, 13463.731]"
1.0,"(21.222, 25.444]","(7.556, 9.444]",0.0,1.0,0.0,1.0,"(-137.149, 15238.742]","(-156.653, 17405.914]","(-121.174, 13463.731]"
1.0,"(29.667, 33.889]","(11.333, 13.222]",1.0,0.0,0.0,0.0,"(-137.149, 15238.742]","(-156.653, 17405.914]","(13463.731, 26927.462]"
1.0,"(25.444, 29.667]","(9.444, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 15238.742]","(-156.653, 17405.914]","(-121.174, 13463.731]"
1.0,"(29.667, 33.889]","(7.556, 9.444]",1.0,0.0,0.0,1.0,"(-137.149, 15238.742]","(-156.653, 17405.914]","(-121.174, 13463.731]"
1.0,"(21.222, 25.444]","(7.556, 9.444]",1.0,0.0,0.0,1.0,"(-137.149, 15238.742]","(-156.653, 17405.914]","(-121.174, 13463.731]"
1.0,"(21.222, 25.444]","(11.333, 13.222]",1.0,0.0,0.0,0.0,"(-137.149, 15238.742]","(-156.653, 17405.914]","(-121.174, 13463.731]"
1.0,"(29.667, 33.889]","(9.444, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 15238.742]","(-156.653, 17405.914]","(-121.174, 13463.731]"
1.0,"(21.222, 25.444]","(15.111, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 15238.742]","(-156.653, 17405.914]","(-121.174, 13463.731]"
1.0,"(29.667, 33.889]","(11.333, 13.222]",0.0,0.0,1.0,0.0,"(-137.149, 15238.742]","(-156.653, 17405.914]","(-121.174, 13463.731]"
1.0,"(16.962, 21.222]","(7.556, 9.444]",1.0,0.0,0.0,1.0,"(-137.149, 15238.742]","(-156.653, 17405.914]","(-121.174, 13463.731]"
1.0,"(16.962, 21.222]","(11.333, 13.222]",1.0,0.0,0.0,0.0,"(-137.149, 15238.742]","(-156.653, 17405.914]","(13463.731, 26927.462]"
1.0,"(16.962, 21.222]","(7.556, 9.444]",1.0,0.0,0.0,1.0,"(-137.149, 15238.742]","(-156.653, 17405.914]","(-121.174, 13463.731]"
