A,B,C,D,E
"(19.959, 20.587]","(7.575, 8.81]","(24.573, 25.878]","(67.591, 72.566]","(275.522, 285.103]"
"(22.041, 22.616]","(26.27, 27.432]","(12.97, 13.589]","(130.501, 136.404]","(453.756, 473.039]"
"(16.325, 17.479]","(13.684, 14.856]","(3.358, 5.139]","(56.474, 62.276]","(212.532, 227.388]"
"(17.917, 18.259]","(19.613, 20.867]","(9.174, 9.767]","(88.289, 90.458]","(299.847, 305.938]"
"(7.642, 10.732]","(17.13, 17.681]","(22.028, 23.407]","(62.276, 67.591]","(263.86, 271.374]"
"(-3.3729999999999998, 4.396]","(27.432, 28.4]","(18.522, 19.807]","(67.591, 72.566]","(271.374, 275.522]"
"(22.041, 22.616]","(15.666, 16.316]","(-11.136999999999999, -1.498]","(93.19, 96.733]","(271.374, 275.522]"
"(11.63, 12.738]","(11.576, 12.516]","(24.573, 25.878]","(43.876, 56.474]","(212.532, 227.388]"
"(23.241, 23.96]","(19.051, 19.613]","(15.045, 15.756]","(93.19, 96.733]","(318.99, 331.412]"
"(27.817, 28.589]","(29.39, 30.63]","(29.61, 39.403]","(145.696, 150.328]","(536.583, 656.278]"
"(19.165, 19.959]","(18.339, 19.051]","(7.378, 8.315]","(79.164, 82.39]","(263.86, 271.374]"
"(22.041, 22.616]","(32.467, 36.845]","(23.407, 24.573]","(150.328, 163.54]","(492.143, 536.583]"
"(6.105, 7.642]","(25.414, 26.27]","(14.564, 15.045]","(84.831, 88.289]","(293.135, 299.847]"
"(26.325, 27.817]","(17.13, 17.681]","(3.358, 5.139]","(110.297, 113.778]","(340.632, 357.631]"
"(-3.3729999999999998, 4.396]","(19.051, 19.613]","(12.073, 12.97]","(67.591, 72.566]","(243.723, 263.86]"
"(15.488, 16.325]","(24.329, 25.414]","(10.924, 12.073]","(105.823, 110.297]","(357.631, 364.148]"
"(10.732, 11.63]","(30.63, 32.467]","(15.756, 16.298]","(92.244, 93.19]","(312.987, 318.99]"
"(19.959, 20.587]","(36.845, 47.918]","(-1.498, 2.088]","(163.54, 195.574]","(492.143, 536.583]"
"(18.259, 19.165]","(29.39, 30.63]","(23.407, 24.573]","(124.534, 130.501]","(453.756, 473.039]"
"(4.396, 6.105]","(27.432, 28.4]","(9.767, 10.402]","(102.76, 105.823]","(340.632, 357.631]"
"(14.32, 14.909]","(26.27, 27.432]","(23.407, 24.573]","(110.297, 113.778]","(400.533, 415.061]"
"(6.105, 7.642]","(30.63, 32.467]","(6.667, 7.378]","(120.584, 124.534]","(369.159, 379.024]"
"(14.32, 14.909]","(7.575, 8.81]","(29.61, 39.403]","(11.552000000000001, 39.262]","(212.532, 227.388]"
"(22.616, 23.241]","(28.4, 29.39]","(7.378, 8.315]","(130.501, 136.404]","(400.533, 415.061]"
"(6.105, 7.642]","(19.051, 19.613]","(14.564, 15.045]","(67.591, 72.566]","(263.86, 271.374]"
"(33.296, 35.627]","(30.63, 32.467]","(-1.498, 2.088]","(163.54, 195.574]","(473.039, 492.143]"
