A,B,C,D,E
"(19.375, 20.311]","(8.066, 9.254]","(23.727, 25.205]","(67.402, 72.566]","(271.994, 277.36]"
"(22.041, 22.763]","(26.197, 27.432]","(13.134, 13.768]","(131.36, 138.771]","(459.28, 479.097]"
"(15.969, 17.322]","(14.398, 15.445]","(4.81, 6.454]","(59.532, 67.402]","(199.546, 220.48]"
"(17.917, 18.35]","(19.574, 20.709]","(9.528, 10.025]","(87.83, 90.458]","(299.296, 305.938]"
"(7.081, 9.352]","(17.13, 17.847]","(22.028, 23.727]","(59.532, 67.402]","(263.86, 271.994]"
"(-3.3729999999999998, 4.891]","(27.432, 28.436]","(17.871, 18.922]","(67.402, 72.566]","(271.994, 277.36]"
"(22.041, 22.763]","(15.445, 16.292]","(-11.136999999999999, 0.0155]","(92.348, 94.943]","(263.86, 271.994]"
"(11.61, 12.738]","(11.576, 12.571]","(23.727, 25.205]","(50.637, 59.532]","(220.48, 242.015]"
"(23.437, 24.803]","(19.574, 20.709]","(14.727, 15.598]","(94.943, 98.257]","(314.419, 320.838]"
"(27.817, 28.808]","(28.436, 29.922]","(29.567, 39.403]","(138.771, 149.718]","(533.678, 656.278]"
"(19.375, 20.311]","(17.847, 18.654]","(7.378, 8.584]","(74.99, 80.521]","(263.86, 271.994]"
"(22.041, 22.763]","(35.073, 47.918]","(23.727, 25.205]","(149.718, 161.65]","(479.097, 533.678]"
"(4.891, 7.081]","(25.097, 26.197]","(13.768, 14.727]","(83.457, 87.83]","(290.375, 299.296]"
"(26.192, 27.817]","(17.13, 17.847]","(2.995, 4.81]","(111.179, 114.168]","(335.334, 346.497]"
"(-3.3729999999999998, 4.891]","(18.654, 19.574]","(12.073, 13.134]","(67.402, 72.566]","(242.015, 263.86]"
"(15.285, 15.969]","(23.691, 25.097]","(10.857, 12.073]","(105.823, 111.179]","(346.497, 364.148]"
"(9.352, 11.61]","(29.922, 31.449]","(15.598, 16.298]","(92.348, 94.943]","(314.419, 320.838]"
"(19.375, 20.311]","(35.073, 47.918]","(0.0155, 2.995]","(161.65, 195.574]","(479.097, 533.678]"
"(18.35, 19.375]","(29.922, 31.449]","(23.727, 25.205]","(124.534, 131.36]","(443.569, 459.28]"
"(4.891, 7.081]","(27.432, 28.436]","(9.528, 10.025]","(102.387, 105.823]","(335.334, 346.497]"
"(14.411, 15.285]","(26.197, 27.432]","(23.727, 25.205]","(111.179, 114.168]","(410.204, 428.996]"
"(7.081, 9.352]","(29.922, 31.449]","(6.454, 7.378]","(120.102, 124.534]","(372.927, 381.82]"
"(12.738, 14.411]","(8.066, 9.254]","(29.567, 39.403]","(11.552000000000001, 39.911]","(199.546, 220.48]"
"(22.763, 23.437]","(28.436, 29.922]","(7.378, 8.584]","(131.36, 138.771]","(398.074, 410.204]"
"(4.891, 7.081]","(19.574, 20.709]","(14.727, 15.598]","(67.402, 72.566]","(263.86, 271.994]"
"(32.563, 35.209]","(29.922, 31.449]","(0.0155, 2.995]","(161.65, 195.574]","(479.097, 533.678]"
"(15.285, 15.969]","(31.449, 35.073]","(10.025, 10.857]","(138.771, 149.718]","(459.28, 479.097]"
"(24.803, 26.192]","(22.547, 23.691]","(16.298, 17.189]","(124.534, 131.36]","(410.204, 428.996]"
"(35.209, 46.943]","(8.066, 9.254]","(20.693, 22.028]","(105.823, 111.179]","(372.927, 381.82]"
"(4.891, 7.081]","(12.571, 14.398]","(22.028, 23.727]","(39.911, 50.637]","(162.522, 199.546]"
"(15.285, 15.969]","(8.066, 9.254]","(6.454, 7.378]","(59.532, 67.402]","(199.546, 220.48]"
"(15.969, 17.322]","(31.449, 35.073]","(14.727, 15.598]","(131.36, 138.771]","(428.996, 443.569]"
"(11.61, 12.738]","(19.574, 20.709]","(9.528, 10.025]","(80.521, 83.457]","(271.994, 277.36]"
"(28.808, 30.668]","(-7.8660000000000005, 4.226]","(18.922, 20.693]","(67.402, 72.566]","(242.015, 263.86]"
"(17.917, 18.35]","(14.398, 15.445]","(16.298, 17.189]","(72.566, 74.99]","(271.994, 277.36]"
"(30.668, 32.563]","(4.226, 8.066]","(13.134, 13.768]","(83.457, 87.83]","(290.375, 299.296]"
"(14.411, 15.285]","(21.638, 22.547]","(29.567, 39.403]","(94.943, 98.257]","(364.148, 372.927]"
"(22.763, 23.437]","(31.449, 35.073]","(22.028, 23.727]","(149.718, 161.65]","(533.678, 656.278]"
"(15.969, 17.322]","(35.073, 47.918]","(17.189, 17.871]","(161.65, 195.574]","(533.678, 656.278]"
"(15.969, 17.322]","(26.197, 27.432]","(10.857, 12.073]","(116.322, 120.102]","(372.927, 381.82]"
"(22.041, 22.763]","(12.571, 14.398]","(4.81, 6.454]","(80.521, 83.457]","(242.015, 263.86]"
"(24.803, 26.192]","(9.254, 10.891]","(18.922, 20.693]","(59.532, 67.402]","(242.015, 263.86]"
"(11.61, 12.738]","(8.066, 9.254]","(0.0155, 2.995]","(50.637, 59.532]","(162.522, 199.546]"
"(11.61, 12.738]","(28.436, 29.922]","(17.871, 18.922]","(98.257, 102.387]","(335.334, 346.497]"
"(12.738, 14.411]","(20.709, 21.638]","(29.567, 39.403]","(90.458, 92.348]","(364.148, 372.927]"
"(18.35, 19.375]","(17.13, 17.847]","(4.81, 6.454]","(90.458, 92.348]","(277.36, 290.375]"
"(7.081, 9.352]","(16.292, 17.13]","(25.205, 26.946]","(50.637, 59.532]","(220.48, 242.015]"
"(17.322, 17.917]","(11.576, 12.571]","(7.378, 8.584]","(80.521, 83.457]","(263.86, 271.994]"
"(28.808, 30.668]","(8.066, 9.254]","(16.298, 17.189]","(83.457, 87.83]","(305.938, 314.419]"
"(7.081, 9.352]","(17.847, 18.654]","(10.857, 12.073]","(67.402, 72.566]","(220.48, 242.015]"
"(17.322, 17.917]","(22.547, 23.691]","(4.81, 6.454]","(94.943, 98.257]","(314.419, 320.838]"
"(35.209, 46.943]","(10.891, 11.576]","(18.922, 20.693]","(87.83, 90.458]","(320.838, 335.334]"
"(14.411, 15.285]","(14.398, 15.445]","(2.995, 4.81]","(80.521, 83.457]","(263.86, 271.994]"
"(11.61, 12.738]","(27.432, 28.436]","(20.693, 22.028]","(120.102, 124.534]","(428.996, 443.569]"
"(22.041, 22.763]","(14.398, 15.445]","(13.134, 13.768]","(90.458, 92.348]","(305.938, 314.419]"
"(19.375, 20.311]","(23.691, 25.097]","(4.81, 6.454]","(114.168, 116.322]","(335.334, 346.497]"
"(26.192, 27.817]","(-7.8660000000000005, 4.226]","(10.857, 12.073]","(11.552000000000001, 39.911]","(162.522, 199.546]"
"(4.891, 7.081]","(-7.8660000000000005, 4.226]","(16.298, 17.189]","(11.552000000000001, 39.911]","(24.964, 162.522]"
"(20.311, 21.186]","(15.445, 16.292]","(22.028, 23.727]","(87.83, 90.458]","(320.838, 335.334]"
"(20.311, 21.186]","(28.436, 29.922]","(6.454, 7.378]","(131.36, 138.771]","(428.996, 443.569]"
"(18.35, 19.375]","(17.13, 17.847]","(22.028, 23.727]","(94.943, 98.257]","(372.927, 381.82]"
"(12.738, 14.411]","(29.922, 31.449]","(0.0155, 2.995]","(116.322, 120.102]","(346.497, 364.148]"
"(21.186, 22.041]","(25.097, 26.197]","(9.528, 10.025]","(120.102, 124.534]","(381.82, 398.074]"
"(30.668, 32.563]","(29.922, 31.449]","(-11.136999999999999, 0.0155]","(138.771, 149.718]","(410.204, 428.996]"
"(20.311, 21.186]","(35.073, 47.918]","(23.727, 25.205]","(161.65, 195.574]","(533.678, 656.278]"
