A,B,C,D,E
"(19.588, 20.183]","(20.275, 20.926]","(15.215, 15.826]","(111.07, 113.636]","(370.92, 379.147]"
"(20.752, 21.29]","(19.173, 19.718]","(14.07, 14.631]","(92.666, 95.116]","(313.39, 321.57]"
"(17.968, 18.466]","(20.275, 20.926]","(21.137, 27.662]","(97.383, 99.339]","(364.292, 370.92]"
"(19.015, 19.588]","(18.515, 19.173]","(14.631, 15.215]","(89.795, 92.666]","(313.39, 321.57]"
"(13.595, 15.257]","(7.941999999999999, 13.452]","(14.07, 14.631]","(48.424, 75.861]","(178.352, 269.579]"
"(7.614, 13.595]","(20.275, 20.926]","(8.705, 10.165]","(85.874, 89.795]","(269.579, 287.083]"
"(20.752, 21.29]","(21.492, 22.195]","(18.618, 19.691]","(106.097, 108.267]","(379.147, 387.736]"
"(16.443, 17.358]","(20.926, 21.492]","(21.137, 27.662]","(97.383, 99.339]","(364.292, 370.92]"
"(21.29, 21.968]","(15.012, 16.221]","(11.095, 12.021]","(89.795, 92.666]","(287.083, 301.913]"
"(23.689, 24.717]","(20.926, 21.492]","(12.738, 13.323]","(113.636, 117.642]","(387.736, 398.314]"
"(19.588, 20.183]","(22.195, 22.979]","(17.04, 17.858]","(106.097, 108.267]","(370.92, 379.147]"
"(20.752, 21.29]","(24.818, 26.382]","(18.618, 19.691]","(113.636, 117.642]","(398.314, 417.895]"
"(13.595, 15.257]","(18.515, 19.173]","(15.826, 16.382]","(85.874, 89.795]","(301.913, 313.39]"
"(22.778, 23.689]","(17.843, 18.515]","(19.691, 21.137]","(104.037, 106.097]","(370.92, 379.147]"
"(7.614, 13.595]","(13.452, 15.012]","(16.382, 17.04]","(48.424, 75.861]","(178.352, 269.579]"
"(17.968, 18.466]","(15.012, 16.221]","(12.738, 13.323]","(85.874, 89.795]","(313.39, 321.57]"
"(15.257, 16.443]","(26.382, 34.199]","(19.691, 21.137]","(108.267, 111.07]","(379.147, 387.736]"
"(19.588, 20.183]","(18.515, 19.173]","(17.04, 17.858]","(95.116, 97.383]","(335.048, 341.538]"
"(19.015, 19.588]","(15.012, 16.221]","(19.691, 21.137]","(85.874, 89.795]","(313.39, 321.57]"
