A,B
"(4.625, 5.073]","(4.945, 5.471]"
"(3.281, 3.729]","(5.471, 5.996]"
"(3.281, 3.729]","(4.945, 5.471]"
"(3.281, 3.729]","(4.945, 5.471]"
"(3.281, 3.729]","(4.42, 4.945]"
"(2.829, 3.281]","(5.471, 5.996]"
"(2.829, 3.281]","(5.471, 5.996]"
"(2.829, 3.281]","(5.996, 6.522]"
"(2.829, 3.281]","(5.996, 6.522]"
"(2.829, 3.281]","(6.522, 7.048]"
"(5.969, 6.417]","(3.368, 3.894]"
"(5.969, 6.417]","(3.368, 3.894]"
"(3.729, 4.177]","(4.42, 4.945]"
"(3.729, 4.177]","(4.42, 4.945]"
"(5.521, 5.969]","(1.787, 2.317]"
"(5.073, 5.521]","(3.368, 3.894]"
"(5.073, 5.521]","(2.843, 3.368]"
"(4.625, 5.073]","(2.843, 3.368]"
"(4.625, 5.073]","(3.368, 3.894]"
"(4.625, 5.073]","(4.42, 4.945]"
"(4.625, 5.073]","(3.368, 3.894]"
"(4.625, 5.073]","(3.368, 3.894]"
"(4.625, 5.073]","(3.894, 4.42]"
"(4.625, 5.073]","(3.894, 4.42]"
"(5.521, 5.969]","(2.843, 3.368]"
"(5.521, 5.969]","(3.894, 4.42]"
"(5.521, 5.969]","(3.368, 3.894]"
"(5.521, 5.969]","(2.843, 3.368]"
"(5.521, 5.969]","(3.894, 4.42]"
"(5.521, 5.969]","(2.843, 3.368]"
"(2.829, 3.281]","(5.471, 5.996]"
"(2.829, 3.281]","(5.471, 5.996]"
"(3.729, 4.177]","(3.368, 3.894]"
"(3.729, 4.177]","(3.894, 4.42]"
"(3.729, 4.177]","(4.42, 4.945]"
"(3.729, 4.177]","(4.945, 5.471]"
"(3.729, 4.177]","(2.843, 3.368]"
"(3.729, 4.177]","(2.843, 3.368]"
"(3.729, 4.177]","(3.894, 4.42]"
"(3.729, 4.177]","(2.843, 3.368]"
"(3.729, 4.177]","(3.368, 3.894]"
"(3.729, 4.177]","(3.368, 3.894]"
"(3.729, 4.177]","(3.894, 4.42]"
"(3.729, 4.177]","(3.894, 4.42]"
