A,B
"(14.356, 16.427]","(25.266, 25.442]"
"(14.356, 16.427]","(24.933, 25.102]"
"(12.972, 14.356]","(24.933, 25.102]"
"(12.972, 14.356]","(24.594, 24.933]"
"(14.356, 16.427]","(24.381, 24.594]"
"(12.972, 14.356]","(23.967, 24.381]"
"(11.733, 12.972]","(23.967, 24.381]"
"(12.972, 14.356]","(23.683, 23.967]"
"(16.427, 18.142]","(23.683, 23.967]"
"(20.1, 21.666]","(23.967, 24.381]"
"(22.814, 23.665]","(24.594, 24.933]"
"(22.814, 23.665]","(24.933, 25.102]"
"(24.634, 25.734]","(25.266, 25.442]"
"(24.634, 25.734]","(25.629, 26.367]"
"(25.734, 29.5]","(25.629, 26.367]"
"(25.734, 29.5]","(24.594, 24.933]"
"(23.665, 24.634]","(25.629, 26.367]"
"(23.665, 24.634]","(25.442, 25.629]"
"(21.666, 22.814]","(25.629, 26.367]"
"(20.1, 21.666]","(25.442, 25.629]"
"(20.1, 21.666]","(25.442, 25.629]"
"(16.427, 18.142]","(25.442, 25.629]"
"(16.427, 18.142]","(25.442, 25.629]"
"(12.972, 14.356]","(25.266, 25.442]"
"(11.733, 12.972]","(25.102, 25.266]"
"(11.733, 12.972]","(24.933, 25.102]"
"(8.998, 10.685]","(24.594, 24.933]"
"(8.998, 10.685]","(24.381, 24.594]"
"(8.998, 10.685]","(23.967, 24.381]"
"(8.998, 10.685]","(23.683, 23.967]"
"(8.998, 10.685]","(23.181, 23.683]"
"(8.998, 10.685]","(23.181, 23.683]"
"(11.733, 12.972]","(22.663, 23.181]"
"(18.142, 20.1]","(21.977, 22.663]"
"(23.665, 24.634]","(21.977, 22.663]"
"(22.814, 23.665]","(23.181, 23.683]"
"(23.665, 24.634]","(23.683, 23.967]"
"(25.734, 29.5]","(24.381, 24.594]"
"(24.634, 25.734]","(24.933, 25.102]"
"(24.634, 25.734]","(25.629, 26.367]"
"(21.666, 22.814]","(25.102, 25.266]"
"(18.142, 20.1]","(25.102, 25.266]"
"(18.142, 20.1]","(25.102, 25.266]"
"(18.142, 20.1]","(25.266, 25.442]"
"(16.427, 18.142]","(25.102, 25.266]"
"(16.427, 18.142]","(25.102, 25.266]"
"(14.356, 16.427]","(24.933, 25.102]"
"(14.356, 16.427]","(24.594, 24.933]"
"(14.356, 16.427]","(24.594, 24.933]"
"(12.972, 14.356]","(24.381, 24.594]"
"(11.733, 12.972]","(23.967, 24.381]"
"(11.733, 12.972]","(23.683, 23.967]"
"(11.733, 12.972]","(23.181, 23.683]"
"(10.685, 11.733]","(23.181, 23.683]"
"(8.998, 10.685]","(22.663, 23.181]"
"(10.685, 11.733]","(22.663, 23.181]"
"(14.356, 16.427]","(22.663, 23.181]"
"(20.1, 21.666]","(23.181, 23.683]"
"(20.1, 21.666]","(21.977, 22.663]"
"(23.665, 24.634]","(22.663, 23.181]"
"(24.634, 25.734]","(23.683, 23.967]"
"(24.634, 25.734]","(24.381, 24.594]"
"(23.665, 24.634]","(25.102, 25.266]"
"(23.665, 24.634]","(25.629, 26.367]"
"(23.665, 24.634]","(26.367, 26.917]"
"(22.814, 23.665]","(26.367, 26.917]"
"(21.666, 22.814]","(26.367, 26.917]"
"(20.1, 21.666]","(26.367, 26.917]"
"(16.427, 18.142]","(25.629, 26.367]"
"(14.356, 16.427]","(25.629, 26.367]"
"(12.972, 14.356]","(25.102, 25.266]"
"(12.972, 14.356]","(24.381, 24.594]"
"(11.733, 12.972]","(23.683, 23.967]"
"(10.685, 11.733]","(23.181, 23.683]"
"(10.685, 11.733]","(22.663, 23.181]"
"(8.998, 10.685]","(21.977, 22.663]"
"(10.685, 11.733]","(20.677, 21.977]"
"(10.685, 11.733]","(20.677, 21.977]"
"(10.685, 11.733]","(20.677, 21.977]"
"(10.685, 11.733]","(20.677, 21.977]"
"(12.972, 14.356]","(20.677, 21.977]"
"(21.666, 22.814]","(20.677, 21.977]"
"(22.814, 23.665]","(21.977, 22.663]"
"(21.666, 22.814]","(21.977, 22.663]"
"(21.666, 22.814]","(21.977, 22.663]"
"(23.665, 24.634]","(23.181, 23.683]"
"(24.634, 25.734]","(23.683, 23.967]"
"(23.665, 24.634]","(24.594, 24.933]"
"(22.814, 23.665]","(25.266, 25.442]"
"(21.666, 22.814]","(25.442, 25.629]"
"(20.1, 21.666]","(25.629, 26.367]"
"(20.1, 21.666]","(25.629, 26.367]"
"(20.1, 21.666]","(25.442, 25.629]"
"(18.142, 20.1]","(25.442, 25.629]"
"(18.142, 20.1]","(25.266, 25.442]"
"(16.427, 18.142]","(25.266, 25.442]"
"(16.427, 18.142]","(25.102, 25.266]"
"(16.427, 18.142]","(25.102, 25.266]"
"(14.356, 16.427]","(24.933, 25.102]"
"(12.972, 14.356]","(24.933, 25.102]"
"(11.733, 12.972]","(24.594, 24.933]"
"(10.685, 11.733]","(24.381, 24.594]"
"(10.685, 11.733]","(23.967, 24.381]"
"(10.685, 11.733]","(23.967, 24.381]"
"(16.427, 18.142]","(23.967, 24.381]"
"(18.142, 20.1]","(24.381, 24.594]"
"(18.142, 20.1]","(24.594, 24.933]"
"(21.666, 22.814]","(24.933, 25.102]"
"(21.666, 22.814]","(25.266, 25.442]"
"(21.666, 22.814]","(25.442, 25.629]"
"(21.666, 22.814]","(25.102, 25.266]"
"(22.814, 23.665]","(25.266, 25.442]"
"(22.814, 23.665]","(25.629, 26.367]"
"(22.814, 23.665]","(25.266, 25.442]"
"(22.814, 23.665]","(25.442, 25.629]"
"(20.1, 21.666]","(25.266, 25.442]"
"(14.356, 16.427]","(25.442, 25.629]"
"(12.972, 14.356]","(25.266, 25.442]"
"(11.733, 12.972]","(24.933, 25.102]"
"(8.998, 10.685]","(24.381, 24.594]"
"(3.888, 8.998]","(23.967, 24.381]"
"(3.888, 8.998]","(23.683, 23.967]"
"(3.888, 8.998]","(23.181, 23.683]"
"(3.888, 8.998]","(22.663, 23.181]"
"(3.888, 8.998]","(21.977, 22.663]"
"(3.888, 8.998]","(20.677, 21.977]"
"(3.888, 8.998]","(20.677, 21.977]"
"(3.888, 8.998]","(20.677, 21.977]"
"(10.685, 11.733]","(20.677, 21.977]"
"(16.427, 18.142]","(20.677, 21.977]"
"(18.142, 20.1]","(20.677, 21.977]"
"(23.665, 24.634]","(21.977, 22.663]"
"(24.634, 25.734]","(21.977, 22.663]"
"(25.734, 29.5]","(23.181, 23.683]"
"(25.734, 29.5]","(23.683, 23.967]"
"(24.634, 25.734]","(23.967, 24.381]"
"(25.734, 29.5]","(24.594, 24.933]"
"(24.634, 25.734]","(23.967, 24.381]"
"(24.634, 25.734]","(24.381, 24.594]"
"(22.814, 23.665]","(25.102, 25.266]"
"(16.427, 18.142]","(24.933, 25.102]"
"(14.356, 16.427]","(24.594, 24.933]"
"(12.972, 14.356]","(24.594, 24.933]"
"(11.733, 12.972]","(24.381, 24.594]"
"(10.685, 11.733]","(23.967, 24.381]"
"(8.998, 10.685]","(23.683, 23.967]"
"(8.998, 10.685]","(23.181, 23.683]"
"(8.998, 10.685]","(22.663, 23.181]"
"(3.888, 8.998]","(22.663, 23.181]"
"(3.888, 8.998]","(21.977, 22.663]"
"(3.888, 8.998]","(22.663, 23.181]"
"(3.888, 8.998]","(21.977, 22.663]"
"(14.356, 16.427]","(22.663, 23.181]"
"(18.142, 20.1]","(22.663, 23.181]"
"(21.666, 22.814]","(23.181, 23.683]"
"(24.634, 25.734]","(23.683, 23.967]"
"(25.734, 29.5]","(24.381, 24.594]"
"(25.734, 29.5]","(24.933, 25.102]"
"(25.734, 29.5]","(25.442, 25.629]"
"(25.734, 29.5]","(25.629, 26.367]"
"(25.734, 29.5]","(26.367, 26.917]"
"(25.734, 29.5]","(26.367, 26.917]"
"(23.665, 24.634]","(26.367, 26.917]"
"(22.814, 23.665]","(26.367, 26.917]"
"(20.1, 21.666]","(26.367, 26.917]"
"(18.142, 20.1]","(26.367, 26.917]"
"(20.1, 21.666]","(26.367, 26.917]"
"(18.142, 20.1]","(26.367, 26.917]"
