A,B
"(14.865, 16.694]","(25.134, 25.58]"
"(13.036, 14.865]","(24.689, 25.134]"
"(13.036, 14.865]","(24.689, 25.134]"
"(13.036, 14.865]","(24.689, 25.134]"
"(13.036, 14.865]","(24.243, 24.689]"
"(13.036, 14.865]","(24.243, 24.689]"
"(11.206, 13.036]","(23.797, 24.243]"
"(13.036, 14.865]","(23.352, 23.797]"
"(16.694, 18.524]","(23.352, 23.797]"
"(20.353, 22.183]","(23.797, 24.243]"
"(22.183, 24.012]","(24.689, 25.134]"
"(22.183, 24.012]","(24.689, 25.134]"
"(24.012, 25.841]","(25.134, 25.58]"
"(24.012, 25.841]","(25.58, 26.025]"
"(27.671, 29.5]","(26.025, 26.471]"
"(25.841, 27.671]","(24.689, 25.134]"
"(24.012, 25.841]","(26.025, 26.471]"
"(24.012, 25.841]","(25.134, 25.58]"
"(22.183, 24.012]","(25.58, 26.025]"
"(18.524, 20.353]","(25.134, 25.58]"
"(18.524, 20.353]","(25.134, 25.58]"
"(16.694, 18.524]","(25.58, 26.025]"
"(14.865, 16.694]","(25.134, 25.58]"
"(13.036, 14.865]","(25.134, 25.58]"
"(11.206, 13.036]","(25.134, 25.58]"
"(11.206, 13.036]","(24.689, 25.134]"
"(9.377, 11.206]","(24.243, 24.689]"
"(9.377, 11.206]","(24.243, 24.689]"
"(9.377, 11.206]","(23.797, 24.243]"
"(9.377, 11.206]","(23.797, 24.243]"
"(9.377, 11.206]","(23.352, 23.797]"
"(9.377, 11.206]","(22.906, 23.352]"
"(11.206, 13.036]","(22.46, 22.906]"
"(18.524, 20.353]","(22.015, 22.46]"
"(22.183, 24.012]","(22.46, 22.906]"
"(22.183, 24.012]","(23.352, 23.797]"
"(24.012, 25.841]","(23.797, 24.243]"
"(25.841, 27.671]","(24.243, 24.689]"
"(24.012, 25.841]","(24.689, 25.134]"
"(24.012, 25.841]","(25.58, 26.025]"
"(20.353, 22.183]","(25.134, 25.58]"
"(18.524, 20.353]","(25.134, 25.58]"
"(18.524, 20.353]","(25.134, 25.58]"
"(16.694, 18.524]","(25.134, 25.58]"
"(16.694, 18.524]","(25.134, 25.58]"
"(14.865, 16.694]","(25.134, 25.58]"
"(13.036, 14.865]","(24.689, 25.134]"
"(13.036, 14.865]","(24.689, 25.134]"
"(13.036, 14.865]","(24.243, 24.689]"
"(13.036, 14.865]","(24.243, 24.689]"
"(11.206, 13.036]","(23.797, 24.243]"
"(11.206, 13.036]","(23.797, 24.243]"
"(11.206, 13.036]","(23.352, 23.797]"
"(9.377, 11.206]","(22.906, 23.352]"
"(9.377, 11.206]","(22.906, 23.352]"
"(11.206, 13.036]","(22.46, 22.906]"
"(14.865, 16.694]","(22.906, 23.352]"
"(20.353, 22.183]","(23.352, 23.797]"
"(20.353, 22.183]","(22.015, 22.46]"
"(22.183, 24.012]","(22.906, 23.352]"
"(24.012, 25.841]","(23.797, 24.243]"
"(24.012, 25.841]","(24.243, 24.689]"
"(24.012, 25.841]","(25.134, 25.58]"
"(24.012, 25.841]","(25.58, 26.025]"
"(24.012, 25.841]","(26.471, 26.917]"
"(22.183, 24.012]","(26.471, 26.917]"
"(22.183, 24.012]","(26.471, 26.917]"
"(18.524, 20.353]","(26.471, 26.917]"
"(16.694, 18.524]","(26.025, 26.471]"
"(14.865, 16.694]","(25.58, 26.025]"
"(13.036, 14.865]","(24.689, 25.134]"
"(13.036, 14.865]","(24.243, 24.689]"
"(11.206, 13.036]","(23.797, 24.243]"
"(11.206, 13.036]","(22.906, 23.352]"
"(9.377, 11.206]","(22.46, 22.906]"
"(9.377, 11.206]","(22.015, 22.46]"
"(9.377, 11.206]","(21.123, 21.569]"
"(11.206, 13.036]","(21.123, 21.569]"
"(9.377, 11.206]","(20.672, 21.123]"
"(9.377, 11.206]","(20.672, 21.123]"
"(13.036, 14.865]","(20.672, 21.123]"
"(22.183, 24.012]","(20.672, 21.123]"
"(22.183, 24.012]","(21.569, 22.015]"
"(22.183, 24.012]","(22.015, 22.46]"
"(22.183, 24.012]","(22.46, 22.906]"
"(24.012, 25.841]","(23.352, 23.797]"
"(24.012, 25.841]","(23.352, 23.797]"
"(24.012, 25.841]","(24.243, 24.689]"
"(22.183, 24.012]","(25.134, 25.58]"
"(22.183, 24.012]","(25.58, 26.025]"
"(20.353, 22.183]","(25.58, 26.025]"
"(20.353, 22.183]","(25.58, 26.025]"
"(20.353, 22.183]","(25.134, 25.58]"
"(18.524, 20.353]","(25.134, 25.58]"
"(18.524, 20.353]","(25.134, 25.58]"
"(16.694, 18.524]","(25.134, 25.58]"
"(16.694, 18.524]","(25.134, 25.58]"
"(16.694, 18.524]","(24.689, 25.134]"
"(14.865, 16.694]","(24.689, 25.134]"
"(13.036, 14.865]","(24.689, 25.134]"
"(11.206, 13.036]","(24.689, 25.134]"
"(11.206, 13.036]","(24.243, 24.689]"
"(9.377, 11.206]","(24.243, 24.689]"
"(11.206, 13.036]","(23.797, 24.243]"
"(16.694, 18.524]","(23.797, 24.243]"
"(18.524, 20.353]","(24.243, 24.689]"
"(18.524, 20.353]","(24.243, 24.689]"
"(20.353, 22.183]","(24.689, 25.134]"
"(22.183, 24.012]","(25.134, 25.58]"
"(22.183, 24.012]","(25.58, 26.025]"
"(20.353, 22.183]","(25.134, 25.58]"
"(22.183, 24.012]","(25.134, 25.58]"
"(22.183, 24.012]","(25.58, 26.025]"
"(22.183, 24.012]","(25.134, 25.58]"
"(22.183, 24.012]","(25.134, 25.58]"
"(18.524, 20.353]","(25.134, 25.58]"
"(14.865, 16.694]","(25.134, 25.58]"
"(13.036, 14.865]","(25.134, 25.58]"
"(11.206, 13.036]","(24.689, 25.134]"
"(9.377, 11.206]","(24.243, 24.689]"
"(7.548, 9.377]","(23.797, 24.243]"
"(5.718, 7.548]","(23.352, 23.797]"
"(5.718, 7.548]","(22.906, 23.352]"
"(5.718, 7.548]","(22.46, 22.906]"
"(3.863, 5.718]","(22.015, 22.46]"
"(3.863, 5.718]","(21.569, 22.015]"
"(3.863, 5.718]","(21.123, 21.569]"
"(3.863, 5.718]","(20.672, 21.123]"
"(11.206, 13.036]","(20.672, 21.123]"
"(16.694, 18.524]","(20.672, 21.123]"
"(18.524, 20.353]","(21.123, 21.569]"
"(24.012, 25.841]","(22.015, 22.46]"
"(24.012, 25.841]","(22.46, 22.906]"
"(24.012, 25.841]","(22.906, 23.352]"
"(25.841, 27.671]","(23.352, 23.797]"
"(24.012, 25.841]","(24.243, 24.689]"
"(25.841, 27.671]","(24.689, 25.134]"
"(24.012, 25.841]","(23.797, 24.243]"
"(24.012, 25.841]","(24.243, 24.689]"
"(22.183, 24.012]","(24.689, 25.134]"
"(16.694, 18.524]","(24.689, 25.134]"
"(14.865, 16.694]","(24.689, 25.134]"
"(13.036, 14.865]","(24.689, 25.134]"
"(11.206, 13.036]","(24.243, 24.689]"
"(11.206, 13.036]","(23.797, 24.243]"
"(9.377, 11.206]","(23.797, 24.243]"
"(9.377, 11.206]","(23.352, 23.797]"
"(7.548, 9.377]","(22.906, 23.352]"
"(7.548, 9.377]","(22.46, 22.906]"
"(7.548, 9.377]","(22.015, 22.46]"
"(7.548, 9.377]","(22.906, 23.352]"
"(7.548, 9.377]","(22.46, 22.906]"
"(13.036, 14.865]","(22.46, 22.906]"
"(18.524, 20.353]","(22.906, 23.352]"
"(22.183, 24.012]","(23.352, 23.797]"
"(24.012, 25.841]","(23.797, 24.243]"
"(25.841, 27.671]","(24.243, 24.689]"
"(27.671, 29.5]","(24.689, 25.134]"
"(27.671, 29.5]","(25.58, 26.025]"
"(27.671, 29.5]","(26.025, 26.471]"
"(25.841, 27.671]","(26.471, 26.917]"
"(25.841, 27.671]","(26.471, 26.917]"
"(24.012, 25.841]","(26.471, 26.917]"
"(22.183, 24.012]","(26.471, 26.917]"
"(18.524, 20.353]","(26.471, 26.917]"
"(18.524, 20.353]","(26.471, 26.917]"
"(18.524, 20.353]","(26.471, 26.917]"
"(18.524, 20.353]","(26.471, 26.917]"
