A,B
"(11.619, 15.602]","(24.974, 25.494]"
"(11.619, 15.602]","(24.974, 25.494]"
"(11.619, 15.602]","(24.142, 24.974]"
"(11.619, 15.602]","(24.142, 24.974]"
"(11.619, 15.602]","(24.142, 24.974]"
"(11.619, 15.602]","(24.142, 24.974]"
"(11.619, 15.602]","(23.069, 24.142]"
"(11.619, 15.602]","(23.069, 24.142]"
"(15.602, 20.328]","(23.069, 24.142]"
"(20.328, 23.988]","(23.069, 24.142]"
"(20.328, 23.988]","(24.142, 24.974]"
"(20.328, 23.988]","(24.974, 25.494]"
"(23.988, 29.5]","(24.974, 25.494]"
"(23.988, 29.5]","(25.494, 26.917]"
"(23.988, 29.5]","(25.494, 26.917]"
"(23.988, 29.5]","(24.142, 24.974]"
"(23.988, 29.5]","(25.494, 26.917]"
"(23.988, 29.5]","(25.494, 26.917]"
"(20.328, 23.988]","(25.494, 26.917]"
"(15.602, 20.328]","(25.494, 26.917]"
"(15.602, 20.328]","(25.494, 26.917]"
"(15.602, 20.328]","(25.494, 26.917]"
"(15.602, 20.328]","(25.494, 26.917]"
"(11.619, 15.602]","(24.974, 25.494]"
"(11.619, 15.602]","(24.974, 25.494]"
"(11.619, 15.602]","(24.142, 24.974]"
"(3.888, 11.619]","(24.142, 24.974]"
"(3.888, 11.619]","(24.142, 24.974]"
"(3.888, 11.619]","(23.069, 24.142]"
"(3.888, 11.619]","(23.069, 24.142]"
"(3.888, 11.619]","(23.069, 24.142]"
"(3.888, 11.619]","(23.069, 24.142]"
"(11.619, 15.602]","(20.677, 23.069]"
"(15.602, 20.328]","(20.677, 23.069]"
"(20.328, 23.988]","(20.677, 23.069]"
"(20.328, 23.988]","(23.069, 24.142]"
"(23.988, 29.5]","(23.069, 24.142]"
"(23.988, 29.5]","(24.142, 24.974]"
"(23.988, 29.5]","(24.974, 25.494]"
"(23.988, 29.5]","(25.494, 26.917]"
"(20.328, 23.988]","(24.974, 25.494]"
"(15.602, 20.328]","(24.974, 25.494]"
"(15.602, 20.328]","(24.974, 25.494]"
"(15.602, 20.328]","(24.974, 25.494]"
"(15.602, 20.328]","(24.974, 25.494]"
"(15.602, 20.328]","(24.974, 25.494]"
"(11.619, 15.602]","(24.974, 25.494]"
"(11.619, 15.602]","(24.142, 24.974]"
"(11.619, 15.602]","(24.142, 24.974]"
"(11.619, 15.602]","(24.142, 24.974]"
"(11.619, 15.602]","(23.069, 24.142]"
"(11.619, 15.602]","(23.069, 24.142]"
"(11.619, 15.602]","(23.069, 24.142]"
"(3.888, 11.619]","(23.069, 24.142]"
"(3.888, 11.619]","(20.677, 23.069]"
