A,B
"(14.662, 18.142]","(25.044, 25.321]"
"(14.662, 18.142]","(25.044, 25.321]"
"(12.289, 14.662]","(24.594, 25.044]"
"(12.289, 14.662]","(24.594, 25.044]"
"(12.289, 14.662]","(24.037, 24.594]"
"(12.289, 14.662]","(24.037, 24.594]"
"(10.49, 12.289]","(24.037, 24.594]"
"(12.289, 14.662]","(23.375, 24.037]"
"(14.662, 18.142]","(23.375, 24.037]"
"(18.142, 21.134]","(23.375, 24.037]"
"(21.134, 23.36]","(24.594, 25.044]"
"(23.36, 24.903]","(24.594, 25.044]"
"(24.903, 29.5]","(25.044, 25.321]"
"(24.903, 29.5]","(25.321, 25.683]"
"(24.903, 29.5]","(25.683, 26.917]"
"(24.903, 29.5]","(24.594, 25.044]"
"(23.36, 24.903]","(25.683, 26.917]"
"(23.36, 24.903]","(25.321, 25.683]"
"(21.134, 23.36]","(25.683, 26.917]"
"(18.142, 21.134]","(25.321, 25.683]"
"(18.142, 21.134]","(25.321, 25.683]"
"(14.662, 18.142]","(25.321, 25.683]"
"(14.662, 18.142]","(25.321, 25.683]"
"(12.289, 14.662]","(25.321, 25.683]"
"(12.289, 14.662]","(25.044, 25.321]"
"(10.49, 12.289]","(24.594, 25.044]"
"(10.49, 12.289]","(24.594, 25.044]"
"(10.49, 12.289]","(24.037, 24.594]"
"(3.888, 10.49]","(24.037, 24.594]"
"(3.888, 10.49]","(23.375, 24.037]"
"(3.888, 10.49]","(23.375, 24.037]"
"(3.888, 10.49]","(22.476, 23.375]"
"(12.289, 14.662]","(22.476, 23.375]"
"(18.142, 21.134]","(20.677, 22.476]"
"(23.36, 24.903]","(22.476, 23.375]"
"(21.134, 23.36]","(23.375, 24.037]"
"(23.36, 24.903]","(23.375, 24.037]"
"(24.903, 29.5]","(24.037, 24.594]"
"(23.36, 24.903]","(25.044, 25.321]"
"(24.903, 29.5]","(25.683, 26.917]"
"(21.134, 23.36]","(25.044, 25.321]"
"(18.142, 21.134]","(25.044, 25.321]"
"(18.142, 21.134]","(25.044, 25.321]"
"(18.142, 21.134]","(25.044, 25.321]"
"(14.662, 18.142]","(25.044, 25.321]"
"(14.662, 18.142]","(25.044, 25.321]"
"(12.289, 14.662]","(24.594, 25.044]"
"(14.662, 18.142]","(24.594, 25.044]"
"(12.289, 14.662]","(24.594, 25.044]"
"(12.289, 14.662]","(24.037, 24.594]"
"(12.289, 14.662]","(24.037, 24.594]"
"(10.49, 12.289]","(23.375, 24.037]"
"(12.289, 14.662]","(23.375, 24.037]"
"(10.49, 12.289]","(22.476, 23.375]"
"(3.888, 10.49]","(22.476, 23.375]"
"(10.49, 12.289]","(22.476, 23.375]"
"(14.662, 18.142]","(22.476, 23.375]"
"(18.142, 21.134]","(23.375, 24.037]"
"(21.134, 23.36]","(20.677, 22.476]"
"(23.36, 24.903]","(22.476, 23.375]"
"(24.903, 29.5]","(23.375, 24.037]"
"(24.903, 29.5]","(24.037, 24.594]"
"(23.36, 24.903]","(25.044, 25.321]"
"(23.36, 24.903]","(25.683, 26.917]"
"(23.36, 24.903]","(25.683, 26.917]"
"(23.36, 24.903]","(25.683, 26.917]"
"(21.134, 23.36]","(25.683, 26.917]"
"(18.142, 21.134]","(25.683, 26.917]"
"(14.662, 18.142]","(25.683, 26.917]"
"(14.662, 18.142]","(25.683, 26.917]"
"(12.289, 14.662]","(25.044, 25.321]"
"(12.289, 14.662]","(24.037, 24.594]"
"(10.49, 12.289]","(23.375, 24.037]"
"(10.49, 12.289]","(22.476, 23.375]"
"(10.49, 12.289]","(22.476, 23.375]"
"(10.49, 12.289]","(20.677, 22.476]"
"(10.49, 12.289]","(20.677, 22.476]"
"(10.49, 12.289]","(20.677, 22.476]"
"(10.49, 12.289]","(20.677, 22.476]"
"(10.49, 12.289]","(20.677, 22.476]"
"(12.289, 14.662]","(20.677, 22.476]"
"(21.134, 23.36]","(20.677, 22.476]"
"(23.36, 24.903]","(20.677, 22.476]"
"(21.134, 23.36]","(20.677, 22.476]"
"(21.134, 23.36]","(22.476, 23.375]"
"(23.36, 24.903]","(23.375, 24.037]"
"(23.36, 24.903]","(23.375, 24.037]"
"(23.36, 24.903]","(24.594, 25.044]"
"(21.134, 23.36]","(25.321, 25.683]"
"(21.134, 23.36]","(25.321, 25.683]"
"(21.134, 23.36]","(25.683, 26.917]"
"(21.134, 23.36]","(25.321, 25.683]"
"(18.142, 21.134]","(25.321, 25.683]"
"(18.142, 21.134]","(25.321, 25.683]"
"(18.142, 21.134]","(25.321, 25.683]"
"(14.662, 18.142]","(25.321, 25.683]"
"(14.662, 18.142]","(25.044, 25.321]"
"(14.662, 18.142]","(25.044, 25.321]"
"(14.662, 18.142]","(25.044, 25.321]"
"(12.289, 14.662]","(24.594, 25.044]"
"(12.289, 14.662]","(24.594, 25.044]"
"(10.49, 12.289]","(24.037, 24.594]"
"(10.49, 12.289]","(24.037, 24.594]"
"(10.49, 12.289]","(23.375, 24.037]"
"(14.662, 18.142]","(24.037, 24.594]"
"(18.142, 21.134]","(24.037, 24.594]"
"(18.142, 21.134]","(24.594, 25.044]"
"(21.134, 23.36]","(24.594, 25.044]"
"(21.134, 23.36]","(25.044, 25.321]"
"(21.134, 23.36]","(25.321, 25.683]"
"(21.134, 23.36]","(25.044, 25.321]"
"(21.134, 23.36]","(25.044, 25.321]"
"(23.36, 24.903]","(25.321, 25.683]"
"(23.36, 24.903]","(25.321, 25.683]"
"(21.134, 23.36]","(25.321, 25.683]"
"(18.142, 21.134]","(25.321, 25.683]"
"(14.662, 18.142]","(25.321, 25.683]"
"(12.289, 14.662]","(25.044, 25.321]"
"(10.49, 12.289]","(24.594, 25.044]"
"(3.888, 10.49]","(24.037, 24.594]"
"(3.888, 10.49]","(24.037, 24.594]"
"(3.888, 10.49]","(23.375, 24.037]"
"(3.888, 10.49]","(22.476, 23.375]"
"(3.888, 10.49]","(22.476, 23.375]"
"(3.888, 10.49]","(20.677, 22.476]"
"(3.888, 10.49]","(20.677, 22.476]"
"(3.888, 10.49]","(20.677, 22.476]"
"(3.888, 10.49]","(20.677, 22.476]"
"(10.49, 12.289]","(20.677, 22.476]"
"(14.662, 18.142]","(20.677, 22.476]"
"(18.142, 21.134]","(20.677, 22.476]"
"(23.36, 24.903]","(20.677, 22.476]"
"(23.36, 24.903]","(22.476, 23.375]"
"(24.903, 29.5]","(22.476, 23.375]"
"(24.903, 29.5]","(23.375, 24.037]"
"(24.903, 29.5]","(24.037, 24.594]"
"(24.903, 29.5]","(24.594, 25.044]"
"(24.903, 29.5]","(23.375, 24.037]"
"(24.903, 29.5]","(24.037, 24.594]"
"(21.134, 23.36]","(25.044, 25.321]"
"(14.662, 18.142]","(24.594, 25.044]"
"(14.662, 18.142]","(24.594, 25.044]"
"(12.289, 14.662]","(24.594, 25.044]"
"(12.289, 14.662]","(24.037, 24.594]"
"(10.49, 12.289]","(24.037, 24.594]"
"(3.888, 10.49]","(23.375, 24.037]"
"(3.888, 10.49]","(23.375, 24.037]"
"(3.888, 10.49]","(22.476, 23.375]"
"(3.888, 10.49]","(22.476, 23.375]"
"(3.888, 10.49]","(20.677, 22.476]"
"(3.888, 10.49]","(22.476, 23.375]"
"(3.888, 10.49]","(20.677, 22.476]"
"(14.662, 18.142]","(22.476, 23.375]"
