A,B
"(14.133, 19.256]","(24.421, 25.669]"
"(14.133, 19.256]","(24.421, 25.669]"
"(14.133, 19.256]","(24.421, 25.669]"
"(14.133, 19.256]","(24.421, 25.669]"
"(14.133, 19.256]","(24.421, 25.669]"
"(9.011, 14.133]","(23.173, 24.421]"
"(9.011, 14.133]","(23.173, 24.421]"
"(9.011, 14.133]","(23.173, 24.421]"
"(14.133, 19.256]","(23.173, 24.421]"
"(19.256, 24.378]","(23.173, 24.421]"
"(19.256, 24.378]","(24.421, 25.669]"
"(19.256, 24.378]","(24.421, 25.669]"
"(24.378, 29.5]","(24.421, 25.669]"
"(24.378, 29.5]","(25.669, 26.917]"
"(24.378, 29.5]","(25.669, 26.917]"
"(24.378, 29.5]","(24.421, 25.669]"
"(24.378, 29.5]","(25.669, 26.917]"
"(19.256, 24.378]","(24.421, 25.669]"
"(19.256, 24.378]","(25.669, 26.917]"
"(19.256, 24.378]","(24.421, 25.669]"
"(19.256, 24.378]","(24.421, 25.669]"
"(14.133, 19.256]","(24.421, 25.669]"
"(14.133, 19.256]","(24.421, 25.669]"
"(9.011, 14.133]","(24.421, 25.669]"
"(9.011, 14.133]","(24.421, 25.669]"
"(9.011, 14.133]","(24.421, 25.669]"
"(9.011, 14.133]","(24.421, 25.669]"
"(9.011, 14.133]","(23.173, 24.421]"
"(9.011, 14.133]","(23.173, 24.421]"
"(9.011, 14.133]","(23.173, 24.421]"
"(9.011, 14.133]","(23.173, 24.421]"
"(9.011, 14.133]","(23.173, 24.421]"
"(9.011, 14.133]","(21.926, 23.173]"
"(19.256, 24.378]","(21.926, 23.173]"
"(19.256, 24.378]","(21.926, 23.173]"
"(19.256, 24.378]","(23.173, 24.421]"
"(19.256, 24.378]","(23.173, 24.421]"
"(24.378, 29.5]","(23.173, 24.421]"
"(24.378, 29.5]","(24.421, 25.669]"
"(24.378, 29.5]","(25.669, 26.917]"
"(19.256, 24.378]","(24.421, 25.669]"
"(14.133, 19.256]","(24.421, 25.669]"
"(14.133, 19.256]","(24.421, 25.669]"
"(14.133, 19.256]","(24.421, 25.669]"
"(14.133, 19.256]","(24.421, 25.669]"
"(14.133, 19.256]","(24.421, 25.669]"
"(14.133, 19.256]","(24.421, 25.669]"
"(14.133, 19.256]","(24.421, 25.669]"
"(14.133, 19.256]","(24.421, 25.669]"
"(9.011, 14.133]","(23.173, 24.421]"
"(9.011, 14.133]","(23.173, 24.421]"
"(9.011, 14.133]","(23.173, 24.421]"
"(9.011, 14.133]","(23.173, 24.421]"
"(9.011, 14.133]","(23.173, 24.421]"
"(9.011, 14.133]","(21.926, 23.173]"
"(9.011, 14.133]","(21.926, 23.173]"
"(14.133, 19.256]","(21.926, 23.173]"
"(19.256, 24.378]","(23.173, 24.421]"
"(19.256, 24.378]","(21.926, 23.173]"
"(19.256, 24.378]","(21.926, 23.173]"
"(24.378, 29.5]","(23.173, 24.421]"
"(24.378, 29.5]","(24.421, 25.669]"
"(24.378, 29.5]","(24.421, 25.669]"
"(19.256, 24.378]","(25.669, 26.917]"
"(24.378, 29.5]","(25.669, 26.917]"
"(19.256, 24.378]","(25.669, 26.917]"
"(19.256, 24.378]","(25.669, 26.917]"
"(19.256, 24.378]","(25.669, 26.917]"
"(14.133, 19.256]","(25.669, 26.917]"
"(14.133, 19.256]","(25.669, 26.917]"
"(14.133, 19.256]","(24.421, 25.669]"
