A,B
"(13.179, 15.602]","(25.221, 25.494]"
"(13.179, 15.602]","(24.974, 25.221]"
"(13.179, 15.602]","(24.594, 24.974]"
"(13.179, 15.602]","(24.594, 24.974]"
"(13.179, 15.602]","(24.142, 24.594]"
"(13.179, 15.602]","(24.142, 24.594]"
"(11.619, 13.179]","(23.747, 24.142]"
"(11.619, 13.179]","(23.747, 24.142]"
"(15.602, 18.142]","(23.069, 23.747]"
"(20.328, 22.643]","(23.747, 24.142]"
"(22.643, 23.988]","(24.594, 24.974]"
"(22.643, 23.988]","(24.974, 25.221]"
"(23.988, 25.179]","(25.221, 25.494]"
"(25.179, 29.5]","(25.494, 25.899]"
"(25.179, 29.5]","(25.899, 26.917]"
"(25.179, 29.5]","(24.594, 24.974]"
"(23.988, 25.179]","(25.899, 26.917]"
"(23.988, 25.179]","(25.494, 25.899]"
"(20.328, 22.643]","(25.494, 25.899]"
"(18.142, 20.328]","(25.494, 25.899]"
"(18.142, 20.328]","(25.494, 25.899]"
"(15.602, 18.142]","(25.494, 25.899]"
"(15.602, 18.142]","(25.494, 25.899]"
"(13.179, 15.602]","(25.221, 25.494]"
"(11.619, 13.179]","(24.974, 25.221]"
"(11.619, 13.179]","(24.594, 24.974]"
"(9.984, 11.619]","(24.594, 24.974]"
"(9.984, 11.619]","(24.142, 24.594]"
"(9.984, 11.619]","(23.747, 24.142]"
"(3.888, 9.984]","(23.747, 24.142]"
"(3.888, 9.984]","(23.069, 23.747]"
"(9.984, 11.619]","(23.069, 23.747]"
"(11.619, 13.179]","(22.225, 23.069]"
"(18.142, 20.328]","(22.225, 23.069]"
"(22.643, 23.988]","(22.225, 23.069]"
"(22.643, 23.988]","(23.069, 23.747]"
"(23.988, 25.179]","(23.747, 24.142]"
"(25.179, 29.5]","(24.142, 24.594]"
"(23.988, 25.179]","(24.974, 25.221]"
"(23.988, 25.179]","(25.899, 26.917]"
"(20.328, 22.643]","(25.221, 25.494]"
"(18.142, 20.328]","(24.974, 25.221]"
"(18.142, 20.328]","(25.221, 25.494]"
"(18.142, 20.328]","(25.221, 25.494]"
"(15.602, 18.142]","(24.974, 25.221]"
"(15.602, 18.142]","(24.974, 25.221]"
"(13.179, 15.602]","(24.974, 25.221]"
"(13.179, 15.602]","(24.594, 24.974]"
"(13.179, 15.602]","(24.594, 24.974]"
"(11.619, 13.179]","(24.142, 24.594]"
"(11.619, 13.179]","(23.747, 24.142]"
