A,B,C,D,E
2,2,3,4,39
2,2,1,4,32
1,0,1,0,7
1,1,0,2,20
1,3,3,6,44
0,1,3,0,14
2,2,1,4,34
1,2,2,2,28
2,1,0,2,20
2,1,0,4,32
2,1,3,5,40
2,3,3,8,52
0,2,1,2,23
2,2,0,6,36
0,2,3,1,24
1,1,0,2,21
1,3,1,4,31
2,2,3,4,34
1,2,2,5,37
0,3,3,3,35
1,2,0,2,19
0,3,1,4,32
1,1,3,2,28
2,1,0,2,22
0,1,3,0,20
3,3,2,8,55
1,2,1,3,26
2,2,3,4,36
3,1,1,6,41
0,1,3,0,17
1,0,0,0,8
1,2,3,5,39
1,1,1,0,15
2,1,0,4,24
1,1,0,2,20
3,3,0,8,46
1,1,3,2,28
2,3,1,7,45
1,2,3,3,34
1,2,0,3,25
2,1,3,3,32
2,2,1,4,37
1,1,0,3,25
1,3,3,7,49
1,3,0,4,35
1,2,3,4,35
0,1,0,0,7
1,1,3,1,20
3,3,1,7,48
0,1,0,1,16
1,2,1,4,33
3,3,3,9,63
1,1,1,1,20
1,1,3,1,22
2,1,1,2,25
2,1,3,1,22
2,1,3,3,32
0,2,1,2,24
2,2,3,5,39
2,1,1,2,24
1,1,0,3,22
1,3,1,8,49
2,2,3,4,36
3,1,3,3,31
2,1,3,1,25
2,0,3,0,14
2,1,3,2,27
1,3,1,8,46
1,3,0,7,39
2,0,2,0,12
3,3,1,7,46
2,1,3,2,26
1,1,1,2,23
3,1,1,4,33
2,0,1,2,23
3,2,1,5,39
0,1,1,0,11
2,1,1,4,33
3,1,1,5,35
3,3,1,8,52
2,1,1,3,27
1,3,2,8,50
1,2,0,2,23
2,1,3,2,28
2,2,1,4,32
2,3,1,7,44
1,3,3,5,41
1,2,3,3,34
1,3,1,4,37
1,2,0,3,25
1,3,1,6,41
0,3,0,5,34
1,2,3,5,39
1,2,0,4,32
1,3,0,5,31
1,2,1,3,28
2,2,0,6,39
2,0,1,1,16
0,2,3,2,28
2,2,1,5,36
2,0,1,1,20
2,1,3,3,29
2,3,0,6,40
2,3,3,8,55
1,3,3,4,37
3,1,0,4,30
1,3,0,4,33
1,3,1,5,37
2,1,3,3,30
0,3,1,4,37
3,3,1,9,55
1,2,0,3,28
1,0,1,0,8
3,1,1,6,42
0,3,1,5,35
0,3,1,3,28
2,3,1,9,55
1,1,2,2,25
1,3,1,4,33
1,0,1,0,13
2,1,1,3,28
1,2,0,4,31
2,1,0,5,31
0,0,3,0,15
3,3,0,8,42
0,1,3,1,24
2,1,3,3,33
3,1,3,5,37
1,1,3,1,25
2,3,3,8,53
1,0,3,0,12
0,3,3,4,38
0,3,0,2,23
1,3,1,5,40
3,1,0,6,38
2,3,1,7,44
2,1,3,3,32
3,2,3,9,59
2,1,1,3,26
1,2,3,4,36
2,2,0,5,37
2,2,3,6,41
2,1,1,2,24
2,1,0,4,30
1,1,3,3,36
1,0,0,0,13
3,1,1,4,32
1,3,0,6,38
2,1,1,5,36
1,2,1,4,33
2,2,3,6,42
1,3,3,4,36
2,2,3,4,37
2,3,1,7,48
2,2,2,7,47
1,0,1,1,16
2,1,1,3,28
3,0,1,3,28
2,1,1,3,24
2,3,0,4,31
2,1,0,3,27
2,1,3,4,34
1,3,2,7,47
3,2,1,7,43
2,0,0,2,17
2,1,1,3,24
1,1,1,2,27
3,3,1,8,52
1,0,1,0,12
1,2,1,2,23
1,2,0,2,23
1,1,3,0,16
3,2,3,4,38
2,2,3,4,39
2,2,3,6,43
2,1,3,1,23
3,3,1,7,47
1,0,3,0,16
2,3,1,10,61
2,1,1,3,26
1,2,1,5,38
1,2,1,4,32
0,0,3,0,1
0,0,3,0,3
1,2,1,4,33
2,3,1,8,53
2,1,3,3,30
3,2,1,8,50
1,2,1,4,33
2,1,3,4,42
1,1,3,0,16
2,1,3,4,36
2,1,1,2,23
3,3,0,9,49
2,2,3,6,43
0,3,3,2,23
2,1,3,3,32
2,2,0,6,36
0,2,3,2,28
1,2,1,4,31
2,3,0,5,33
2,3,1,6,41
3,1,1,4,33
3,2,3,5,39
2,2,3,4,35
0,3,1,4,34
1,2,1,5,37
1,3,0,4,31
2,1,3,2,25
3,0,1,1,20
1,1,1,0,12
2,1,3,4,38
3,3,3,8,56
1,3,1,3,28
1,1,1,1,18
2,3,3,8,53
3,2,3,5,42
1,0,1,1,15
2,0,1,1,16
1,3,2,6,43
2,2,2,5,37
1,1,1,1,16
2,1,1,2,26
1,3,3,8,53
2,2,1,6,41
1,2,0,3,23
1,3,3,4,36
2,3,3,8,56
2,1,2,5,37
1,1,1,2,24
3,1,1,5,33
2,2,3,6,43
