X,Y
1,"(4.901, 5.324]"
1,"(7.44, 7.863]"
0,"(5.747, 6.17]"
0,"(3.209, 3.632]"
0,"(7.44, 7.863]"
0,"(7.016, 7.44]"
0,"(4.478, 4.901]"
0,"(3.632, 4.055]"
0,"(4.901, 5.324]"
1,"(4.055, 4.478]"
1,"(3.209, 3.632]"
1,"(4.055, 4.478]"
1,"(4.478, 4.901]"
0,"(6.17, 6.593]"
1,"(2.786, 3.209]"
0,"(4.478, 4.901]"
1,"(3.209, 3.632]"
1,"(4.478, 4.901]"
0,"(5.747, 6.17]"
0,"(7.016, 7.44]"
1,"(7.016, 7.44]"
0,"(6.593, 7.016]"
0,"(7.863, 8.286]"
0,"(8.286, 8.709]"
0,"(2.363, 2.786]"
0,"(3.632, 4.055]"
1,"(1.94, 2.363]"
0,"(8.709, 9.132]"
1,"(5.324, 5.747]"
0,"(3.632, 4.055]"
1,"(1.517, 1.94]"
0,"(1.94, 2.363]"
1,"(0.248, 0.671]"
0,"(9.978, 10.401]"
1,"(4.478, 4.901]"
0,"(8.709, 9.132]"
0,"(4.055, 4.478]"
1,"(4.478, 4.901]"
0,"(4.901, 5.324]"
0,"(5.324, 5.747]"
1,"(1.94, 2.363]"
0,"(-0.598, -0.175]"
1,"(4.478, 4.901]"
0,"(3.209, 3.632]"
0,"(7.863, 8.286]"
1,"(3.209, 3.632]"
1,"(1.517, 1.94]"
0,"(4.478, 4.901]"
1,"(5.747, 6.17]"
0,"(6.593, 7.016]"
0,"(1.94, 2.363]"
0,"(7.863, 8.286]"
1,"(3.632, 4.055]"
1,"(9.132, 9.555]"
0,"(4.055, 4.478]"
0,"(7.863, 8.286]"
1,"(3.632, 4.055]"
1,"(1.517, 1.94]"
0,"(5.324, 5.747]"
0,"(4.901, 5.324]"
0,"(6.17, 6.593]"
0,"(2.363, 2.786]"
0,"(7.863, 8.286]"
1,"(2.786, 3.209]"
1,"(5.747, 6.17]"
0,"(4.055, 4.478]"
0,"(9.978, 10.401]"
0,"(4.055, 4.478]"
0,"(5.747, 6.17]"
0,"(2.786, 3.209]"
0,"(4.901, 5.324]"
1,"(4.055, 4.478]"
