A,B,C,D,E
2,3,2,2,18
2,4,2,3,21
2,4,3,1,18
2,4,3,2,21
0,1,2,0,1
0,4,0,2,13
2,2,1,1,12
1,2,2,0,5
3,4,2,2,19
3,0,3,1,12
2,4,0,3,22
2,2,3,0,9
0,2,3,0,5
3,4,1,3,27
0,0,1,0,0
2,0,3,0,2
1,3,3,1,13
2,2,1,0,4
2,2,2,0,3
0,2,0,0,1
1,3,2,1,13
0,2,1,0,2
1,4,2,1,15
2,1,1,0,2
0,4,2,2,19
3,0,1,0,4
2,3,1,1,10
3,4,2,3,27
3,2,3,3,24
0,4,1,1,10
2,2,3,0,7
2,1,2,0,2
1,0,1,0,0
3,2,2,1,14
2,4,2,3,21
3,3,3,3,26
2,4,3,2,22
3,4,3,3,27
2,3,3,2,20
2,2,2,1,12
2,3,3,2,20
3,4,0,3,21
1,3,3,0,8
1,3,2,1,14
1,2,3,0,7
2,3,3,1,14
0,4,2,2,17
2,2,0,1,6
3,3,1,3,20
0,3,0,1,6
2,3,3,2,20
3,2,2,1,12
1,3,0,1,6
1,3,1,1,8
2,4,0,2,13
2,2,2,0,3
3,4,3,3,25
0,4,3,2,23
2,4,2,2,19
2,3,1,1,12
2,3,0,2,16
1,4,0,1,10
2,3,3,1,16
3,4,2,3,25
2,4,1,2,18
2,3,1,2,15
3,2,1,1,10
2,4,0,3,22
1,2,1,0,4
2,2,2,1,10
3,2,0,1,9
3,2,1,1,9
2,4,3,2,22
3,4,1,3,21
3,3,2,2,19
3,4,0,2,15
0,4,0,1,6
2,2,1,1,6
3,4,3,3,26
3,4,1,3,25
2,3,3,1,13
1,2,2,0,6
1,0,3,0,4
2,1,3,0,6
2,2,2,1,11
3,4,1,3,20
2,4,2,3,22
1,4,2,3,26
2,2,2,1,9
2,4,3,2,20
2,2,2,0,3
0,4,2,1,15
2,3,1,1,10
2,4,2,2,18
2,3,1,1,12
0,0,2,0,1
3,4,2,3,23
3,4,2,2,19
0,0,2,0,0
3,2,2,1,11
