A,B,C,D,E
"(19.826, 20.229]","(19.832, 20.283]","(15.384, 15.837]","(100.477, 102.044]","(350.525, 355.096]"
"(20.229, 20.633]","(20.283, 20.735]","(15.384, 15.837]","(102.044, 103.611]","(350.525, 355.096]"
"(19.422, 19.826]","(20.283, 20.735]","(16.29, 16.743]","(98.91, 100.477]","(345.953, 350.525]"
"(19.422, 19.826]","(20.283, 20.735]","(16.29, 16.743]","(100.477, 102.044]","(350.525, 355.096]"
"(18.614, 19.018]","(18.476, 18.928]","(14.931, 15.384]","(94.208, 95.775]","(323.096, 327.668]"
"(17.398, 17.807]","(21.187, 21.638]","(13.119, 13.572]","(100.477, 102.044]","(341.382, 345.953]"
"(20.229, 20.633]","(18.928, 19.38]","(14.478, 14.931]","(98.91, 100.477]","(341.382, 345.953]"
"(19.018, 19.422]","(19.38, 19.832]","(14.478, 14.931]","(95.775, 97.342]","(332.239, 336.811]"
"(20.229, 20.633]","(20.735, 21.187]","(14.931, 15.384]","(102.044, 103.611]","(350.525, 355.096]"
"(20.633, 21.037]","(18.025, 18.476]","(16.29, 16.743]","(97.342, 98.91]","(341.382, 345.953]"
"(19.826, 20.229]","(21.187, 21.638]","(14.025, 14.478]","(103.611, 105.178]","(350.525, 355.096]"
"(20.229, 20.633]","(18.928, 19.38]","(15.837, 16.29]","(97.342, 98.91]","(336.811, 341.382]"
"(18.211, 18.614]","(19.38, 19.832]","(16.743, 17.196]","(94.208, 95.775]","(332.239, 336.811]"
"(20.633, 21.037]","(22.09, 22.542]","(14.025, 14.478]","(108.312, 109.88]","(368.81, 373.382]"
"(18.211, 18.614]","(18.025, 18.476]","(14.025, 14.478]","(91.055, 92.641]","(318.47, 323.096]"
"(19.422, 19.826]","(18.025, 18.476]","(15.837, 16.29]","(92.641, 94.208]","(327.668, 332.239]"
"(18.614, 19.018]","(20.283, 20.735]","(15.837, 16.29]","(97.342, 98.91]","(341.382, 345.953]"
"(19.826, 20.229]","(18.928, 19.38]","(14.478, 14.931]","(95.775, 97.342]","(332.239, 336.811]"
"(19.826, 20.229]","(18.928, 19.38]","(14.931, 15.384]","(95.775, 97.342]","(332.239, 336.811]"
"(18.211, 18.614]","(19.38, 19.832]","(13.572, 14.025]","(94.208, 95.775]","(323.096, 327.668]"
"(19.018, 19.422]","(20.283, 20.735]","(15.384, 15.837]","(98.91, 100.477]","(341.382, 345.953]"
"(18.211, 18.614]","(19.38, 19.832]","(14.025, 14.478]","(94.208, 95.775]","(327.668, 332.239]"
"(19.018, 19.422]","(20.283, 20.735]","(14.931, 15.384]","(98.91, 100.477]","(345.953, 350.525]"
"(20.229, 20.633]","(18.476, 18.928]","(14.478, 14.931]","(94.208, 95.775]","(327.668, 332.239]"
"(18.211, 18.614]","(21.187, 21.638]","(15.837, 16.29]","(100.477, 102.044]","(350.525, 355.096]"
"(21.441, 21.844]","(18.025, 18.476]","(14.478, 14.931]","(97.342, 98.91]","(332.239, 336.811]"
"(19.422, 19.826]","(19.832, 20.283]","(14.025, 14.478]","(98.91, 100.477]","(336.811, 341.382]"
"(20.633, 21.037]","(21.638, 22.09]","(14.931, 15.384]","(106.745, 108.312]","(364.239, 368.81]"
"(21.844, 22.248]","(19.38, 19.832]","(15.837, 16.29]","(102.044, 103.611]","(355.096, 359.668]"
"(18.211, 18.614]","(20.735, 21.187]","(14.478, 14.931]","(97.342, 98.91]","(341.382, 345.953]"
"(19.422, 19.826]","(18.928, 19.38]","(16.743, 17.196]","(95.775, 97.342]","(336.811, 341.382]"
"(19.422, 19.826]","(18.476, 18.928]","(15.384, 15.837]","(92.641, 94.208]","(327.668, 332.239]"
"(19.018, 19.422]","(18.025, 18.476]","(14.478, 14.931]","(91.055, 92.641]","(318.47, 323.096]"
"(21.037, 21.441]","(19.38, 19.832]","(14.931, 15.384]","(98.91, 100.477]","(341.382, 345.953]"
"(19.422, 19.826]","(21.187, 21.638]","(15.384, 15.837]","(102.044, 103.611]","(350.525, 355.096]"
"(21.037, 21.441]","(20.283, 20.735]","(15.837, 16.29]","(105.178, 106.745]","(359.668, 364.239]"
"(19.422, 19.826]","(20.283, 20.735]","(16.743, 17.196]","(100.477, 102.044]","(350.525, 355.096]"
"(20.229, 20.633]","(22.542, 22.994]","(15.837, 16.29]","(106.745, 108.312]","(368.81, 373.382]"
"(19.422, 19.826]","(19.832, 20.283]","(15.837, 16.29]","(100.477, 102.044]","(350.525, 355.096]"
"(19.422, 19.826]","(19.38, 19.832]","(15.384, 15.837]","(97.342, 98.91]","(341.382, 345.953]"
"(19.826, 20.229]","(19.832, 20.283]","(15.837, 16.29]","(100.477, 102.044]","(350.525, 355.096]"
"(20.229, 20.633]","(20.735, 21.187]","(13.572, 14.025]","(103.611, 105.178]","(350.525, 355.096]"
"(19.018, 19.422]","(19.832, 20.283]","(15.837, 16.29]","(95.775, 97.342]","(336.811, 341.382]"
"(19.018, 19.422]","(20.283, 20.735]","(14.931, 15.384]","(98.91, 100.477]","(341.382, 345.953]"
"(19.018, 19.422]","(19.38, 19.832]","(15.837, 16.29]","(95.775, 97.342]","(336.811, 341.382]"
"(19.826, 20.229]","(19.832, 20.283]","(16.29, 16.743]","(97.342, 98.91]","(345.953, 350.525]"
"(18.211, 18.614]","(21.187, 21.638]","(15.384, 15.837]","(100.477, 102.044]","(345.953, 350.525]"
"(19.422, 19.826]","(19.38, 19.832]","(13.572, 14.025]","(97.342, 98.91]","(336.811, 341.382]"
"(21.037, 21.441]","(20.283, 20.735]","(14.025, 14.478]","(103.611, 105.178]","(350.525, 355.096]"
"(18.614, 19.018]","(19.832, 20.283]","(13.572, 14.025]","(97.342, 98.91]","(336.811, 341.382]"
"(19.422, 19.826]","(19.832, 20.283]","(15.837, 16.29]","(100.477, 102.044]","(350.525, 355.096]"
"(21.441, 21.844]","(18.928, 19.38]","(14.931, 15.384]","(98.91, 100.477]","(341.382, 345.953]"
"(19.018, 19.422]","(19.832, 20.283]","(13.119, 13.572]","(98.91, 100.477]","(336.811, 341.382]"
"(19.018, 19.422]","(19.832, 20.283]","(14.025, 14.478]","(97.342, 98.91]","(336.811, 341.382]"
"(20.229, 20.633]","(20.735, 21.187]","(13.119, 13.572]","(100.477, 102.044]","(341.382, 345.953]"
"(19.826, 20.229]","(19.38, 19.832]","(14.931, 15.384]","(95.775, 97.342]","(332.239, 336.811]"
