A,B,C,D,E
"(19.634, 20.575]","(19.77, 20.621]","(8.864, 10.457]","(105.546, 108.965]","(352.631, 363.251]"
"(21.399, 22.064]","(16.757, 17.506]","(19.902, 21.003]","(98.81, 102.093]","(363.251, 373.399]"
"(17.1, 18.068]","(23.336, 24.421]","(3.323, 5.717]","(108.965, 113.237]","(352.631, 363.251]"
"(18.068, 18.721]","(15.664, 16.757]","(23.042, 24.362]","(102.093, 105.546]","(373.399, 385.974]"
"(8.815, 11.12]","(22.427, 23.336]","(23.042, 24.362]","(84.19, 87.973]","(320.569, 331.413]"
"(-1.674, 8.815]","(23.336, 24.421]","(14.6, 15.66]","(58.029, 67.48]","(236.28, 259.937]"
"(21.399, 22.064]","(16.757, 17.506]","(21.003, 23.042]","(81.425, 84.19]","(309.45, 320.569]"
"(12.939, 13.928]","(21.502, 22.427]","(10.457, 11.797]","(84.19, 87.973]","(287.525, 298.173]"
"(22.064, 23.032]","(28.611, 31.246]","(26.459, 39.848]","(121.394, 127.485]","(477.994, 609.839]"
"(25.975, 27.14]","(24.421, 25.412]","(10.457, 11.797]","(127.485, 132.998]","(432.463, 447.437]"
"(19.634, 20.575]","(13.289, 14.636]","(24.362, 26.459]","(81.425, 84.19]","(320.569, 331.413]"
"(21.399, 22.064]","(19.77, 20.621]","(19.902, 21.003]","(87.973, 91.468]","(331.413, 342.517]"
"(8.815, 11.12]","(31.246, 39.845]","(21.003, 23.042]","(116.614, 121.394]","(432.463, 447.437]"
"(24.561, 25.975]","(24.421, 25.412]","(8.864, 10.457]","(127.485, 132.998]","(399.604, 413.791]"
"(-1.674, 8.815]","(22.427, 23.336]","(21.003, 23.042]","(84.19, 87.973]","(331.413, 342.517]"
"(16.122, 17.1]","(13.289, 14.636]","(17.9, 18.844]","(76.821, 81.425]","(287.525, 298.173]"
"(12.939, 13.928]","(25.412, 27.159]","(16.974, 17.9]","(116.614, 121.394]","(413.791, 432.463]"
"(19.634, 20.575]","(7.797, 10.95]","(15.66, 16.424]","(67.48, 72.517]","(259.937, 273.487]"
"(18.721, 19.634]","(16.757, 17.506]","(15.66, 16.424]","(76.821, 81.425]","(287.525, 298.173]"
