A,B,C,D,E
"(20.021, 23.636]","(19.759, 23.106]","(6.922, 10.58]","(97.969, 111.849]","(323.987, 371.629]"
"(20.021, 23.636]","(16.411, 19.759]","(17.897, 21.556]","(97.969, 111.849]","(323.987, 371.629]"
"(16.405, 20.021]","(23.106, 26.454]","(3.264, 6.922]","(97.969, 111.849]","(323.987, 371.629]"
"(16.405, 20.021]","(13.063, 16.411]","(21.556, 25.214]","(97.969, 111.849]","(371.629, 419.271]"
"(9.174, 12.789]","(19.759, 23.106]","(21.556, 25.214]","(84.089, 97.969]","(323.987, 371.629]"
"(-1.717, 1.942]","(23.106, 26.454]","(14.239, 17.897]","(56.328, 70.209]","(228.703, 276.345]"
"(20.021, 23.636]","(16.411, 19.759]","(17.897, 21.556]","(70.209, 84.089]","(276.345, 323.987]"
"(12.789, 16.405]","(19.759, 23.106]","(10.58, 14.239]","(84.089, 97.969]","(276.345, 323.987]"
"(20.021, 23.636]","(26.454, 29.802]","(28.872, 32.531]","(125.73, 139.61]","(466.913, 514.555]"
"(23.636, 27.252]","(23.106, 26.454]","(10.58, 14.239]","(125.73, 139.61]","(419.271, 466.913]"
"(16.405, 20.021]","(13.063, 16.411]","(21.556, 25.214]","(70.209, 84.089]","(276.345, 323.987]"
"(20.021, 23.636]","(19.759, 23.106]","(17.897, 21.556]","(84.089, 97.969]","(323.987, 371.629]"
"(9.174, 12.789]","(33.149, 36.497]","(21.556, 25.214]","(111.849, 125.73]","(419.271, 466.913]"
"(23.636, 27.252]","(23.106, 26.454]","(6.922, 10.58]","(125.73, 139.61]","(371.629, 419.271]"
"(5.558, 9.174]","(19.759, 23.106]","(21.556, 25.214]","(84.089, 97.969]","(323.987, 371.629]"
"(16.405, 20.021]","(13.063, 16.411]","(17.897, 21.556]","(70.209, 84.089]","(276.345, 323.987]"
"(12.789, 16.405]","(23.106, 26.454]","(14.239, 17.897]","(111.849, 125.73]","(419.271, 466.913]"
"(20.021, 23.636]","(9.715, 13.063]","(14.239, 17.897]","(56.328, 70.209]","(228.703, 276.345]"
"(16.405, 20.021]","(16.411, 19.759]","(14.239, 17.897]","(70.209, 84.089]","(276.345, 323.987]"
"(5.558, 9.174]","(13.063, 16.411]","(14.239, 17.897]","(56.328, 70.209]","(228.703, 276.345]"
"(12.789, 16.405]","(6.368, 9.715]","(14.239, 17.897]","(56.328, 70.209]","(228.703, 276.345]"
"(9.174, 12.789]","(16.411, 19.759]","(14.239, 17.897]","(70.209, 84.089]","(228.703, 276.345]"
"(12.789, 16.405]","(19.759, 23.106]","(10.58, 14.239]","(84.089, 97.969]","(276.345, 323.987]"
"(20.021, 23.636]","(23.106, 26.454]","(-0.395, 3.264]","(111.849, 125.73]","(323.987, 371.629]"
"(9.174, 12.789]","(16.411, 19.759]","(14.239, 17.897]","(70.209, 84.089]","(228.703, 276.345]"
"(30.867, 34.483]","(13.063, 16.411]","(17.897, 21.556]","(97.969, 111.849]","(371.629, 419.271]"
"(16.405, 20.021]","(9.715, 13.063]","(14.239, 17.897]","(70.209, 84.089]","(228.703, 276.345]"
"(23.636, 27.252]","(26.454, 29.802]","(6.922, 10.58]","(125.73, 139.61]","(419.271, 466.913]"
"(34.483, 38.099]","(16.411, 19.759]","(14.239, 17.897]","(111.849, 125.73]","(419.271, 466.913]"
"(5.558, 9.174]","(16.411, 19.759]","(17.897, 21.556]","(56.328, 70.209]","(228.703, 276.345]"
"(16.405, 20.021]","(26.454, 29.802]","(25.214, 28.872]","(111.849, 125.73]","(419.271, 466.913]"
