A,B,C,D,E
"(19.944, 20.569]","(22.873, 23.973]","(13.817, 14.474]","(110.764, 115.55]","(378.807, 395.294]"
"(20.569, 21.17]","(19.905, 20.59]","(17.156, 17.975]","(102.101, 104.754]","(351.991, 359.413]"
"(18.727, 19.311]","(15.581, 16.967]","(12.267, 13.08]","(92.354, 94.796]","(310.954, 321.051]"
"(19.311, 19.944]","(19.348, 19.905]","(15.772, 16.454]","(97.379, 99.87]","(336.534, 344.184]"
"(15.862, 17.165]","(21.228, 22.042]","(15.772, 16.454]","(99.87, 102.101]","(351.991, 359.413]"
"(10.711, 15.862]","(23.973, 30.649]","(15.106, 15.772]","(94.796, 97.379]","(328.617, 336.534]"
"(20.569, 21.17]","(19.348, 19.905]","(11.073, 12.267]","(104.754, 107.265]","(344.184, 351.991]"
"(17.165, 18.071]","(10.792, 15.581]","(12.267, 13.08]","(83.867, 89.302]","(229.47899999999998, 297.546]"
"(21.17, 21.998]","(18.667, 19.348]","(17.975, 19.232]","(97.379, 99.87]","(336.534, 344.184]"
"(21.998, 22.934]","(22.042, 22.873]","(5.669, 11.073]","(110.764, 115.55]","(368.429, 378.807]"
"(19.944, 20.569]","(19.348, 19.905]","(19.232, 26.317]","(97.379, 99.87]","(351.991, 359.413]"
"(20.569, 21.17]","(23.973, 30.649]","(19.232, 26.317]","(110.764, 115.55]","(395.294, 463.984]"
"(10.711, 15.862]","(18.667, 19.348]","(14.474, 15.106]","(83.867, 89.302]","(297.546, 310.954]"
"(21.998, 22.934]","(19.348, 19.905]","(5.669, 11.073]","(107.265, 110.764]","(351.991, 359.413]"
"(10.711, 15.862]","(10.792, 15.581]","(19.232, 26.317]","(63.015, 83.867]","(229.47899999999998, 297.546]"
"(18.071, 18.727]","(23.973, 30.649]","(12.267, 13.08]","(110.764, 115.55]","(368.429, 378.807]"
"(15.862, 17.165]","(20.59, 21.228]","(15.106, 15.772]","(102.101, 104.754]","(351.991, 359.413]"
"(19.944, 20.569]","(22.042, 22.873]","(17.975, 19.232]","(104.754, 107.265]","(368.429, 378.807]"
"(19.311, 19.944]","(22.873, 23.973]","(5.669, 11.073]","(110.764, 115.55]","(368.429, 378.807]"
"(10.711, 15.862]","(23.973, 30.649]","(17.975, 19.232]","(115.55, 142.253]","(395.294, 463.984]"
"(18.071, 18.727]","(16.967, 17.935]","(16.454, 17.156]","(89.302, 92.354]","(321.051, 328.617]"
"(10.711, 15.862]","(22.042, 22.873]","(15.772, 16.454]","(94.796, 97.379]","(336.534, 344.184]"
"(18.071, 18.727]","(20.59, 21.228]","(12.267, 13.08]","(99.87, 102.101]","(336.534, 344.184]"
"(20.569, 21.17]","(22.873, 23.973]","(16.454, 17.156]","(110.764, 115.55]","(395.294, 463.984]"
"(10.711, 15.862]","(19.348, 19.905]","(15.106, 15.772]","(83.867, 89.302]","(297.546, 310.954]"
"(24.109, 29.306]","(22.042, 22.873]","(11.073, 12.267]","(110.764, 115.55]","(359.413, 368.429]"
"(18.071, 18.727]","(22.873, 23.973]","(15.106, 15.772]","(110.764, 115.55]","(378.807, 395.294]"
"(21.998, 22.934]","(20.59, 21.228]","(16.454, 17.156]","(107.265, 110.764]","(368.429, 378.807]"
"(24.109, 29.306]","(19.348, 19.905]","(19.232, 26.317]","(115.55, 142.253]","(395.294, 463.984]"
"(10.711, 15.862]","(21.228, 22.042]","(15.772, 16.454]","(89.302, 92.354]","(328.617, 336.534]"
"(18.071, 18.727]","(17.935, 18.667]","(13.08, 13.817]","(89.302, 92.354]","(310.954, 321.051]"
"(18.727, 19.311]","(22.042, 22.873]","(13.817, 14.474]","(107.265, 110.764]","(359.413, 368.429]"
"(17.165, 18.071]","(22.873, 23.973]","(12.267, 13.08]","(102.101, 104.754]","(344.184, 351.991]"
"(22.934, 24.109]","(16.967, 17.935]","(13.817, 14.474]","(99.87, 102.101]","(344.184, 351.991]"
"(19.311, 19.944]","(20.59, 21.228]","(17.975, 19.232]","(97.379, 99.87]","(351.991, 359.413]"
"(22.934, 24.109]","(19.905, 20.59]","(12.267, 13.08]","(107.265, 110.764]","(351.991, 359.413]"
"(18.071, 18.727]","(21.228, 22.042]","(19.232, 26.317]","(97.379, 99.87]","(351.991, 359.413]"
"(20.569, 21.17]","(19.348, 19.905]","(11.073, 12.267]","(102.101, 104.754]","(336.534, 344.184]"
"(18.071, 18.727]","(10.792, 15.581]","(13.08, 13.817]","(63.015, 83.867]","(229.47899999999998, 297.546]"
"(18.071, 18.727]","(23.973, 30.649]","(15.772, 16.454]","(107.265, 110.764]","(378.807, 395.294]"
"(20.569, 21.17]","(20.59, 21.228]","(5.669, 11.073]","(104.754, 107.265]","(344.184, 351.991]"
"(21.17, 21.998]","(23.973, 30.649]","(15.106, 15.772]","(115.55, 142.253]","(395.294, 463.984]"
"(17.165, 18.071]","(21.228, 22.042]","(11.073, 12.267]","(99.87, 102.101]","(336.534, 344.184]"
