A,B,C,D,E
"(20.009, 20.939]","(22.707, 23.7]","(13.929, 14.961]","(110.558, 114.52]","(381.907, 393.633]"
"(20.009, 20.939]","(19.728, 20.721]","(17.026, 18.058]","(102.635, 106.597]","(346.732, 358.457]"
"(18.149, 19.079]","(15.757, 16.75]","(11.864, 12.897]","(90.749, 94.711]","(311.556, 323.281]"
"(19.079, 20.009]","(18.736, 19.728]","(15.994, 17.026]","(94.711, 98.673]","(335.007, 346.732]"
"(15.36, 16.29]","(20.721, 21.714]","(14.961, 15.994]","(98.673, 102.635]","(346.732, 358.457]"
"(11.641, 12.571]","(23.7, 24.692]","(14.961, 15.994]","(94.711, 98.673]","(323.281, 335.007]"
"(20.009, 20.939]","(19.728, 20.721]","(11.864, 12.897]","(102.635, 106.597]","(335.007, 346.732]"
"(17.22, 18.149]","(13.772, 14.764]","(11.864, 12.897]","(82.825, 86.787]","(288.106, 299.831]"
"(20.939, 21.868]","(18.736, 19.728]","(18.058, 19.091]","(94.711, 98.673]","(335.007, 346.732]"
"(22.798, 23.728]","(21.714, 22.707]","(9.8, 10.832]","(110.558, 114.52]","(370.182, 381.907]"
"(19.079, 20.009]","(18.736, 19.728]","(19.091, 20.123]","(94.711, 98.673]","(346.732, 358.457]"
"(20.009, 20.939]","(23.7, 24.692]","(21.155, 22.188]","(110.558, 114.52]","(393.633, 405.358]"
"(15.36, 16.29]","(18.736, 19.728]","(13.929, 14.961]","(86.787, 90.749]","(299.831, 311.556]"
"(21.868, 22.798]","(19.728, 20.721]","(8.767, 9.8]","(106.597, 110.558]","(346.732, 358.457]"
"(14.43, 15.36]","(14.764, 15.757]","(19.091, 20.123]","(70.94, 74.902]","(276.381, 288.106]"
"(18.149, 19.079]","(24.692, 25.685]","(11.864, 12.897]","(110.558, 114.52]","(370.182, 381.907]"
"(16.29, 17.22]","(20.721, 21.714]","(14.961, 15.994]","(102.635, 106.597]","(346.732, 358.457]"
"(20.009, 20.939]","(21.714, 22.707]","(18.058, 19.091]","(102.635, 106.597]","(370.182, 381.907]"
"(19.079, 20.009]","(23.7, 24.692]","(9.8, 10.832]","(114.52, 118.482]","(370.182, 381.907]"
"(14.43, 15.36]","(29.656, 30.649]","(18.058, 19.091]","(122.444, 126.406]","(428.808, 440.533]"
"(18.149, 19.079]","(16.75, 17.743]","(15.994, 17.026]","(90.749, 94.711]","(323.281, 335.007]"
"(15.36, 16.29]","(21.714, 22.707]","(15.994, 17.026]","(94.711, 98.673]","(335.007, 346.732]"
"(17.22, 18.149]","(19.728, 20.721]","(11.864, 12.897]","(98.673, 102.635]","(335.007, 346.732]"
"(20.939, 21.868]","(22.707, 23.7]","(17.026, 18.058]","(110.558, 114.52]","(393.633, 405.358]"
"(15.36, 16.29]","(18.736, 19.728]","(14.961, 15.994]","(86.787, 90.749]","(299.831, 311.556]"
"(24.657, 25.587]","(21.714, 22.707]","(11.864, 12.897]","(110.558, 114.52]","(358.457, 370.182]"
"(18.149, 19.079]","(23.7, 24.692]","(14.961, 15.994]","(110.558, 114.52]","(370.182, 381.907]"
"(21.868, 22.798]","(20.721, 21.714]","(15.994, 17.026]","(106.597, 110.558]","(370.182, 381.907]"
"(26.517, 27.447]","(19.728, 20.721]","(19.091, 20.123]","(114.52, 118.482]","(393.633, 405.358]"
"(14.43, 15.36]","(20.721, 21.714]","(15.994, 17.026]","(90.749, 94.711]","(323.281, 335.007]"
"(18.149, 19.079]","(17.743, 18.736]","(12.897, 13.929]","(90.749, 94.711]","(311.556, 323.281]"
