A,B,C,D,E
"(19.738, 20.18]","(23.53, 24.821]","(14.007, 14.426]","(110.265, 113.334]","(377.282, 387.059]"
"(20.6, 20.998]","(20.086, 20.617]","(17.289, 17.867]","(102.202, 104.115]","(352.673, 357.704]"
"(18.45, 18.869]","(16.274, 17.061]","(12.362, 12.931]","(93.483, 95.59]","(319.436, 324.971]"
"(19.284, 19.738]","(19.321, 19.729]","(15.813, 16.283]","(97.261, 98.828]","(341.656, 347.365]"
"(15.245, 16.419]","(21.054, 21.588]","(15.343, 15.813]","(100.587, 102.202]","(352.673, 357.704]"
"(10.711, 15.245]","(23.53, 24.821]","(15.343, 15.813]","(95.59, 97.261]","(330.627, 336.14]"
"(20.6, 20.998]","(19.729, 20.086]","(11.721, 12.362]","(104.115, 105.772]","(341.656, 347.365]"
"(17.267, 17.928]","(10.792, 15.089]","(12.362, 12.931]","(82.15, 86.696]","(289.661, 304.152]"
"(20.998, 21.513]","(18.746, 19.321]","(17.867, 18.591]","(97.261, 98.828]","(341.656, 347.365]"
"(22.801, 23.576]","(22.204, 22.761]","(5.669, 10.617]","(113.334, 117.214]","(370.357, 377.282]"
"(19.738, 20.18]","(19.321, 19.729]","(19.674, 26.317]","(97.261, 98.828]","(352.673, 357.704]"
"(20.6, 20.998]","(23.53, 24.821]","(19.674, 26.317]","(110.265, 113.334]","(387.059, 399.857]"
"(15.245, 16.419]","(18.746, 19.321]","(14.426, 14.879]","(86.696, 89.602]","(289.661, 304.152]"
"(22.092, 22.801]","(19.729, 20.086]","(5.669, 10.617]","(107.698, 110.265]","(352.673, 357.704]"
"(10.711, 15.245]","(10.792, 15.089]","(18.591, 19.674]","(63.015, 82.15]","(229.47899999999998, 289.661]"
"(18.45, 18.869]","(24.821, 30.649]","(12.362, 12.931]","(110.265, 113.334]","(370.357, 377.282]"
"(16.419, 17.267]","(20.617, 21.054]","(14.879, 15.343]","(102.202, 104.115]","(352.673, 357.704]"
"(19.738, 20.18]","(22.204, 22.761]","(17.867, 18.591]","(104.115, 105.772]","(370.357, 377.282]"
"(19.284, 19.738]","(23.53, 24.821]","(5.669, 10.617]","(113.334, 117.214]","(370.357, 377.282]"
"(15.245, 16.419]","(24.821, 30.649]","(17.867, 18.591]","(117.214, 142.253]","(399.857, 463.984]"
"(17.928, 18.45]","(17.061, 17.784]","(16.754, 17.289]","(89.602, 91.646]","(324.971, 330.627]"
"(15.245, 16.419]","(22.204, 22.761]","(16.283, 16.754]","(97.261, 98.828]","(341.656, 347.365]"
