X,Y
0,24
2,23
2,21
2,20
2,22
2,22
2,21
2,20
2,21
2,22
0,16
2,22
0,20
2,22
2,21
2,21
0,14
2,22
2,21
2,22
2,23
2,22
2,22
2,23
2,20
2,21
0,8
2,23
0,24
2,20
2,20
2,20
2,20
2,24
0,22
2,23
2,21
2,22
2,21
2,21
2,20
2,18
0,20
2,20
2,23
0,15
2,20
2,21
0,27
2,22
2,20
2,23
0,18
2,24
2,21
2,23
0,17
2,20
2,21
2,21
2,22
2,20
2,23
2,21
2,23
2,21
2,24
2,21
2,21
2,20
2,21
0,19
0,24
2,22
2,21
2,22
0,12
2,22
2,22
2,21
2,23
2,22
0,20
2,21
0,7
2,22
0,3
2,22
2,23
0,6
2,23
2,21
2,22
2,21
2,21
0,22
0,5
2,22
2,21
2,20
2,21
2,22
2,22
2,21
2,22
2,20
0,12
2,19
2,23
2,20
0,12
2,21
2,22
2,22
2,22
2,21
2,21
2,23
2,23
2,22
2,22
2,22
2,21
2,22
2,23
0,11
0,16
2,22
2,21
2,23
0,11
2,22
0,16
2,22
2,21
2,23
2,22
2,23
2,23
2,20
2,21
2,22
0,29
0,17
2,23
2,21
2,21
2,21
2,22
2,22
2,21
2,23
2,22
0,15
2,21
2,23
2,22
2,22
2,20
2,19
0,12
2,21
2,21
2,21
2,20
0,21
2,20
0,20
2,22
2,21
2,20
2,21
2,21
2,22
0,8
2,23
2,22
0,9
0,12
2,22
0,15
2,21
2,21
2,22
0,12
0,21
2,22
2,21
2,22
0,31
2,22
2,21
2,21
2,23
0,24
2,22
2,21
0,26
2,20
0,13
2,21
2,20
2,21
0,19
0,25
2,21
0,10
2,20
2,23
0,16
2,21
2,23
2,21
2,20
2,22
2,19
2,22
0,19
0,9
2,22
2,23
2,21
0,31
0,14
2,19
0,10
2,23
2,21
2,23
2,22
0,15
2,21
0,12
2,21
0,13
2,22
2,23
2,20
0,24
2,22
2,23
2,21
0,4
2,21
0,24
2,23
2,22
2,20
2,21
2,21
2,22
2,21
2,22
0,28
2,22
2,20
2,21
2,20
2,21
2,21
2,21
2,19
2,22
2,22
2,23
0,0
2,21
2,21
2,21
2,22
0,11
2,20
2,22
0,1
2,22
2,21
2,22
0,18
2,22
2,19
2,22
0,12
2,22
2,22
2,23
0,2
2,22
2,22
2,22
2,23
0,19
0,16
2,21
2,22
0,23
2,21
2,21
2,20
2,22
2,21
2,23
2,24
2,22
0,15
2,20
0,23
2,20
2,21
2,22
2,21
2,23
2,21
2,21
2,21
2,20
0,28
2,23
2,22
2,22
2,20
0,14
2,22
2,22
2,22
2,21
2,21
0,12
0,31
2,21
2,23
2,22
0,17
2,19
0,15
0,2
0,14
2,21
2,19
2,23
2,22
0,0
2,22
2,20
2,22
2,21
2,22
2,22
0,21
2,21
2,21
2,21
2,22
2,22
2,23
2,20
0,29
2,22
2,19
2,23
2,22
2,23
2,20
2,23
0,24
0,18
2,21
0,10
2,21
0,31
2,22
0,15
2,22
2,23
0,30
2,22
2,23
0,31
2,24
2,20
0,8
2,19
2,20
2,23
2,20
2,22
2,20
2,21
0,12
2,23
0,13
2,21
0,31
2,21
2,22
2,22
2,21
0,24
0,10
0,5
2,22
2,23
2,23
2,21
0,7
2,22
2,22
2,21
2,20
2,19
2,21
2,22
2,22
2,22
0,24
2,21
0,18
2,21
2,23
2,22
2,22
2,20
0,23
2,20
2,21
2,22
2,19
2,22
2,22
2,22
2,21
2,20
2,22
2,22
2,23
2,20
0,15
2,22
2,21
2,23
2,22
2,20
2,22
2,21
2,20
2,20
2,21
0,14
2,20
2,22
2,22
0,31
2,24
2,21
2,24
2,22
2,23
0,12
0,17
2,22
2,21
2,22
0,8
2,20
2,21
2,20
2,21
0,22
2,19
2,22
0,31
2,21
2,21
0,12
0,8
2,22
2,23
2,23
2,22
2,22
2,22
2,21
2,22
2,21
2,23
2,24
0,25
0,12
2,22
2,21
2,21
2,20
2,21
2,22
2,21
2,21
2,21
2,23
2,23
0,9
2,21
