A,B,C,D,E
"(19.912, 20.174]","(19.826, 20.056]","(14.517, 14.719]","(98.833, 99.647]","(338.76, 342.004]"
"(20.429, 20.624]","(17.449, 18.052]","(14.171, 14.517]","(92.788, 93.806]","(319.656, 325.859]"
"(19.182, 19.448]","(14.555, 16.681]","(14.171, 14.517]","(69.61999999999999, 87.308]","(257.834, 306.505]"
"(19.448, 19.642]","(19.826, 20.056]","(12.347, 12.89]","(95.847, 96.985]","(319.656, 325.859]"
"(17.364, 17.951]","(20.056, 20.302]","(14.171, 14.517]","(96.985, 97.854]","(332.253, 335.905]"
"(13.807, 16.648]","(20.302, 20.488]","(16.709, 17.065]","(87.308, 90.583]","(314.069, 319.656]"
"(20.429, 20.624]","(21.649, 22.21]","(15.22, 15.506]","(107.809, 109.365]","(374.287, 382.728]"
"(17.951, 18.258]","(20.985, 21.354]","(16.399, 16.709]","(97.854, 98.833]","(342.004, 344.743]"
"(20.624, 20.955]","(18.416, 18.751]","(13.281, 13.639]","(95.847, 96.985]","(328.962, 332.253]"
"(21.702, 22.057]","(20.056, 20.302]","(18.259, 21.885]","(103.662, 104.829]","(365.42, 370.036]"
"(19.912, 20.174]","(18.416, 18.751]","(18.259, 21.885]","(96.985, 97.854]","(344.743, 347.281]"
"(20.429, 20.624]","(23.349, 27.099]","(17.477, 18.259]","(112.783, 122.115]","(382.728, 412.3]"
"(16.648, 17.364]","(20.302, 20.488]","(16.709, 17.065]","(94.795, 95.847]","(335.905, 338.76]"
"(21.316, 21.702]","(20.056, 20.302]","(17.065, 17.477]","(99.647, 100.748]","(353.716, 356.936]"
"(13.807, 16.648]","(16.681, 17.449]","(17.477, 18.259]","(69.61999999999999, 87.308]","(314.069, 319.656]"
"(18.948, 19.182]","(20.985, 21.354]","(17.477, 18.259]","(99.647, 100.748]","(356.936, 360.503]"
"(17.951, 18.258]","(16.681, 17.449]","(17.065, 17.477]","(69.61999999999999, 87.308]","(306.505, 314.069]"
"(19.912, 20.174]","(19.537, 19.826]","(16.399, 16.709]","(96.985, 97.854]","(342.004, 344.743]"
"(19.642, 19.912]","(21.354, 21.649]","(14.171, 14.517]","(104.829, 106.589]","(356.936, 360.503]"
"(16.648, 17.364]","(14.555, 16.681]","(17.477, 18.259]","(69.61999999999999, 87.308]","(257.834, 306.505]"
"(18.698, 18.948]","(20.302, 20.488]","(16.399, 16.709]","(96.985, 97.854]","(344.743, 347.281]"
"(16.648, 17.364]","(20.744, 20.985]","(11.565, 12.347]","(96.985, 97.854]","(325.859, 328.962]"
"(18.698, 18.948]","(20.744, 20.985]","(12.89, 13.281]","(95.847, 96.985]","(325.859, 328.962]"
"(20.624, 20.955]","(18.416, 18.751]","(16.078, 16.399]","(93.806, 94.795]","(328.962, 332.253]"
"(16.648, 17.364]","(16.681, 17.449]","(15.506, 15.82]","(87.308, 90.583]","(306.505, 314.069]"
"(23.128, 26.204]","(20.488, 20.744]","(15.22, 15.506]","(104.829, 106.589]","(365.42, 370.036]"
"(18.948, 19.182]","(20.985, 21.354]","(13.639, 13.932]","(101.582, 102.736]","(347.281, 350.56]"
