A,B,C,D,E
"(19.153, 20.888]","(18.955, 20.562]","(9.995, 11.751]","(107.963, 114.625]","(358.289, 381.157]"
"(20.888, 22.624]","(15.741, 17.348]","(20.531, 22.287]","(94.638, 101.3]","(358.289, 381.157]"
"(15.682, 17.417]","(22.169, 23.776]","(4.727, 6.483]","(107.963, 114.625]","(335.421, 358.289]"
"(17.417, 19.153]","(15.741, 17.348]","(22.287, 24.043]","(101.3, 107.963]","(381.157, 404.025]"
"(10.475, 12.211]","(22.169, 23.776]","(22.287, 24.043]","(81.313, 87.975]","(312.553, 335.421]"
"(1.798, 3.533]","(22.169, 23.776]","(15.263, 17.019]","(61.325, 67.988]","(243.948, 266.817]"
"(20.888, 22.624]","(15.741, 17.348]","(20.531, 22.287]","(81.313, 87.975]","(312.553, 335.421]"
"(12.211, 13.946]","(20.562, 22.169]","(9.995, 11.751]","(81.313, 87.975]","(289.685, 312.553]"
"(22.624, 24.359]","(28.597, 30.203]","(31.068, 32.824]","(121.288, 127.95]","(472.63, 495.498]"
"(26.095, 27.83]","(25.383, 26.99]","(9.995, 11.751]","(127.95, 134.613]","(426.894, 449.762]"
"(19.153, 20.888]","(12.527, 14.134]","(24.043, 25.799]","(81.313, 87.975]","(312.553, 335.421]"
"(20.888, 22.624]","(18.955, 20.562]","(18.775, 20.531]","(87.975, 94.638]","(335.421, 358.289]"
"(8.74, 10.475]","(31.81, 33.417]","(20.531, 22.287]","(114.625, 121.288]","(426.894, 449.762]"
"(24.359, 26.095]","(23.776, 25.383]","(8.239, 9.995]","(127.95, 134.613]","(404.025, 426.894]"
"(7.004, 8.74]","(22.169, 23.776]","(22.287, 24.043]","(81.313, 87.975]","(335.421, 358.289]"
"(15.682, 17.417]","(14.134, 15.741]","(17.019, 18.775]","(74.65, 81.313]","(289.685, 312.553]"
"(12.211, 13.946]","(25.383, 26.99]","(17.019, 18.775]","(114.625, 121.288]","(404.025, 426.894]"
"(19.153, 20.888]","(9.314, 10.921]","(15.263, 17.019]","(67.988, 74.65]","(266.817, 289.685]"
"(17.417, 19.153]","(15.741, 17.348]","(15.263, 17.019]","(74.65, 81.313]","(289.685, 312.553]"
"(8.74, 10.475]","(12.527, 14.134]","(15.263, 17.019]","(67.988, 74.65]","(243.948, 266.817]"
"(15.682, 17.417]","(7.707, 9.314]","(13.507, 15.263]","(61.325, 67.988]","(221.08, 243.948]"
"(8.74, 10.475]","(15.741, 17.348]","(15.263, 17.019]","(74.65, 81.313]","(266.817, 289.685]"
"(13.946, 15.682]","(20.562, 22.169]","(13.507, 15.263]","(87.975, 94.638]","(289.685, 312.553]"
"(20.888, 22.624]","(23.776, 25.383]","(-0.541, 1.215]","(114.625, 121.288]","(335.421, 358.289]"
"(8.74, 10.475]","(17.348, 18.955]","(15.263, 17.019]","(67.988, 74.65]","(243.948, 266.817]"
"(31.301, 33.037]","(14.134, 15.741]","(17.019, 18.775]","(107.963, 114.625]","(381.157, 404.025]"
"(15.682, 17.417]","(9.314, 10.921]","(17.019, 18.775]","(67.988, 74.65]","(243.948, 266.817]"
"(24.359, 26.095]","(26.99, 28.597]","(6.483, 8.239]","(134.613, 141.275]","(426.894, 449.762]"
"(34.772, 36.508]","(17.348, 18.955]","(17.019, 18.775]","(121.288, 127.95]","(404.025, 426.894]"
"(7.004, 8.74]","(17.348, 18.955]","(18.775, 20.531]","(61.325, 67.988]","(243.948, 266.817]"
"(15.682, 17.417]","(28.597, 30.203]","(24.043, 25.799]","(107.963, 114.625]","(404.025, 426.894]"
"(17.417, 19.153]","(12.527, 14.134]","(11.751, 13.507]","(81.313, 87.975]","(289.685, 312.553]"
"(12.211, 13.946]","(10.921, 12.527]","(9.995, 11.751]","(67.988, 74.65]","(221.08, 243.948]"
"(26.095, 27.83]","(23.776, 25.383]","(4.727, 6.483]","(134.613, 141.275]","(426.894, 449.762]"
"(17.417, 19.153]","(-0.368, 1.279]","(8.239, 9.995]","(34.675, 41.338]","(106.739, 129.608]"
"(27.83, 29.566]","(22.169, 23.776]","(25.799, 27.555]","(121.288, 127.95]","(449.762, 472.63]"
"(15.682, 17.417]","(20.562, 22.169]","(11.751, 13.507]","(87.975, 94.638]","(289.685, 312.553]"
"(20.888, 22.624]","(12.527, 14.134]","(6.483, 8.239]","(74.65, 81.313]","(243.948, 266.817]"
"(15.682, 17.417]","(20.562, 22.169]","(20.531, 22.287]","(101.3, 107.963]","(358.289, 381.157]"
"(15.682, 17.417]","(28.597, 30.203]","(9.995, 11.751]","(101.3, 107.963]","(335.421, 358.289]"
"(20.888, 22.624]","(15.741, 17.348]","(2.971, 4.727]","(94.638, 101.3]","(312.553, 335.421]"
"(22.624, 24.359]","(31.81, 33.417]","(8.239, 9.995]","(134.613, 141.275]","(426.894, 449.762]"
"(13.946, 15.682]","(17.348, 18.955]","(24.043, 25.799]","(87.975, 94.638]","(335.421, 358.289]"
"(13.946, 15.682]","(4.493, 6.1]","(11.751, 13.507]","(21.35, 28.013]","(106.739, 129.608]"
"(13.946, 15.682]","(14.134, 15.741]","(15.263, 17.019]","(67.988, 74.65]","(243.948, 266.817]"
"(17.417, 19.153]","(30.203, 31.81]","(15.263, 17.019]","(127.95, 134.613]","(449.762, 472.63]"
"(8.74, 10.475]","(15.741, 17.348]","(22.287, 24.043]","(67.988, 74.65]","(266.817, 289.685]"
"(17.417, 19.153]","(31.81, 33.417]","(18.775, 20.531]","(134.613, 141.275]","(449.762, 472.63]"
"(27.83, 29.566]","(23.776, 25.383]","(22.287, 24.043]","(121.288, 127.95]","(426.894, 449.762]"
"(10.475, 12.211]","(17.348, 18.955]","(2.971, 4.727]","(74.65, 81.313]","(243.948, 266.817]"
"(17.417, 19.153]","(18.955, 20.562]","(24.043, 25.799]","(81.313, 87.975]","(335.421, 358.289]"
"(31.301, 33.037]","(15.741, 17.348]","(22.287, 24.043]","(107.963, 114.625]","(404.025, 426.894]"
"(15.682, 17.417]","(17.348, 18.955]","(22.287, 24.043]","(87.975, 94.638]","(335.421, 358.289]"
"(12.211, 13.946]","(15.741, 17.348]","(9.995, 11.751]","(81.313, 87.975]","(266.817, 289.685]"
"(20.888, 22.624]","(22.169, 23.776]","(13.507, 15.263]","(107.963, 114.625]","(381.157, 404.025]"
"(19.153, 20.888]","(26.99, 28.597]","(15.263, 17.019]","(127.95, 134.613]","(426.894, 449.762]"
"(24.359, 26.095]","(9.314, 10.921]","(6.483, 8.239]","(81.313, 87.975]","(289.685, 312.553]"
"(8.74, 10.475]","(23.776, 25.383]","(4.727, 6.483]","(74.65, 81.313]","(243.948, 266.817]"
"(19.153, 20.888]","(25.383, 26.99]","(-0.541, 1.215]","(114.625, 121.288]","(335.421, 358.289]"
"(19.153, 20.888]","(26.99, 28.597]","(9.995, 11.751]","(121.288, 127.95]","(381.157, 404.025]"
"(19.153, 20.888]","(14.134, 15.741]","(31.068, 32.824]","(74.65, 81.313]","(312.553, 335.421]"
"(13.946, 15.682]","(9.314, 10.921]","(1.215, 2.971]","(61.325, 67.988]","(198.212, 221.08]"
"(20.888, 22.624]","(15.741, 17.348]","(27.555, 29.311]","(87.975, 94.638]","(358.289, 381.157]"
"(27.83, 29.566]","(23.776, 25.383]","(18.775, 20.531]","(141.275, 147.938]","(472.63, 495.498]"
