X,Y
1,"(0.232, 2.201]"
1,"(4.245, 4.459]"
0,"(8.958, 11.987]"
0,"(8.958, 11.987]"
0,"(5.832, 6.241]"
0,"(4.808, 5.181]"
0,"(4.245, 4.459]"
0,"(5.832, 6.241]"
0,"(5.57, 5.832]"
1,"(4.808, 5.181]"
1,"(3.317, 3.731]"
1,"(2.201, 2.78]"
1,"(3.317, 3.731]"
0,"(5.57, 5.832]"
1,"(2.975, 3.317]"
0,"(2.975, 3.317]"
1,"(3.317, 3.731]"
1,"(2.78, 2.975]"
0,"(5.181, 5.57]"
0,"(3.731, 4.245]"
1,"(4.808, 5.181]"
0,"(6.634, 6.97]"
0,"(0.232, 2.201]"
0,"(6.97, 8.004]"
0,"(5.832, 6.241]"
0,"(6.634, 6.97]"
1,"(5.181, 5.57]"
0,"(6.97, 8.004]"
1,"(0.232, 2.201]"
0,"(8.958, 11.987]"
1,"(2.201, 2.78]"
0,"(5.181, 5.57]"
1,"(5.181, 5.57]"
0,"(2.201, 2.78]"
1,"(6.634, 6.97]"
0,"(4.459, 4.808]"
0,"(4.808, 5.181]"
1,"(8.004, 8.958]"
0,"(2.78, 2.975]"
0,"(2.201, 2.78]"
1,"(4.459, 4.808]"
0,"(3.731, 4.245]"
1,"(0.232, 2.201]"
0,"(5.57, 5.832]"
0,"(6.241, 6.634]"
1,"(3.317, 3.731]"
1,"(4.808, 5.181]"
0,"(2.975, 3.317]"
1,"(6.634, 6.97]"
0,"(2.201, 2.78]"
0,"(6.241, 6.634]"
0,"(8.958, 11.987]"
1,"(2.78, 2.975]"
1,"(5.832, 6.241]"
0,"(3.731, 4.245]"
0,"(2.975, 3.317]"
1,"(0.232, 2.201]"
1,"(2.78, 2.975]"
0,"(8.958, 11.987]"
0,"(6.634, 6.97]"
0,"(6.97, 8.004]"
0,"(8.958, 11.987]"
0,"(6.241, 6.634]"
1,"(3.317, 3.731]"
1,"(4.459, 4.808]"
0,"(6.97, 8.004]"
0,"(5.832, 6.241]"
0,"(6.634, 6.97]"
0,"(5.181, 5.57]"
0,"(5.57, 5.832]"
0,"(8.004, 8.958]"
1,"(2.975, 3.317]"
1,"(4.459, 4.808]"
0,"(5.57, 5.832]"
0,"(6.241, 6.634]"
1,"(2.201, 2.78]"
1,"(4.245, 4.459]"
1,"(3.731, 4.245]"
0,"(6.97, 8.004]"
0,"(5.181, 5.57]"
0,"(8.004, 8.958]"
0,"(8.004, 8.958]"
1,"(4.459, 4.808]"
1,"(4.245, 4.459]"
1,"(4.459, 4.808]"
1,"(5.57, 5.832]"
1,"(3.731, 4.245]"
1,"(6.241, 6.634]"
0,"(8.004, 8.958]"
1,"(4.245, 4.459]"
1,"(2.975, 3.317]"
0,"(8.004, 8.958]"
1,"(0.232, 2.201]"
1,"(2.78, 2.975]"
0,"(3.317, 3.731]"
1,"(2.78, 2.975]"
1,"(6.241, 6.634]"
0,"(6.97, 8.004]"
1,"(4.245, 4.459]"
1,"(4.808, 5.181]"
