A,B,C,D,E
1,1,3,2,59
2,1,3,1,40
1,3,3,4,77
1,2,1,2,44
0,2,2,1,37
0,3,2,3,56
2,1,0,2,42
0,1,0,0,13
2,3,0,4,65
3,0,1,0,6
1,2,3,3,75
2,2,0,3,57
0,1,3,1,40
2,2,2,3,59
0,3,0,2,46
0,1,3,1,39
0,3,2,3,59
1,1,0,2,37
1,0,3,0,22
0,1,0,0,8
0,3,1,4,80
0,1,2,1,28
0,3,3,4,81
2,2,3,3,78
0,2,2,1,31
3,2,2,4,81
0,1,1,1,34
2,2,0,3,50
3,1,2,3,63
0,2,1,2,43
1,3,1,4,83
1,1,2,2,45
0,2,1,2,49
3,3,0,4,81
1,3,1,3,63
3,1,0,2,39
0,0,2,0,11
2,1,3,2,51
1,2,1,2,49
1,3,2,3,67
1,2,3,3,73
2,1,2,2,39
0,1,1,1,28
0,1,2,0,17
0,2,2,2,58
1,2,3,2,55
0,2,1,2,40
1,3,0,3,62
3,3,0,4,71
0,0,1,0,0
1,1,0,1,30
3,0,0,1,20
0,2,2,2,57
0,1,2,1,35
2,2,2,2,52
1,0,1,0,16
3,2,3,3,75
0,2,2,2,46
1,3,0,4,71
1,0,3,0,25
1,1,0,1,25
0,1,1,2,40
1,1,2,1,37
3,2,0,4,71
1,1,0,2,35
1,1,3,1,44
2,2,2,3,64
1,0,3,0,27
0,2,0,2,35
2,1,0,2,42
3,2,0,4,72
2,2,3,3,67
1,2,2,3,66
3,0,3,0,20
3,3,0,4,75
3,1,0,2,41
0,3,1,2,50
1,2,2,3,63
3,3,0,5,95
3,0,0,3,53
1,2,0,2,38
0,2,3,2,52
0,2,2,2,49
1,3,2,3,69
1,2,0,2,47
2,2,2,3,68
1,1,3,1,44
0,2,1,2,50
1,2,2,3,63
1,2,2,2,46
0,1,3,1,40
0,1,2,0,15
1,3,3,3,78
0,2,2,2,52
1,3,2,4,79
0,3,1,4,78
2,3,3,3,83
2,2,3,3,70
0,0,2,0,1
3,2,2,4,71
1,0,0,1,22
2,2,3,3,62
2,2,3,3,75
2,1,0,2,40
0,3,0,3,46
3,2,2,3,67
0,2,3,2,50
1,1,1,1,33
2,0,1,1,27
0,3,2,2,54
3,3,1,5,86
0,2,2,2,38
0,2,2,3,63
3,0,1,2,56
0,1,0,0,17
0,2,2,1,27
2,3,2,4,81
0,2,1,2,50
0,2,3,2,58
1,2,3,2,59
2,1,1,2,46
1,3,2,3,70
2,1,1,2,52
0,3,0,2,42
3,2,2,4,87
0,2,1,2,37
1,0,1,0,17
3,2,2,3,64
0,0,3,0,23
3,1,2,3,68
0,2,1,1,30
0,0,3,0,7
0,3,2,3,68
0,2,0,3,48
3,0,0,2,32
2,2,0,3,56
2,1,0,1,33
3,2,2,5,97
1,1,1,2,45
1,3,2,3,69
2,2,2,3,61
3,2,0,3,64
1,2,3,3,76
2,2,3,2,62
1,1,2,1,35
1,2,0,2,46
3,3,2,4,77
1,3,2,3,73
2,1,0,2,38
1,3,1,4,82
1,2,0,2,36
0,0,2,0,5
1,3,1,4,77
1,2,0,3,45
3,3,0,4,76
1,0,1,0,12
3,3,0,4,74
3,2,1,4,78
2,2,2,2,59
1,2,0,2,38
2,1,0,2,41
3,2,0,3,55
1,3,2,5,104
3,2,2,4,76
3,2,2,3,67
1,2,0,3,50
1,3,2,4,76
3,3,2,5,102
0,3,0,3,42
0,3,3,4,90
0,3,2,3,66
0,3,2,5,91
3,1,3,2,71
2,1,2,2,49
1,0,3,0,31
2,1,2,2,49
3,3,2,5,104
1,0,3,0,20
2,2,1,3,58
2,0,3,1,41
1,1,0,2,36
0,1,3,1,37
0,3,2,3,61
0,1,2,1,38
0,1,0,2,41
2,3,3,5,98
2,1,1,2,45
3,2,1,4,80
1,2,2,3,70
3,1,2,2,57
0,2,0,3,56
3,1,3,3,73
1,1,2,1,31
3,2,2,3,62
1,3,3,3,75
0,3,3,2,62
3,1,2,3,66
2,1,3,2,60
0,2,3,2,57
0,2,2,3,67
2,2,1,2,46
2,1,3,2,48
3,0,0,1,24
3,2,2,3,69
1,2,1,2,44
0,2,0,2,41
1,3,1,3,62
1,2,2,3,63
1,1,3,2,43
3,2,2,3,68
0,1,1,1,35
3,3,2,4,87
3,2,3,5,94
0,2,2,2,56
0,0,0,1,23
3,2,0,3,69
3,0,0,2,43
1,2,3,2,49
1,3,2,3,73
0,0,1,0,2
2,2,2,3,69
0,2,0,2,51
1,2,2,3,62
1,1,1,1,26
3,0,2,2,39
1,2,1,2,54
0,2,2,2,44
1,3,0,4,73
3,0,2,2,58
1,1,2,2,43
3,2,1,4,76
2,1,2,2,54
1,3,3,4,85
1,2,0,3,56
2,0,0,1,32
3,2,2,4,75
3,1,0,3,55
3,1,2,2,37
3,1,2,1,38
2,1,2,2,54
3,1,2,3,71
0,0,2,0,12
3,2,0,3,61
1,2,1,3,70
3,3,2,5,93
3,3,0,5,103
2,1,0,2,35
0,3,2,4,85
0,2,0,2,50
0,3,2,2,53
3,1,3,3,69
1,2,2,2,51
0,2,2,1,30
0,1,3,2,44
0,3,2,2,45
1,1,2,2,44
3,1,1,2,42
3,1,1,4,82
2,1,1,1,28
0,1,3,2,66
0,2,0,2,41
0,0,1,0,3
3,2,1,3,74
1,3,2,4,79
1,2,2,1,35
1,1,0,1,33
0,1,2,2,39
0,1,3,0,20
1,3,1,3,68
2,3,2,4,87
0,3,1,3,60
0,2,3,2,53
3,2,2,3,72
0,2,2,2,47
2,1,1,2,52
0,2,1,2,41
0,1,2,1,23
1,3,3,3,78
3,3,2,5,104
1,3,3,3,74
3,1,2,3,66
2,2,1,3,61
3,1,2,3,67
3,1,0,3,64
2,1,2,2,41
1,1,3,2,54
1,3,2,4,77
2,2,0,3,53
1,1,3,2,56
3,1,2,3,61
2,3,2,3,73
2,3,2,4,78
1,1,2,1,38
2,1,3,3,66
0,3,3,3,78
1,2,2,2,55
1,2,0,3,56
2,1,0,2,34
2,2,2,2,46
1,0,2,0,18
3,3,2,5,104
2,1,2,2,48
0,2,2,2,46
1,1,1,2,37
2,1,0,3,50
3,1,1,3,72
3,3,2,5,91
1,1,2,2,50
0,2,3,2,60
3,1,2,2,50
1,3,2,3,66
0,1,1,0,16
0,1,0,2,34
3,2,0,3,56
2,3,3,5,101
1,1,2,2,43
0,0,2,0,14
0,0,0,0,10
1,1,2,2,42
0,1,1,1,24
1,2,2,2,50
0,2,0,2,36
1,0,3,0,23
0,1,0,1,19
2,2,1,2,52
1,2,3,2,60
2,3,2,4,84
2,2,0,3,50
1,2,1,2,50
0,1,2,1,37
2,2,3,3,68
0,0,2,0,4
0,3,0,2,40
1,1,1,2,43
0,2,2,2,53
3,2,1,5,95
1,3,3,4,87
0,2,1,2,44
3,1,2,3,60
2,3,0,4,75
2,3,3,4,91
2,2,2,4,74
0,3,2,3,71
2,1,3,2,53
0,1,3,1,56
0,1,0,1,29
1,3,2,3,66
1,1,2,1,31
2,3,3,4,92
3,3,2,5,97
3,3,2,5,92
0,2,3,2,60
1,1,2,2,43
2,2,2,3,72
0,3,2,2,55
0,3,1,2,40
0,2,2,2,45
1,3,3,4,78
1,1,0,2,46
1,2,2,2,42
2,2,2,3,61
0,1,2,1,27
1,2,2,2,51
0,1,0,2,31
0,1,3,1,44
1,3,2,3,65
1,2,3,3,73
2,2,2,3,72
3,2,2,3,68
1,1,0,0,14
2,1,3,2,58
0,1,3,2,48
0,0,2,0,9
1,2,0,2,51
0,3,2,3,65
0,3,0,2,32
0,2,0,2,46
0,2,2,2,54
0,3,2,2,49
1,1,2,2,40
1,3,1,3,58
1,0,2,1,27
2,2,1,3,63
1,1,0,1,25
1,1,2,2,43
1,2,0,3,57
3,2,1,4,75
3,0,0,1,23
1,3,2,5,89
0,2,2,3,57
1,1,0,2,32
1,2,2,3,58
0,2,2,2,41
0,2,2,2,40
2,2,2,3,71
3,1,2,3,67
1,0,0,1,28
0,1,2,2,43
3,1,0,2,43
2,0,3,2,57
0,2,2,3,66
0,2,1,1,30
0,3,1,3,55
1,3,0,3,68
1,2,1,3,58
1,3,3,3,66
2,2,2,4,77
1,3,2,5,97
1,1,0,1,33
0,2,3,2,55
1,2,3,3,71
2,2,3,2,60
1,2,3,3,64
2,2,3,4,84
3,1,3,3,79
2,3,3,4,88
3,1,3,3,67
3,2,2,3,73
0,2,1,2,45
0,2,3,2,44
0,1,2,1,32
3,0,0,2,34
2,0,0,1,20
0,1,2,2,51
0,1,2,0,23
0,1,2,0,16
0,2,1,2,39
3,3,1,5,96
2,2,0,2,50
3,0,2,2,48
0,1,0,1,21
2,3,3,5,104
1,1,1,1,29
1,2,0,3,46
0,1,2,1,36
0,2,2,0,9
2,3,1,5,91
0,2,0,2,42
3,1,2,3,66
1,2,0,2,37
0,3,2,3,64
0,1,1,1,21
3,2,1,3,62
2,3,0,4,65
0,2,0,2,34
3,1,2,3,72
1,2,0,2,47
3,2,1,5,92
0,2,0,2,50
3,2,2,4,81
1,2,2,4,75
0,1,3,1,31
1,3,3,3,73
1,2,0,3,51
1,2,2,3,63
0,2,1,2,43
3,3,1,5,96
0,3,2,3,66
3,2,2,2,57
0,1,0,1,25
3,3,0,5,80
0,1,3,1,48
1,3,2,3,62
0,1,2,1,29
0,2,2,2,46
1,2,2,2,50
2,1,2,2,54
3,2,2,3,70
0,3,3,3,75
1,3,0,5,98
0,1,0,1,24
2,2,0,3,61
1,3,0,3,58
1,1,3,1,48
3,3,1,5,99
3,1,1,2,43
2,2,2,3,59
1,3,2,4,76
0,1,2,1,32
2,2,3,2,68
0,2,3,2,49
2,2,2,3,63
3,1,1,3,63
0,1,1,1,32
3,0,0,1,21
0,1,2,2,46
1,2,1,2,49
1,2,2,3,64
0,2,1,2,46
2,2,2,3,70
0,1,2,0,17
2,0,1,1,34
1,1,1,2,40
0,2,2,2,41
1,2,2,3,65
1,3,2,4,90
2,2,1,2,47
0,1,1,2,38
3,1,1,2,48
0,3,2,2,57
0,2,3,2,53
0,1,2,0,21
3,1,0,3,53
0,0,3,0,6
0,2,2,2,44
1,3,0,4,66
3,2,2,3,67
1,1,1,2,39
2,2,2,3,71
1,1,2,2,51
0,0,1,0,10
3,0,2,2,44
3,2,2,4,81
1,3,0,3,66
2,3,2,4,88
1,2,2,3,67
0,1,3,1,39
2,1,2,2,51
3,3,0,5,85
0,1,2,1,45
1,1,2,2,47
2,2,3,2,72
0,1,2,1,27
3,2,0,3,62
0,0,2,0,11
2,3,3,5,103
1,1,2,1,36
1,1,2,2,43
1,3,3,4,100
3,2,1,4,81
2,3,0,5,96
3,3,0,4,78
3,2,0,3,65
0,2,0,2,45
0,2,2,2,52
2,3,2,4,91
3,2,0,3,61
1,2,2,3,63
3,1,2,3,62
0,3,2,3,64
0,2,2,3,68
1,2,3,2,57
2,2,2,3,59
2,2,0,2,45
0,3,3,5,96
3,2,3,4,87
1,2,3,2,60
1,0,1,0,14
1,2,1,3,54
3,1,2,3,62
2,1,2,2,48
1,3,3,4,83
0,0,2,0,22
0,3,1,2,44
0,3,0,4,74
0,2,0,2,46
0,3,3,3,80
1,1,2,2,51
0,3,3,4,86
2,1,2,2,47
0,3,1,3,63
2,3,0,4,72
2,3,0,4,73
1,1,2,1,37
0,3,0,2,39
1,2,3,2,64
0,2,0,2,41
2,2,3,3,81
0,2,0,2,29
3,2,0,3,59
1,2,2,2,44
0,2,2,2,48
0,2,2,1,35
1,0,1,0,15
1,2,2,3,59
1,2,0,3,57
1,2,2,3,64
2,1,2,2,47
0,2,3,2,56
2,2,1,3,71
2,3,3,4,89
1,1,2,2,46
1,1,0,2,37
3,0,2,2,42
2,1,1,2,42
0,3,0,3,57
1,1,3,2,57
3,1,2,2,57
2,3,3,4,89
2,1,2,2,53
0,0,1,0,11
3,1,0,3,55
0,3,2,3,68
1,1,2,2,40
0,2,1,2,48
0,2,0,1,13
1,3,2,4,79
1,2,2,3,70
2,3,2,5,89
1,0,3,1,32
