A,B,C,D,E
1,2,3,4,78
2,1,2,3,73
1,1,1,3,56
1,0,1,1,39
0,1,0,1,37
0,0,2,0,9
2,0,2,2,60
1,1,0,1,41
2,2,0,5,70
2,1,1,4,71
1,2,1,4,67
2,2,0,6,86
0,2,1,2,56
2,2,1,5,83
0,2,0,1,43
1,1,2,2,57
1,1,2,1,49
1,3,0,6,84
1,1,3,2,61
0,1,2,2,59
1,1,1,1,50
0,1,1,1,32
1,3,3,7,111
2,2,2,5,83
0,2,0,2,47
3,2,2,7,105
1,0,1,1,44
2,1,2,2,58
3,1,1,4,70
0,2,1,3,57
1,1,3,3,72
1,1,3,2,68
1,2,3,4,86
3,2,2,5,83
1,1,3,3,67
3,3,0,7,100
1,3,0,4,67
2,0,2,2,56
1,2,1,4,71
1,2,1,4,79
2,2,2,4,79
2,0,2,1,47
1,2,2,3,61
1,1,3,2,55
1,2,0,4,67
1,2,2,5,83
0,2,2,2,57
1,0,0,1,29
3,2,1,5,86
0,0,1,0,28
1,1,0,3,50
3,0,2,3,71
1,2,1,3,57
1,2,2,2,57
2,2,1,4,72
1,1,1,3,63
2,0,2,2,53
0,1,3,2,58
1,1,3,2,67
1,2,0,5,74
1,1,3,3,66
1,0,0,1,39
2,0,3,2,57
3,1,1,4,67
1,2,3,3,69
2,0,0,0,10
2,0,0,0,15
1,2,0,5,75
1,2,3,3,75
2,0,1,2,60
3,1,3,6,98
2,2,0,4,68
1,2,1,5,87
3,1,3,4,76
2,1,0,3,53
3,1,0,4,64
0,1,3,1,49
2,1,3,3,69
3,0,1,3,59
3,1,0,6,95
1,1,1,2,57
1,2,2,5,83
1,0,1,1,36
1,0,1,2,52
1,0,0,1,39
2,2,3,4,79
1,2,0,3,58
1,2,2,4,78
1,0,3,1,45
1,1,3,3,76
1,3,2,5,87
0,3,0,4,73
1,2,0,3,55
1,0,1,0,28
1,2,0,3,54
1,2,0,3,57
2,1,1,3,64
2,3,2,7,107
0,0,0,0,20
2,1,1,5,81
1,2,0,5,81
2,2,3,4,79
2,3,0,6,82
2,3,0,8,109
0,1,2,2,49
3,2,2,5,88
1,3,1,6,90
1,2,2,3,69
2,1,2,4,81
0,0,1,0,18
3,1,2,4,81
1,1,0,3,55
1,3,2,5,86
3,0,1,6,90
0,0,2,0,20
0,1,2,1,39
2,3,2,7,111
1,2,3,4,78
1,2,0,3,55
1,1,2,4,77
2,1,0,3,62
1,2,3,4,84
2,1,0,4,63
0,3,0,4,72
3,1,2,3,68
0,1,2,1,46
2,1,0,3,49
3,1,2,5,88
1,2,3,4,81
2,2,2,6,96
1,2,2,3,68
0,1,1,1,42
0,3,0,5,77
1,1,3,3,68
3,3,2,7,112
2,1,2,3,62
2,3,2,7,103
3,1,2,5,85
2,0,0,1,35
1,0,2,1,42
2,1,0,1,39
2,1,1,3,67
1,1,3,1,52
2,3,0,7,98
1,0,3,1,45
1,2,0,4,64
3,1,2,5,91
1,0,1,0,32
2,0,0,2,48
1,1,3,2,64
2,2,2,6,97
1,2,2,3,62
2,1,1,3,59
1,2,1,5,81
2,2,0,6,89
1,2,1,5,83
3,1,2,4,74
3,1,2,4,83
2,2,2,5,85
2,2,3,5,87
2,3,2,7,109
2,1,3,4,82
1,0,1,2,53
3,1,2,3,65
3,3,1,5,89
2,1,2,4,77
1,1,3,3,73
3,1,1,4,68
1,2,1,2,49
1,0,0,1,26
0,0,0,0,16
1,1,2,2,60
3,1,1,4,74
2,3,1,7,109
2,1,1,3,62
2,2,2,5,87
3,1,0,4,73
1,1,0,1,42
2,2,2,6,93
2,2,1,5,81
1,1,0,2,44
1,3,2,5,81
0,0,3,0,27
0,0,0,0,18
1,1,2,1,51
2,2,1,6,92
2,2,3,5,94
3,1,2,4,77
1,2,1,3,59
2,0,2,1,50
1,2,0,3,64
2,1,2,3,62
1,2,3,4,80
3,1,2,6,103
1,0,0,2,47
0,2,0,1,38
2,1,1,4,70
2,1,1,4,77
0,1,3,0,35
1,1,1,3,62
2,1,1,3,60
2,2,0,6,87
3,0,3,4,81
3,2,0,5,76
1,1,1,2,56
0,2,0,2,44
1,1,1,2,52
1,3,2,5,83
1,2,3,4,83
3,0,1,3,60
1,1,0,3,52
2,1,2,5,88
3,2,2,6,97
1,2,3,4,79
1,2,1,2,46
2,1,0,5,80
3,1,1,3,65
1,3,1,6,88
2,2,3,5,86
0,3,0,5,73
2,0,2,1,44
1,2,1,3,60
1,3,3,6,115
1,1,0,3,59
2,3,0,7,94
1,2,1,4,82
1,1,0,1,39
1,2,2,4,76
3,2,0,6,86
1,1,1,3,65
3,3,0,7,108
2,0,1,2,56
1,1,1,2,57
1,1,1,4,73
2,2,1,4,69
3,3,3,8,130
3,2,0,6,95
3,2,2,7,108
2,2,1,6,98
2,1,1,5,82
3,2,2,5,85
0,1,0,1,42
2,0,1,2,46
1,2,2,5,89
3,1,2,4,75
3,2,0,6,90
2,0,2,1,44
0,1,1,3,62
1,0,1,1,38
0,2,2,3,65
3,1,0,4,73
1,2,0,3,63
0,1,2,1,51
1,2,1,3,68
0,2,3,3,71
2,2,0,5,74
3,2,3,6,100
3,1,1,4,74
2,2,3,4,80
1,1,3,1,50
1,2,1,1,39
0,1,0,2,52
3,2,2,6,99
2,2,2,6,101
1,1,0,3,54
1,1,3,2,60
1,3,2,6,98
0,3,0,5,81
1,1,0,3,49
2,1,0,3,52
1,2,3,3,71
1,1,1,2,50
2,0,1,1,46
1,2,1,4,71
2,2,2,6,97
0,2,0,2,50
0,2,3,1,53
1,3,0,6,94
3,2,2,5,86
1,1,1,3,67
3,1,1,4,68
2,2,2,5,83
3,2,0,6,75
3,1,0,6,80
2,0,2,1,42
1,3,3,5,93
2,2,2,4,75
2,1,0,4,63
2,2,0,5,75
2,1,0,4,66
2,1,0,4,71
2,1,1,4,73
1,2,2,4,80
2,2,1,7,100
1,1,3,4,93
1,2,0,4,66
1,2,0,5,72
2,1,2,3,68
2,1,0,1,32
1,2,2,4,85
3,2,3,5,97
2,1,0,3,51
1,2,1,4,73
1,1,0,2,37
2,3,1,7,105
3,0,2,3,73
3,0,1,2,53
1,0,3,1,48
1,2,2,2,55
3,0,3,4,76
1,1,0,3,60
1,1,3,1,47
1,1,3,1,49
2,3,0,6,92
2,1,1,4,76
1,2,1,4,71
1,1,3,1,47
1,3,0,6,91
1,2,1,5,83
0,1,3,2,61
1,1,3,3,65
1,3,0,4,74
1,3,2,6,94
0,0,2,0,26
2,2,1,4,81
1,2,2,3,64
2,1,3,3,69
2,1,2,3,70
1,2,0,4,70
1,0,0,0,18
2,1,0,4,65
0,1,1,0,33
1,1,1,2,57
1,0,3,0,32
0,2,2,2,54
3,1,2,6,97
1,1,3,3,72
0,1,3,1,51
3,0,0,2,49
2,3,1,8,121
2,1,0,2,39
2,0,3,1,48
0,2,1,3,56
2,2,2,5,80
1,2,1,4,81
1,2,3,2,63
1,0,1,2,50
1,2,0,3,46
2,0,1,0,29
3,2,1,7,104
3,0,1,2,53
1,1,1,3,63
2,1,0,2,50
2,1,3,3,79
0,1,0,0,12
0,0,0,0,6
0,1,0,1,45
1,3,1,6,99
1,2,1,4,77
1,2,3,6,100
2,2,2,4,75
1,2,3,3,69
1,0,0,1,36
0,3,3,3,73
1,1,1,2,52
1,2,3,3,75
1,2,1,4,72
2,1,0,3,57
3,3,1,8,132
1,1,2,2,54
2,3,0,5,77
1,0,1,0,28
1,1,1,2,50
1,0,1,1,42
0,2,2,2,57
0,2,1,3,58
1,2,0,3,59
1,2,3,3,70
1,3,0,5,80
1,3,2,6,94
1,0,0,1,28
1,3,2,7,106
2,0,0,3,58
1,3,0,6,89
1,3,3,5,99
2,2,1,4,72
3,2,0,6,84
3,1,1,3,55
2,1,0,4,61
1,2,2,4,69
1,2,2,4,79
1,3,2,7,105
1,2,0,3,55
1,2,1,4,66
2,2,3,4,86
3,2,1,7,107
1,3,0,6,97
0,2,1,3,56
2,1,2,3,61
2,0,2,2,55
1,1,3,3,71
0,2,2,3,62
1,3,1,4,77
1,2,0,6,88
1,0,1,0,29
2,3,0,6,85
2,1,2,4,78
2,1,3,3,69
1,2,0,3,62
1,2,0,5,78
1,2,3,2,64
2,3,1,6,85
1,3,1,8,114
2,1,0,3,50
3,1,3,5,95
2,3,1,6,98
2,1,3,4,85
3,3,2,6,99
0,2,2,3,62
1,2,1,3,60
1,2,2,3,59
3,0,3,3,80
2,2,3,6,97
0,1,2,2,49
0,1,1,3,62
0,2,1,2,48
0,0,0,0,20
3,0,1,4,78
2,2,1,4,71
3,0,2,2,61
1,2,1,3,60
2,3,0,7,100
1,1,2,2,57
1,1,2,2,64
1,2,2,2,56
0,1,3,0,37
2,2,2,5,84
0,2,2,3,65
3,2,2,5,91
1,1,0,3,49
1,3,1,4,74
1,1,0,3,60
2,1,3,4,80
2,2,0,5,73
0,2,1,4,67
3,1,3,4,87
1,2,0,4,67
3,0,0,3,54
1,0,1,0,29
3,3,2,8,120
1,1,1,3,66
0,0,0,1,24
1,2,2,5,81
1,0,3,0,37
2,2,2,3,68
0,3,1,5,84
3,0,1,4,74
1,1,0,1,40
3,3,2,7,104
1,3,1,4,81
3,1,3,6,100
1,1,1,2,49
1,1,2,3,63
0,1,0,1,33
1,1,0,3,54
2,1,1,2,54
2,2,1,6,93
2,1,2,4,72
1,1,0,2,51
1,3,3,7,110
1,3,1,5,77
2,1,0,4,71
2,2,2,4,72
1,1,0,3,48
3,3,1,8,114
2,1,0,3,64
2,1,0,5,77
1,3,1,6,98
1,2,1,4,70
2,1,3,4,77
0,1,3,1,52
2,1,3,4,81
3,0,2,3,66
1,3,1,5,80
3,2,0,5,73
1,2,3,4,83
2,2,3,6,92
1,0,3,0,38
1,3,1,4,71
2,2,2,6,95
0,2,1,2,53
2,1,3,4,85
1,2,0,3,59
1,2,1,1,48
1,0,0,1,28
2,1,0,3,57
2,2,2,5,86
1,0,3,0,30
2,2,2,5,83
0,3,0,4,65
1,1,1,3,56
0,1,0,0,23
3,0,1,3,61
0,2,0,3,56
1,2,3,4,75
1,0,2,2,57
2,0,3,3,64
2,2,3,5,87
2,0,1,2,49
1,2,3,5,88
1,3,1,6,96
3,0,2,2,59
3,1,1,3,66
1,1,3,2,73
2,2,2,5,85
2,2,1,5,82
1,2,2,4,76
2,1,0,3,39
3,2,2,6,92
1,2,0,3,61
1,3,0,6,93
2,3,1,7,107
1,2,1,4,74
3,2,1,6,93
1,2,3,3,75
2,2,2,5,86
1,1,1,2,46
1,1,1,2,51
1,1,2,1,44
3,1,2,4,80
