A,B,C,D,E
"(19.615, 20.082]","(20.193, 20.663]","(17.799, 18.258]","(98.572, 100.272]","(353.023, 358.043]"
"(20.082, 20.548]","(18.785, 19.254]","(16.423, 16.881]","(98.572, 100.272]","(348.002, 353.023]"
"(19.149, 19.615]","(18.785, 19.254]","(14.128, 14.587]","(96.872, 98.572]","(327.922, 332.942]"
"(19.149, 19.615]","(16.437, 16.907]","(14.587, 15.046]","(88.373, 90.073]","(312.862, 317.882]"
"(17.283, 17.749]","(19.254, 19.724]","(12.752, 13.21]","(90.073, 91.772]","(312.862, 317.882]"
"(14.484, 14.951]","(16.907, 17.376]","(16.423, 16.881]","(78.173, 79.873]","(282.742, 287.762]"
"(20.548, 21.015]","(17.846, 18.315]","(15.046, 15.505]","(95.172, 96.872]","(332.942, 337.962]"
"(18.216, 18.682]","(18.785, 19.254]","(12.293, 12.752]","(91.772, 93.472]","(312.862, 317.882]"
"(20.548, 21.015]","(20.663, 21.132]","(10.916, 11.375]","(103.672, 105.372]","(342.982, 348.002]"
"(21.481, 21.947]","(18.785, 19.254]","(14.587, 15.046]","(100.272, 101.972]","(342.982, 348.002]"
"(19.615, 20.082]","(20.663, 21.132]","(15.046, 15.505]","(98.572, 100.272]","(342.982, 348.002]"
"(20.082, 20.548]","(20.663, 21.132]","(13.21, 13.669]","(105.372, 107.072]","(358.043, 363.063]"
"(16.817, 17.283]","(20.663, 21.132]","(14.128, 14.587]","(95.172, 96.872]","(327.922, 332.942]"
"(21.481, 21.947]","(21.132, 21.602]","(13.669, 14.128]","(103.672, 105.372]","(358.043, 363.063]"
"(16.35, 16.817]","(20.193, 20.663]","(13.21, 13.669]","(91.772, 93.472]","(317.882, 322.902]"
"(18.682, 19.149]","(18.785, 19.254]","(15.505, 15.964]","(93.472, 95.172]","(332.942, 337.962]"
"(17.749, 18.216]","(18.785, 19.254]","(15.505, 15.964]","(90.073, 91.772]","(322.902, 327.922]"
"(19.615, 20.082]","(23.479, 23.949]","(11.834, 12.293]","(107.072, 108.772]","(358.043, 363.063]"
"(19.615, 20.082]","(19.724, 20.193]","(16.423, 16.881]","(95.172, 96.872]","(332.942, 337.962]"
"(16.817, 17.283]","(19.254, 19.724]","(16.423, 16.881]","(95.172, 96.872]","(332.942, 337.962]"
"(18.682, 19.149]","(18.315, 18.785]","(15.046, 15.505]","(91.772, 93.472]","(322.902, 327.922]"
"(16.817, 17.283]","(18.785, 19.254]","(14.128, 14.587]","(88.373, 90.073]","(307.842, 312.862]"
