A,B,C,D,E
2,1,2,1,153
2,3,0,3,296
2,1,0,1,110
2,0,3,0,77
0,0,0,0,32
0,0,3,0,33
2,0,3,1,166
1,3,3,2,238
2,3,3,3,266
3,0,3,0,86
2,2,3,2,195
2,0,3,1,142
0,1,0,0,56
3,1,2,2,190
0,0,0,0,10
1,2,1,1,138
1,1,3,0,103
2,1,3,1,145
2,1,1,1,105
0,2,3,1,173
1,1,1,0,55
0,3,3,3,233
1,2,2,1,95
2,1,0,1,115
0,1,3,0,146
3,2,0,3,237
1,2,2,2,171
3,2,0,2,145
3,2,1,3,226
0,1,2,0,66
2,3,3,2,197
2,3,3,3,268
1,2,3,1,148
3,2,2,2,175
2,2,2,2,171
3,1,1,2,185
1,1,2,1,110
2,0,1,0,97
2,2,1,1,154
2,1,0,1,97
2,0,0,0,53
2,1,3,1,158
1,3,3,1,180
1,3,2,2,204
1,3,0,2,173
2,0,2,0,41
0,2,1,1,152
2,3,2,2,213
3,1,1,2,165
0,3,2,2,213
2,3,0,3,219
3,2,3,3,239
1,0,3,0,50
1,0,3,0,95
2,3,3,2,208
2,3,3,2,211
3,3,2,3,252
0,1,3,0,95
2,3,2,3,218
2,0,1,1,89
2,1,1,0,90
1,1,2,1,106
2,1,3,1,132
3,0,3,1,144
2,3,2,2,218
2,1,2,1,115
2,0,3,1,173
2,1,2,1,134
1,0,2,0,66
2,3,3,2,248
3,0,3,1,133
3,3,3,3,269
2,2,1,2,170
3,2,0,2,167
3,1,3,2,221
3,3,3,3,282
0,0,3,0,34
2,2,0,2,169
3,1,3,2,208
3,2,2,2,200
2,2,0,1,143
1,2,2,1,156
1,1,2,0,77
2,1,3,1,150
2,1,3,1,154
2,0,1,0,91
2,0,2,0,71
1,2,0,1,134
2,1,3,1,163
2,2,2,2,169
1,2,1,1,147
0,3,3,2,184
2,1,3,1,179
1,3,2,2,200
2,2,1,1,128
1,0,3,0,50
2,0,3,0,100
2,0,1,0,57
0,0,1,0,7
3,2,3,3,248
2,1,2,1,129
2,1,1,1,143
3,3,2,3,250
3,1,3,2,184
0,0,2,0,46
3,1,0,1,150
1,1,3,0,102
2,3,3,3,272
3,0,3,0,100
0,1,1,0,82
3,1,2,2,176
1,0,3,0,74
1,1,1,1,144
3,1,3,2,230
0,2,2,1,141
0,0,2,0,25
2,2,2,2,217
1,0,3,0,14
1,3,0,3,242
2,1,3,1,143
2,2,0,2,177
2,1,3,1,160
2,0,0,0,11
0,0,2,0,2
3,2,1,2,204
0,3,0,1,95
2,0,0,0,42
3,2,3,3,247
1,2,2,2,170
3,0,2,1,131
1,0,3,0,30
0,0,2,0,104
0,0,3,0,29
1,3,2,2,212
3,2,2,3,283
2,2,3,2,237
3,0,3,1,179
3,1,1,3,229
2,2,3,2,228
2,2,2,2,170
2,3,0,2,178
3,3,2,3,241
2,1,0,1,123
2,1,2,1,165
2,2,1,1,127
