A,B,C,D,E
"(16.376, 21.361]","(16.238, 21.121]","(11.397, 16.644]","(83.005, 102.667]","(296.651, 360.728]"
"(21.361, 26.345]","(30.888, 35.772]","(6.149, 11.397]","(141.99, 161.652]","(488.881, 552.958]"
"(16.376, 21.361]","(16.238, 21.121]","(6.149, 11.397]","(83.005, 102.667]","(296.651, 360.728]"
"(16.376, 21.361]","(11.354, 16.238]","(16.644, 21.892]","(63.343, 83.005]","(232.574, 296.651]"
"(11.392, 16.376]","(11.354, 16.238]","(0.902, 6.149]","(63.343, 83.005]","(168.497, 232.574]"
"(1.383, 6.407]","(6.47, 11.354]","(16.644, 21.892]","(43.681, 63.343]","(168.497, 232.574]"
"(21.361, 26.345]","(11.354, 16.238]","(21.892, 27.139]","(83.005, 102.667]","(296.651, 360.728]"
"(11.392, 16.376]","(26.005, 30.888]","(16.644, 21.892]","(102.667, 122.329]","(424.805, 488.881]"
"(21.361, 26.345]","(26.005, 30.888]","(21.892, 27.139]","(122.329, 141.99]","(424.805, 488.881]"
"(21.361, 26.345]","(1.548, 6.47]","(16.644, 21.892]","(63.343, 83.005]","(232.574, 296.651]"
"(16.376, 21.361]","(21.121, 26.005]","(16.644, 21.892]","(102.667, 122.329]","(360.728, 424.805]"
"(21.361, 26.345]","(11.354, 16.238]","(16.644, 21.892]","(83.005, 102.667]","(296.651, 360.728]"
"(6.407, 11.392]","(11.354, 16.238]","(6.149, 11.397]","(63.343, 83.005]","(232.574, 296.651]"
"(21.361, 26.345]","(16.238, 21.121]","(11.397, 16.644]","(102.667, 122.329]","(360.728, 424.805]"
"(6.407, 11.392]","(6.47, 11.354]","(6.149, 11.397]","(43.681, 63.343]","(168.497, 232.574]"
"(16.376, 21.361]","(21.121, 26.005]","(6.149, 11.397]","(83.005, 102.667]","(296.651, 360.728]"
"(11.392, 16.376]","(11.354, 16.238]","(16.644, 21.892]","(63.343, 83.005]","(232.574, 296.651]"
"(16.376, 21.361]","(11.354, 16.238]","(16.644, 21.892]","(83.005, 102.667]","(296.651, 360.728]"
"(16.376, 21.361]","(11.354, 16.238]","(11.397, 16.644]","(83.005, 102.667]","(232.574, 296.651]"
"(6.407, 11.392]","(21.121, 26.005]","(16.644, 21.892]","(83.005, 102.667]","(360.728, 424.805]"
"(11.392, 16.376]","(16.238, 21.121]","(6.149, 11.397]","(63.343, 83.005]","(232.574, 296.651]"
"(11.392, 16.376]","(30.888, 35.772]","(16.644, 21.892]","(122.329, 141.99]","(360.728, 424.805]"
"(11.392, 16.376]","(16.238, 21.121]","(11.397, 16.644]","(83.005, 102.667]","(232.574, 296.651]"
"(21.361, 26.345]","(16.238, 21.121]","(6.149, 11.397]","(83.005, 102.667]","(296.651, 360.728]"
