A,B
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(6.057, 8.308]"
"(9.038, 11.301]","(8.308, 10.559]"
"(11.301, 13.564]","(10.559, 12.81]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(11.301, 13.564]","(10.559, 12.81]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(6.057, 8.308]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(11.301, 13.564]","(10.559, 12.81]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(6.057, 8.308]"
"(9.038, 11.301]","(8.308, 10.559]"
"(11.301, 13.564]","(10.559, 12.81]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(11.301, 13.564]","(10.559, 12.81]"
"(9.038, 11.301]","(8.308, 10.559]"
"(11.301, 13.564]","(10.559, 12.81]"
"(11.301, 13.564]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(11.301, 13.564]","(10.559, 12.81]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(8.308, 10.559]"
"(9.038, 11.301]","(6.057, 8.308]"
