A,B
"(10.235, 10.504]","(9.285, 9.573]"
"(10.83, 11.297]","(9.918, 10.389]"
"(9.984, 10.235]","(9.024, 9.285]"
"(9.517, 9.761]","(8.548, 8.802]"
"(10.235, 10.504]","(9.285, 9.573]"
"(9.253, 9.517]","(7.984, 8.276]"
"(9.984, 10.235]","(8.802, 9.024]"
"(11.297, 11.967]","(10.389, 11.152]"
"(10.504, 10.83]","(9.573, 9.918]"
"(9.761, 9.984]","(8.802, 9.024]"
"(10.235, 10.504]","(9.285, 9.573]"
"(9.517, 9.761]","(8.548, 8.802]"
"(9.984, 10.235]","(9.024, 9.285]"
"(9.517, 9.761]","(8.548, 8.802]"
"(9.253, 9.517]","(8.548, 8.802]"
"(10.504, 10.83]","(9.573, 9.918]"
"(10.83, 11.297]","(9.918, 10.389]"
"(9.517, 9.761]","(8.548, 8.802]"
"(9.253, 9.517]","(8.276, 8.548]"
"(10.504, 10.83]","(9.573, 9.918]"
"(9.517, 9.761]","(8.276, 8.548]"
"(10.83, 11.297]","(9.918, 10.389]"
"(10.504, 10.83]","(9.285, 9.573]"
"(10.83, 11.297]","(9.573, 9.918]"
"(10.83, 11.297]","(9.918, 10.389]"
"(10.504, 10.83]","(9.573, 9.918]"
"(10.504, 10.83]","(9.285, 9.573]"
"(11.297, 11.967]","(10.389, 11.152]"
"(9.761, 9.984]","(8.802, 9.024]"
"(10.235, 10.504]","(9.285, 9.573]"
"(9.984, 10.235]","(9.024, 9.285]"
"(9.253, 9.517]","(7.984, 8.276]"
"(9.517, 9.761]","(8.276, 8.548]"
"(9.517, 9.761]","(8.548, 8.802]"
"(10.83, 11.297]","(9.918, 10.389]"
"(10.83, 11.297]","(9.573, 9.918]"
"(11.967, 15.827]","(11.152, 15.06]"
"(9.517, 9.761]","(8.548, 8.802]"
"(10.83, 11.297]","(9.918, 10.389]"
"(10.235, 10.504]","(9.024, 9.285]"
"(10.83, 11.297]","(9.918, 10.389]"
"(10.504, 10.83]","(9.573, 9.918]"
"(9.253, 9.517]","(7.984, 8.276]"
"(9.984, 10.235]","(8.802, 9.024]"
"(11.967, 15.827]","(11.152, 15.06]"
"(9.984, 10.235]","(9.024, 9.285]"
