A,B,C,D,E
2,1,2,4,133
2,1,1,3,72
1,1,3,3,124
1,1,1,3,71
0,0,1,0,9
0,1,0,2,42
2,2,3,4,137
0,2,3,3,126
3,0,0,3,55
3,2,0,4,153
2,2,2,4,131
2,3,3,5,166
0,1,2,3,67
3,1,3,4,135
0,0,2,1,22
1,0,0,3,71
0,3,3,4,143
2,1,2,3,96
2,0,3,2,78
0,2,2,3,112
1,1,1,3,67
0,0,0,1,25
1,0,1,2,57
3,3,3,4,154
0,1,3,2,61
3,1,1,4,139
1,1,0,3,67
3,2,0,5,146
3,2,0,5,186
0,2,3,3,95
1,0,0,2,28
1,3,0,5,122
0,2,0,4,94
3,2,2,5,180
1,1,0,3,65
3,1,1,4,132
1,1,3,3,92
3,0,1,2,59
1,0,3,2,45
1,0,3,2,44
2,1,0,3,85
3,3,2,5,194
0,0,0,2,36
0,3,2,4,120
1,2,2,3,89
1,0,0,2,36
0,2,0,3,72
1,1,0,3,76
3,0,2,3,108
0,3,2,4,117
1,0,1,3,62
3,1,3,4,132
1,1,0,3,82
0,2,3,3,128
2,3,3,5,170
2,1,0,4,107
3,2,2,4,147
0,1,0,2,28
2,0,3,2,57
2,1,2,3,111
2,1,3,4,130
1,1,2,2,41
2,2,0,4,133
3,1,1,4,107
2,0,0,3,63
2,1,0,3,90
3,0,3,1,25
1,1,0,3,87
1,2,3,3,120
3,1,0,3,75
3,1,1,4,129
3,3,1,5,177
1,1,3,3,98
3,1,3,4,134
3,1,2,4,132
3,2,0,5,142
0,2,3,3,101
2,1,0,3,85
3,0,1,3,105
3,0,0,2,33
2,1,3,3,95
1,0,1,2,48
0,0,0,2,28
2,2,2,4,132
2,1,0,4,109
3,1,0,4,101
1,1,3,3,127
1,3,0,4,123
1,2,2,4,122
1,0,0,3,57
1,2,0,4,123
0,0,0,2,26
1,1,3,3,99
1,1,0,3,85
1,0,3,2,66
0,0,3,2,58
3,3,0,5,160
3,2,0,4,127
0,2,0,3,89
3,0,0,3,79
2,0,1,2,46
3,1,3,3,97
3,3,2,5,199
3,2,0,5,142
0,3,3,4,154
3,0,0,4,105
1,0,2,2,37
1,1,2,3,84
3,2,0,5,159
0,0,0,0,11
3,0,3,3,96
1,0,0,2,13
1,3,1,5,160
3,1,0,4,124
0,1,0,2,34
0,0,2,2,40
3,2,0,4,93
0,3,2,4,151
0,1,2,2,52
1,1,0,3,88
2,2,0,4,110
1,2,3,4,151
3,2,0,4,138
0,2,0,3,104
3,2,2,5,148
0,2,1,3,93
2,1,3,3,97
3,3,2,5,199
1,2,0,4,125
3,1,1,4,111
0,1,0,3,80
0,0,0,0,1
0,3,3,3,125
1,2,0,4,116
3,0,1,3,68
3,0,1,2,48
3,2,0,4,127
3,2,1,5,196
2,1,0,4,99
1,1,1,3,67
2,2,0,4,136
