A,B,C,D,E
"(20.012, 21.783]","(19.196, 21.071]","(15.193, 16.974]","(105.509, 112.644]","(355.837, 378.022]"
"(20.012, 21.783]","(19.196, 21.071]","(13.412, 15.193]","(91.238, 98.373]","(311.466, 333.651]"
"(18.241, 20.012]","(19.196, 21.071]","(24.1, 25.881]","(91.238, 98.373]","(355.837, 378.022]"
"(18.241, 20.012]","(17.32, 19.196]","(13.412, 15.193]","(84.102, 91.238]","(311.466, 333.651]"
"(14.699, 16.47]","(11.694, 13.569]","(13.412, 15.193]","(55.56, 62.696]","(222.724, 244.909]"
"(9.386, 11.157]","(19.196, 21.071]","(8.068, 9.849]","(84.102, 91.238]","(267.095, 289.28]"
"(20.012, 21.783]","(21.071, 22.946]","(18.756, 20.537]","(105.509, 112.644]","(378.022, 400.208]"
"(16.47, 18.241]","(21.071, 22.946]","(22.318, 24.1]","(98.373, 105.509]","(355.837, 378.022]"
"(20.012, 21.783]","(15.445, 17.32]","(9.849, 11.631]","(84.102, 91.238]","(289.28, 311.466]"
"(23.554, 25.324]","(21.071, 22.946]","(11.631, 13.412]","(112.644, 119.779]","(378.022, 400.208]"
"(18.241, 20.012]","(21.071, 22.946]","(16.974, 18.756]","(105.509, 112.644]","(355.837, 378.022]"
"(20.012, 21.783]","(24.822, 26.697]","(18.756, 20.537]","(112.644, 119.779]","(400.208, 422.393]"
"(12.928, 14.699]","(17.32, 19.196]","(15.193, 16.974]","(84.102, 91.238]","(289.28, 311.466]"
"(21.783, 23.554]","(17.32, 19.196]","(18.756, 20.537]","(98.373, 105.509]","(355.837, 378.022]"
"(12.928, 14.699]","(13.569, 15.445]","(16.974, 18.756]","(69.831, 76.967]","(244.909, 267.095]"
"(16.47, 18.241]","(15.445, 17.32]","(11.631, 13.412]","(84.102, 91.238]","(311.466, 333.651]"
"(14.699, 16.47]","(24.822, 26.697]","(20.537, 22.318]","(105.509, 112.644]","(378.022, 400.208]"
"(20.012, 21.783]","(17.32, 19.196]","(16.974, 18.756]","(91.238, 98.373]","(333.651, 355.837]"
"(18.241, 20.012]","(13.569, 15.445]","(18.756, 20.537]","(84.102, 91.238]","(311.466, 333.651]"
"(12.928, 14.699]","(22.946, 24.822]","(16.974, 18.756]","(98.373, 105.509]","(333.651, 355.837]"
"(16.47, 18.241]","(17.32, 19.196]","(13.412, 15.193]","(84.102, 91.238]","(289.28, 311.466]"
