X,Y
0,"(1.727, 2.363]"
1,"(4.269, 4.904]"
1,"(7.446, 8.081]"
1,"(7.446, 8.081]"
1,"(3.633, 4.269]"
1,"(2.363, 2.998]"
1,"(1.727, 2.363]"
1,"(3.633, 4.269]"
1,"(3.633, 4.269]"
1,"(4.269, 4.904]"
0,"(5.54, 6.175]"
1,"(2.363, 2.998]"
0,"(4.904, 5.54]"
1,"(2.998, 3.633]"
1,"(2.363, 2.998]"
1,"(1.092, 1.727]"
0,"(5.54, 6.175]"
1,"(2.363, 2.998]"
1,"(2.998, 3.633]"
1,"(1.727, 2.363]"
1,"(4.904, 5.54]"
1,"(4.269, 4.904]"
1,"(-0.825, -0.179]"
1,"(5.54, 6.175]"
1,"(3.633, 4.269]"
1,"(4.269, 4.904]"
0,"(6.81, 7.446]"
1,"(4.904, 5.54]"
0,"(2.998, 3.633]"
1,"(6.81, 7.446]"
1,"(2.363, 2.998]"
1,"(2.998, 3.633]"
1,"(5.54, 6.175]"
1,"(0.456, 1.092]"
0,"(8.716, 9.352]"
1,"(2.363, 2.998]"
1,"(2.363, 2.998]"
1,"(8.716, 9.352]"
1,"(0.456, 1.092]"
1,"(-0.179, 0.456]"
1,"(4.269, 4.904]"
1,"(1.727, 2.363]"
0,"(3.633, 4.269]"
1,"(2.998, 3.633]"
1,"(4.269, 4.904]"
0,"(4.904, 5.54]"
1,"(4.904, 5.54]"
1,"(1.092, 1.727]"
0,"(8.716, 9.352]"
1,"(-0.179, 0.456]"
1,"(3.633, 4.269]"
1,"(7.446, 8.081]"
0,"(4.904, 5.54]"
1,"(5.54, 6.175]"
1,"(1.727, 2.363]"
1,"(1.092, 1.727]"
0,"(1.727, 2.363]"
1,"(2.363, 2.998]"
1,"(6.81, 7.446]"
1,"(4.269, 4.904]"
1,"(4.904, 5.54]"
1,"(9.352, 9.987]"
1,"(4.269, 4.904]"
1,"(2.998, 3.633]"
1,"(4.269, 4.904]"
1,"(5.54, 6.175]"
1,"(3.633, 4.269]"
1,"(4.269, 4.904]"
1,"(2.998, 3.633]"
1,"(3.633, 4.269]"
1,"(6.81, 7.446]"
0,"(4.904, 5.54]"
0,"(6.175, 6.81]"
1,"(3.633, 4.269]"
1,"(4.269, 4.904]"
1,"(1.727, 2.363]"
0,"(6.175, 6.81]"
1,"(3.633, 4.269]"
1,"(5.54, 6.175]"
1,"(2.998, 3.633]"
1,"(5.54, 6.175]"
1,"(6.81, 7.446]"
0,"(6.175, 6.81]"
1,"(4.269, 4.904]"
0,"(6.175, 6.81]"
1,"(5.54, 6.175]"
0,"(5.54, 6.175]"
1,"(6.175, 6.81]"
1,"(6.175, 6.81]"
0,"(6.175, 6.81]"
1,"(2.998, 3.633]"
1,"(6.175, 6.81]"
1,"(1.727, 2.363]"
1,"(2.363, 2.998]"
1,"(1.092, 1.727]"
0,"(4.904, 5.54]"
0,"(8.081, 8.716]"
1,"(4.904, 5.54]"
1,"(4.269, 4.904]"
1,"(4.904, 5.54]"
