X,Y
0,"(2.218, 2.48]"
1,"(4.401, 4.461]"
1,"(7.5, 8.592]"
1,"(7.046, 7.5]"
1,"(3.826, 3.927]"
1,"(2.805, 2.964]"
1,"(2.218, 2.48]"
1,"(3.826, 3.927]"
1,"(3.826, 3.927]"
1,"(4.858, 4.955]"
0,"(5.574, 5.761]"
1,"(2.48, 2.805]"
0,"(5.46, 5.574]"
1,"(3.433, 3.598]"
1,"(2.964, 3.239]"
1,"(0.689, 1.256]"
0,"(5.574, 5.761]"
1,"(2.805, 2.964]"
1,"(3.239, 3.433]"
1,"(1.933, 2.218]"
1,"(5.104, 5.46]"
1,"(4.651, 4.858]"
1,"(-0.815, 0.689]"
1,"(5.761, 5.953]"
1,"(4.182, 4.401]"
1,"(4.651, 4.858]"
0,"(7.046, 7.5]"
1,"(5.104, 5.46]"
0,"(3.598, 3.826]"
1,"(6.756, 7.046]"
1,"(2.48, 2.805]"
1,"(3.239, 3.433]"
1,"(5.46, 5.574]"
1,"(-0.815, 0.689]"
0,"(8.592, 9.987]"
1,"(2.48, 2.805]"
1,"(2.964, 3.239]"
1,"(8.592, 9.987]"
1,"(0.689, 1.256]"
1,"(-0.815, 0.689]"
1,"(4.651, 4.858]"
1,"(1.933, 2.218]"
0,"(3.927, 4.182]"
1,"(3.433, 3.598]"
1,"(4.461, 4.651]"
0,"(5.46, 5.574]"
1,"(5.104, 5.46]"
1,"(0.689, 1.256]"
0,"(8.592, 9.987]"
1,"(-0.815, 0.689]"
1,"(4.182, 4.401]"
1,"(7.5, 8.592]"
0,"(4.858, 4.955]"
1,"(5.953, 6.205]"
1,"(1.256, 1.933]"
1,"(1.256, 1.933]"
0,"(2.218, 2.48]"
1,"(2.805, 2.964]"
1,"(7.046, 7.5]"
1,"(4.461, 4.651]"
1,"(5.104, 5.46]"
1,"(8.592, 9.987]"
1,"(4.401, 4.461]"
1,"(3.433, 3.598]"
1,"(4.461, 4.651]"
1,"(5.953, 6.205]"
1,"(3.927, 4.182]"
1,"(4.651, 4.858]"
1,"(3.433, 3.598]"
1,"(3.598, 3.826]"
1,"(6.756, 7.046]"
0,"(4.955, 5.104]"
0,"(6.48, 6.756]"
1,"(3.598, 3.826]"
1,"(4.401, 4.461]"
1,"(1.933, 2.218]"
0,"(6.205, 6.48]"
1,"(3.927, 4.182]"
1,"(5.761, 5.953]"
1,"(3.239, 3.433]"
1,"(5.953, 6.205]"
1,"(6.756, 7.046]"
0,"(6.756, 7.046]"
1,"(4.182, 4.401]"
0,"(6.48, 6.756]"
1,"(5.574, 5.761]"
0,"(5.761, 5.953]"
1,"(6.205, 6.48]"
1,"(5.953, 6.205]"
0,"(6.205, 6.48]"
1,"(2.964, 3.239]"
1,"(6.48, 6.756]"
1,"(1.933, 2.218]"
1,"(2.805, 2.964]"
1,"(1.256, 1.933]"
0,"(4.858, 4.955]"
0,"(7.5, 8.592]"
1,"(4.955, 5.104]"
1,"(4.182, 4.401]"
1,"(4.955, 5.104]"
