A,B,C,D,E
"(20.006, 20.626]","(20.724, 21.362]","(11.467, 12.118]","(103.178, 105.566]","(342.732, 350.402]"
"(20.006, 20.626]","(20.087, 20.724]","(14.071, 14.723]","(100.79, 103.178]","(342.732, 350.402]"
"(18.766, 19.386]","(21.362, 21.999]","(14.723, 15.374]","(100.79, 103.178]","(342.732, 350.402]"
"(19.386, 20.006]","(21.362, 21.999]","(13.42, 14.071]","(103.178, 105.566]","(358.073, 365.743]"
"(16.907, 17.527]","(21.362, 21.999]","(11.467, 12.118]","(100.79, 103.178]","(335.061, 342.732]"
"(14.427, 15.047]","(21.362, 21.999]","(16.676, 17.327]","(91.238, 93.626]","(327.391, 335.061]"
"(20.006, 20.626]","(20.724, 21.362]","(13.42, 14.071]","(103.178, 105.566]","(350.402, 358.073]"
"(18.146, 18.766]","(23.912, 24.549]","(12.769, 13.42]","(105.566, 107.954]","(350.402, 358.073]"
"(20.626, 21.246]","(18.174, 18.812]","(13.42, 14.071]","(96.014, 98.402]","(319.72, 327.391]"
"(21.865, 22.485]","(20.087, 20.724]","(12.769, 13.42]","(100.79, 103.178]","(335.061, 342.732]"
"(19.386, 20.006]","(20.087, 20.724]","(16.676, 17.327]","(100.79, 103.178]","(350.402, 358.073]"
"(20.006, 20.626]","(19.449, 20.087]","(11.467, 12.118]","(98.402, 100.79]","(327.391, 335.061]"
"(16.907, 17.527]","(20.087, 20.724]","(17.327, 17.978]","(93.626, 96.014]","(335.061, 342.732]"
"(21.246, 21.865]","(20.087, 20.724]","(16.025, 16.676]","(107.954, 110.342]","(373.414, 381.084]"
"(16.287, 16.907]","(18.812, 19.449]","(16.025, 16.676]","(88.85, 91.238]","(319.72, 327.391]"
"(18.766, 19.386]","(21.999, 22.637]","(14.071, 14.723]","(100.79, 103.178]","(342.732, 350.402]"
"(17.527, 18.146]","(18.812, 19.449]","(17.327, 17.978]","(91.238, 93.626]","(327.391, 335.061]"
"(20.006, 20.626]","(20.087, 20.724]","(12.118, 12.769]","(100.79, 103.178]","(342.732, 350.402]"
"(19.386, 20.006]","(20.724, 21.362]","(15.374, 16.025]","(100.79, 103.178]","(358.073, 365.743]"
"(16.287, 16.907]","(19.449, 20.087]","(13.42, 14.071]","(88.85, 91.238]","(312.05, 319.72]"
"(18.766, 19.386]","(18.812, 19.449]","(15.374, 16.025]","(98.402, 100.79]","(342.732, 350.402]"
"(16.907, 17.527]","(16.262, 16.9]","(15.374, 16.025]","(84.073, 86.462]","(296.709, 304.379]"
"(18.146, 18.766]","(15.625, 16.262]","(15.374, 16.025]","(84.073, 86.462]","(296.709, 304.379]"
"(20.626, 21.246]","(18.812, 19.449]","(13.42, 14.071]","(96.014, 98.402]","(327.391, 335.061]"
"(16.907, 17.527]","(18.174, 18.812]","(14.071, 14.723]","(86.462, 88.85]","(296.709, 304.379]"
"(23.105, 23.725]","(17.537, 18.174]","(14.071, 14.723]","(100.79, 103.178]","(342.732, 350.402]"
"(18.766, 19.386]","(19.449, 20.087]","(11.467, 12.118]","(98.402, 100.79]","(327.391, 335.061]"
"(21.246, 21.865]","(21.362, 21.999]","(12.769, 13.42]","(105.566, 107.954]","(358.073, 365.743]"
"(24.345, 24.964]","(19.449, 20.087]","(16.676, 17.327]","(105.566, 107.954]","(365.743, 373.414]"
"(16.287, 16.907]","(16.262, 16.9]","(14.071, 14.723]","(79.297, 81.685]","(281.368, 289.039]"
"(18.766, 19.386]","(18.174, 18.812]","(16.025, 16.676]","(91.238, 93.626]","(327.391, 335.061]"
"(19.386, 20.006]","(23.274, 23.912]","(16.025, 16.676]","(112.73, 115.119]","(396.425, 404.096]"
"(17.527, 18.146]","(17.537, 18.174]","(16.676, 17.327]","(88.85, 91.238]","(319.72, 327.391]"
"(21.865, 22.485]","(19.449, 20.087]","(14.723, 15.374]","(100.79, 103.178]","(342.732, 350.402]"
"(19.386, 20.006]","(18.174, 18.812]","(16.676, 17.327]","(96.014, 98.402]","(342.732, 350.402]"
"(22.485, 23.105]","(19.449, 20.087]","(15.374, 16.025]","(103.178, 105.566]","(358.073, 365.743]"
"(18.766, 19.386]","(23.912, 24.549]","(11.467, 12.118]","(105.566, 107.954]","(358.073, 365.743]"
"(20.626, 21.246]","(20.724, 21.362]","(12.769, 13.42]","(103.178, 105.566]","(350.402, 358.073]"
"(18.766, 19.386]","(18.812, 19.449]","(10.816, 11.467]","(88.85, 91.238]","(304.379, 312.05]"
"(18.766, 19.386]","(19.449, 20.087]","(12.769, 13.42]","(100.79, 103.178]","(342.732, 350.402]"
"(20.006, 20.626]","(22.637, 23.274]","(16.025, 16.676]","(110.342, 112.73]","(381.084, 388.755]"
