A,B,C,D,E
"(19.879, 20.073]","(16.546, 17.22]","(8.55, 11.539]","(86.776, 89.74]","(264.567, 303.057]"
"(20.453, 20.641]","(19.297, 19.522]","(16.688, 16.958]","(98.038, 98.773]","(344.066, 346.341]"
"(19.082, 19.308]","(19.713, 19.92]","(11.539, 12.143]","(99.513, 100.256]","(334.663, 336.866]"
"(19.494, 19.667]","(18.86, 19.098]","(16.688, 16.958]","(94.977, 95.814]","(336.866, 339.463]"
"(17.132, 17.613]","(16.546, 17.22]","(13.07, 13.415]","(72.81299999999999, 86.776]","(264.567, 303.057]"
"(13.807, 16.425]","(21.992, 22.369]","(14.897, 15.128]","(98.038, 98.773]","(336.866, 339.463]"
"(20.453, 20.641]","(18.622, 18.86]","(13.677, 13.914]","(96.576, 97.438]","(329.666, 331.847]"
"(18.035, 18.291]","(18.035, 18.328]","(8.55, 11.539]","(89.74, 91.695]","(264.567, 303.057]"
"(20.641, 20.862]","(18.86, 19.098]","(8.55, 11.539]","(102.54, 103.41]","(336.866, 339.463]"
"(21.665, 22.025]","(17.709, 18.035]","(16.169, 16.392]","(97.438, 98.038]","(341.763, 344.066]"
"(19.879, 20.073]","(21.715, 21.992]","(14.314, 14.526]","(108.674, 110.272]","(364.397, 368.068]"
"(20.453, 20.641]","(16.546, 17.22]","(14.314, 14.526]","(89.74, 91.695]","(303.057, 313.227]"
"(16.425, 17.132]","(21.992, 22.369]","(15.928, 16.169]","(104.367, 105.09]","(358.1, 360.849]"
"(21.394, 21.665]","(21.213, 21.455]","(14.689, 14.897]","(106.261, 107.496]","(364.397, 368.068]"
"(16.425, 17.132]","(21.213, 21.455]","(16.958, 17.321]","(97.438, 98.038]","(344.066, 346.341]"
"(18.873, 19.082]","(19.297, 19.522]","(14.897, 15.128]","(96.576, 97.438]","(334.663, 336.866]"
"(17.613, 18.035]","(22.369, 22.777]","(15.128, 15.286]","(105.09, 106.261]","(360.849, 364.397]"
"(19.879, 20.073]","(17.709, 18.035]","(15.928, 16.169]","(86.776, 89.74]","(318.778, 323.274]"
"(19.667, 19.879]","(21.008, 21.213]","(18.551, 22.545]","(98.773, 99.513]","(353.214, 355.445]"
"(16.425, 17.132]","(18.86, 19.098]","(13.914, 14.119]","(89.74, 91.695]","(303.057, 313.227]"
"(18.624, 18.873]","(20.519, 20.763]","(17.321, 17.894]","(101.704, 102.54]","(358.1, 360.849]"
"(17.132, 17.613]","(20.519, 20.763]","(14.526, 14.689]","(92.83, 94.015]","(323.274, 326.864]"
"(18.624, 18.873]","(20.31, 20.519]","(11.539, 12.143]","(100.256, 101.03]","(339.463, 341.763]"
"(20.641, 20.862]","(18.622, 18.86]","(14.689, 14.897]","(98.773, 99.513]","(336.866, 339.463]"
"(16.425, 17.132]","(19.098, 19.297]","(11.539, 12.143]","(91.695, 92.83]","(303.057, 313.227]"
"(22.775, 23.435]","(19.098, 19.297]","(15.286, 15.517]","(103.41, 104.367]","(358.1, 360.849]"
"(18.873, 19.082]","(16.546, 17.22]","(13.677, 13.914]","(72.81299999999999, 86.776]","(264.567, 303.057]"
"(21.121, 21.394]","(18.035, 18.328]","(18.551, 22.545]","(98.038, 98.773]","(348.887, 351.142]"
"(23.435, 27.099]","(21.455, 21.715]","(12.702, 13.07]","(110.272, 113.183]","(372.557, 376.848]"
"(16.425, 17.132]","(19.297, 19.522]","(15.517, 15.724]","(91.695, 92.83]","(318.778, 323.274]"
"(18.873, 19.082]","(21.008, 21.213]","(16.958, 17.321]","(99.513, 100.256]","(348.887, 351.142]"
"(19.308, 19.494]","(21.008, 21.213]","(18.551, 22.545]","(101.03, 101.704]","(364.397, 368.068]"
"(18.035, 18.291]","(21.992, 22.369]","(14.526, 14.689]","(101.704, 102.54]","(346.341, 348.887]"
"(22.025, 22.37]","(19.92, 20.114]","(12.143, 12.702]","(102.54, 103.41]","(348.887, 351.142]"
"(19.494, 19.667]","(21.715, 21.992]","(15.286, 15.517]","(103.41, 104.367]","(358.1, 360.849]"
"(22.37, 22.775]","(20.519, 20.763]","(16.169, 16.392]","(106.261, 107.496]","(368.068, 372.557]"
"(18.873, 19.082]","(16.546, 17.22]","(16.392, 16.688]","(86.776, 89.74]","(313.227, 318.778]"
"(20.641, 20.862]","(18.035, 18.328]","(14.314, 14.526]","(98.038, 98.773]","(336.866, 339.463]"
"(19.082, 19.308]","(13.861, 16.546]","(12.143, 12.702]","(89.74, 91.695]","(303.057, 313.227]"
"(19.082, 19.308]","(18.035, 18.328]","(13.415, 13.677]","(89.74, 91.695]","(313.227, 318.778]"
"(20.453, 20.641]","(21.213, 21.455]","(13.914, 14.119]","(102.54, 103.41]","(348.887, 351.142]"
"(21.121, 21.394]","(19.297, 19.522]","(8.55, 11.539]","(98.038, 98.773]","(326.864, 329.666]"
"(18.291, 18.624]","(18.86, 19.098]","(17.321, 17.894]","(89.74, 91.695]","(318.778, 323.274]"
"(18.291, 18.624]","(22.777, 23.55]","(14.314, 14.526]","(107.496, 108.674]","(364.397, 368.068]"
"(18.624, 18.873]","(19.522, 19.713]","(12.143, 12.702]","(96.576, 97.438]","(329.666, 331.847]"
"(19.667, 19.879]","(13.861, 16.546]","(13.415, 13.677]","(72.81299999999999, 86.776]","(264.567, 303.057]"
"(17.132, 17.613]","(18.622, 18.86]","(15.724, 15.928]","(89.74, 91.695]","(313.227, 318.778]"
"(19.308, 19.494]","(19.098, 19.297]","(14.897, 15.128]","(96.576, 97.438]","(334.663, 336.866]"
"(22.025, 22.37]","(22.777, 23.55]","(16.169, 16.392]","(110.272, 113.183]","(376.848, 385.414]"
"(17.132, 17.613]","(16.546, 17.22]","(11.539, 12.143]","(86.776, 89.74]","(264.567, 303.057]"
"(19.494, 19.667]","(19.522, 19.713]","(15.286, 15.517]","(96.576, 97.438]","(336.866, 339.463]"
"(23.435, 27.099]","(19.713, 19.92]","(16.958, 17.321]","(107.496, 108.674]","(376.848, 385.414]"
"(18.624, 18.873]","(18.035, 18.328]","(13.914, 14.119]","(89.74, 91.695]","(313.227, 318.778]"
"(18.035, 18.291]","(19.713, 19.92]","(13.914, 14.119]","(95.814, 96.576]","(329.666, 331.847]"
"(20.453, 20.641]","(19.522, 19.713]","(15.286, 15.517]","(98.773, 99.513]","(341.763, 344.066]"
"(19.879, 20.073]","(20.31, 20.519]","(17.894, 18.551]","(102.54, 103.41]","(360.849, 364.397]"
"(21.665, 22.025]","(16.546, 17.22]","(11.539, 12.143]","(94.015, 94.977]","(318.778, 323.274]"
"(16.425, 17.132]","(21.455, 21.715]","(14.526, 14.689]","(95.814, 96.576]","(331.847, 334.663]"
"(20.073, 20.275]","(13.861, 16.546]","(11.539, 12.143]","(86.776, 89.74]","(264.567, 303.057]"
"(20.073, 20.275]","(23.55, 26.885]","(14.526, 14.689]","(113.183, 127.556]","(385.414, 437.063]"
"(19.667, 19.879]","(18.328, 18.622]","(13.677, 13.914]","(95.814, 96.576]","(326.864, 329.666]"
"(18.291, 18.624]","(21.008, 21.213]","(16.958, 17.321]","(96.576, 97.438]","(339.463, 341.763]"
"(20.275, 20.453]","(19.713, 19.92]","(14.314, 14.526]","(98.038, 98.773]","(339.463, 341.763]"
"(22.37, 22.775]","(13.861, 16.546]","(14.119, 14.314]","(86.776, 89.74]","(264.567, 303.057]"
"(20.073, 20.275]","(13.861, 16.546]","(15.286, 15.517]","(72.81299999999999, 86.776]","(264.567, 303.057]"
"(20.275, 20.453]","(20.31, 20.519]","(13.677, 13.914]","(104.367, 105.09]","(355.445, 358.1]"
"(20.641, 20.862]","(21.992, 22.369]","(16.958, 17.321]","(110.272, 113.183]","(385.414, 437.063]"
"(19.494, 19.667]","(17.22, 17.709]","(12.143, 12.702]","(89.74, 91.695]","(303.057, 313.227]"
"(18.624, 18.873]","(20.31, 20.519]","(14.526, 14.689]","(98.038, 98.773]","(336.866, 339.463]"
"(20.453, 20.641]","(21.008, 21.213]","(14.314, 14.526]","(101.704, 102.54]","(346.341, 348.887]"
"(22.775, 23.435]","(17.709, 18.035]","(13.07, 13.415]","(95.814, 96.576]","(329.666, 331.847]"
"(21.121, 21.394]","(17.709, 18.035]","(13.677, 13.914]","(98.038, 98.773]","(339.463, 341.763]"
"(19.494, 19.667]","(18.035, 18.328]","(15.724, 15.928]","(94.015, 94.977]","(326.864, 329.666]"
"(22.025, 22.37]","(17.22, 17.709]","(13.415, 13.677]","(94.977, 95.814]","(323.274, 326.864]"
"(21.665, 22.025]","(22.369, 22.777]","(8.55, 11.539]","(113.183, 127.556]","(372.557, 376.848]"
"(22.37, 22.775]","(21.213, 21.455]","(15.517, 15.724]","(108.674, 110.272]","(372.557, 376.848]"
"(13.807, 16.425]","(21.455, 21.715]","(13.677, 13.914]","(101.03, 101.704]","(346.341, 348.887]"
"(20.275, 20.453]","(17.709, 18.035]","(8.55, 11.539]","(95.814, 96.576]","(318.778, 323.274]"
"(23.435, 27.099]","(20.114, 20.31]","(17.894, 18.551]","(106.261, 107.496]","(372.557, 376.848]"
"(23.435, 27.099]","(20.31, 20.519]","(16.688, 16.958]","(107.496, 108.674]","(372.557, 376.848]"
"(19.667, 19.879]","(20.31, 20.519]","(17.321, 17.894]","(101.03, 101.704]","(358.1, 360.849]"
"(18.624, 18.873]","(21.715, 21.992]","(8.55, 11.539]","(105.09, 106.261]","(351.142, 353.214]"
"(18.291, 18.624]","(21.715, 21.992]","(15.724, 15.928]","(99.513, 100.256]","(344.066, 346.341]"
"(19.879, 20.073]","(19.297, 19.522]","(12.143, 12.702]","(97.438, 98.038]","(331.847, 334.663]"
"(19.667, 19.879]","(19.522, 19.713]","(13.415, 13.677]","(97.438, 98.038]","(334.663, 336.866]"
"(20.862, 21.121]","(20.31, 20.519]","(13.914, 14.119]","(103.41, 104.367]","(351.142, 353.214]"
"(19.494, 19.667]","(22.369, 22.777]","(8.55, 11.539]","(107.496, 108.674]","(348.887, 351.142]"
"(18.624, 18.873]","(21.008, 21.213]","(15.928, 16.169]","(94.015, 94.977]","(334.663, 336.866]"
"(19.494, 19.667]","(21.213, 21.455]","(13.07, 13.415]","(104.367, 105.09]","(353.214, 355.445]"
"(19.494, 19.667]","(18.86, 19.098]","(15.128, 15.286]","(96.576, 97.438]","(331.847, 334.663]"
"(18.873, 19.082]","(13.861, 16.546]","(14.526, 14.689]","(86.776, 89.74]","(303.057, 313.227]"
"(16.425, 17.132]","(17.709, 18.035]","(17.321, 17.894]","(86.776, 89.74]","(318.778, 323.274]"
"(19.494, 19.667]","(18.622, 18.86]","(12.143, 12.702]","(94.977, 95.814]","(318.778, 323.274]"
"(18.624, 18.873]","(21.715, 21.992]","(12.143, 12.702]","(101.704, 102.54]","(344.066, 346.341]"
"(19.082, 19.308]","(21.213, 21.455]","(14.119, 14.314]","(106.261, 107.496]","(360.849, 364.397]"
"(17.613, 18.035]","(18.622, 18.86]","(15.517, 15.724]","(91.695, 92.83]","(323.274, 326.864]"
"(21.121, 21.394]","(22.777, 23.55]","(17.894, 18.551]","(110.272, 113.183]","(385.414, 437.063]"
"(20.641, 20.862]","(19.92, 20.114]","(13.677, 13.914]","(102.54, 103.41]","(348.887, 351.142]"
"(13.807, 16.425]","(13.861, 16.546]","(14.689, 14.897]","(72.81299999999999, 86.776]","(264.567, 303.057]"
