A,B,C,D,E
"(19.944, 20.229]","(23.328, 23.779]","(13.817, 14.117]","(112.335, 114.48]","(383.798, 390.928]"
"(20.665, 20.881]","(19.905, 20.143]","(17.301, 17.676]","(102.549, 103.601]","(356.288, 359.413]"
"(18.727, 19.011]","(16.573, 16.967]","(12.599, 12.897]","(93.662, 94.796]","(319.12, 322.615]"
"(19.195, 19.415]","(19.244, 19.443]","(16.156, 16.454]","(97.883, 98.703]","(341.365, 344.184]"
"(16.121, 16.762]","(21.228, 21.526]","(15.58, 15.896]","(101.679, 102.549]","(353.471, 356.288]"
"(10.711, 14.456]","(23.779, 24.387]","(15.357, 15.58]","(95.986, 96.958]","(332.033, 334.894]"
"(20.665, 20.881]","(19.706, 19.905]","(11.911, 12.267]","(104.754, 105.625]","(344.184, 347.611]"
"(17.165, 17.462]","(10.792, 14.367]","(12.267, 12.599]","(82.772, 85.321]","(280.986, 293.351]"
"(21.17, 21.436]","(18.667, 18.879]","(17.975, 18.426]","(96.958, 97.883]","(341.365, 344.184]"
"(22.512, 22.934]","(22.219, 22.476]","(9.632, 10.766]","(112.335, 114.48]","(371.021, 374.9]"
"(19.944, 20.229]","(19.244, 19.443]","(19.523, 20.473]","(96.958, 97.883]","(356.288, 359.413]"
"(20.665, 20.881]","(23.779, 24.387]","(20.473, 26.317]","(110.764, 112.335]","(398.19, 408.47]"
"(15.391, 16.121]","(18.667, 18.879]","(14.336, 14.601]","(85.321, 87.589]","(301.138, 306.753]"
"(22.108, 22.512]","(19.706, 19.905]","(5.669, 9.632]","(107.783, 109.202]","(350.127, 353.471]"
"(14.456, 15.391]","(14.367, 15.223]","(19.523, 20.473]","(63.015, 79.387]","(229.47899999999998, 280.986]"
"(18.49, 18.727]","(24.387, 25.515]","(12.599, 12.897]","(112.335, 114.48]","(374.9, 378.807]"
"(16.762, 17.165]","(20.699, 20.939]","(15.106, 15.357]","(102.549, 103.601]","(353.471, 356.288]"
"(19.944, 20.229]","(22.219, 22.476]","(18.426, 18.838]","(104.754, 105.625]","(371.021, 374.9]"
"(19.415, 19.707]","(23.779, 24.387]","(9.632, 10.766]","(114.48, 116.543]","(374.9, 378.807]"
