A,B,C,D,E
2,3,2,3,129
2,2,3,2,100
1,1,0,1,64
1,2,3,2,87
0,2,3,2,99
0,3,3,1,77
2,2,0,2,89
0,0,0,0,34
3,1,3,2,86
3,2,0,3,117
2,2,3,2,100
2,3,3,3,142
0,1,2,0,48
3,2,0,3,97
0,0,3,0,24
1,3,0,3,119
0,2,2,2,99
2,2,3,2,115
1,3,0,4,119
0,3,3,5,170
1,1,3,1,69
0,2,3,2,85
1,2,0,2,82
2,3,3,4,142
0,2,2,1,54
3,2,0,3,109
1,3,3,3,122
3,2,3,3,119
3,2,3,4,148
0,2,3,1,73
1,1,1,1,58
1,2,2,3,107
0,2,0,2,89
3,1,2,2,89
1,2,3,2,99
3,2,0,3,102
1,2,3,2,102
3,2,0,2,86
1,0,1,0,35
1,3,3,3,123
2,2,0,2,95
3,3,2,4,144
0,2,0,2,80
0,2,2,2,88
0,0,3,0,51
1,3,3,4,141
0,3,2,2,98
1,2,3,2,102
3,1,0,1,65
0,2,2,1,82
1,0,1,0,27
3,1,2,2,80
1,2,0,1,51
0,2,3,1,87
2,2,1,2,88
2,1,3,2,94
3,2,3,4,144
0,1,3,0,54
2,1,3,1,69
2,2,3,3,113
1,1,0,1,67
0,1,3,1,72
2,0,1,0,36
3,2,3,3,122
2,2,3,2,103
2,0,1,0,25
3,2,3,2,121
1,2,2,3,101
0,2,3,2,89
2,2,2,2,86
3,2,3,3,141
3,1,0,1,74
1,2,0,2,100
3,1,0,2,76
3,3,3,5,164
3,2,3,3,111
0,1,0,0,29
2,1,3,2,92
3,1,3,2,95
3,1,3,2,124
1,2,3,3,117
1,2,0,2,75
0,2,0,2,77
1,1,3,1,82
1,3,0,4,129
3,3,3,5,165
1,3,1,3,116
0,2,0,2,63
1,2,3,4,136
1,3,3,2,112
1,3,3,4,136
0,2,2,3,107
1,2,3,2,111
1,1,2,1,64
1,3,0,3,106
0,2,3,2,101
3,0,2,1,68
3,1,3,1,60
0,2,0,1,52
3,2,0,3,100
2,2,2,2,83
3,1,2,1,73
3,1,3,1,66
3,1,0,1,70
0,2,2,1,56
3,0,0,2,76
0,2,0,2,85
1,2,0,1,62
3,0,3,1,66
0,2,3,1,79
3,2,0,4,123
1,1,3,1,62
1,0,3,0,48
3,2,0,4,124
0,0,2,0,33
0,2,3,1,75
3,1,3,2,108
0,2,1,1,50
0,0,2,0,23
1,1,3,1,69
2,2,0,3,107
1,1,2,1,53
3,1,1,2,83
0,1,1,0,30
3,2,0,3,96
0,2,0,1,74
2,2,0,3,97
3,3,3,4,152
1,0,3,0,31
3,2,0,3,110
0,1,2,0,49
0,1,0,0,44
0,2,3,1,62
1,2,2,2,93
3,0,0,2,70
2,0,0,0,19
3,3,2,4,134
3,2,3,4,156
2,2,0,3,102
1,2,3,3,110
2,2,0,2,84
3,2,0,2,78
2,2,2,3,107
2,3,3,5,166
1,0,3,0,28
1,0,2,0,21
3,1,2,2,89
1,0,2,0,45
2,3,0,4,128
1,2,3,2,102
2,1,3,1,66
0,2,1,1,63
2,2,1,2,92
2,2,1,2,95
3,3,1,5,162
1,3,3,3,110
3,2,3,4,145
3,1,0,2,87
3,1,3,1,78
2,0,2,1,71
2,2,0,2,99
3,2,3,2,111
1,2,2,2,86
3,1,3,3,115
3,2,3,3,116
2,2,3,2,108
1,1,3,2,93
3,1,2,2,95
0,2,2,2,82
1,2,0,2,76
0,2,3,1,77
1,1,2,2,78
3,1,0,2,66
3,1,3,1,68
2,2,2,3,117
3,3,3,4,148
3,2,3,3,136
1,1,3,0,52
3,2,2,4,125
3,2,3,2,94
1,0,2,0,29
0,2,3,2,111
0,1,0,0,30
0,2,2,2,87
1,2,3,2,97
3,1,2,2,105
3,2,3,3,115
3,2,2,4,142
1,0,0,0,24
3,2,2,3,126
0,2,3,1,73
3,2,1,3,122
2,2,3,2,91
3,0,3,1,69
2,2,3,2,109
0,2,2,1,60
3,3,3,6,174
3,2,2,2,98
0,1,1,0,22
0,2,3,1,87
3,3,3,4,140
3,2,2,4,140
3,2,3,4,148
3,3,1,6,177
2,1,3,1,64
0,0,3,0,21
1,0,2,0,40
1,1,2,1,52
2,1,3,0,57
3,2,2,3,128
0,2,3,2,90
3,0,3,1,73
3,2,0,3,119
1,2,2,2,96
1,2,2,2,87
3,2,3,3,130
3,3,0,5,161
1,2,3,1,73
2,1,3,1,76
0,3,0,3,89
3,2,2,4,139
1,2,3,3,115
2,1,3,2,93
1,1,1,1,70
3,2,2,3,119
1,2,0,2,75
0,2,0,2,74
1,2,0,2,97
3,1,0,2,78
1,1,3,1,62
3,0,3,1,86
3,3,3,4,140
1,2,0,2,92
1,2,3,3,121
3,2,0,2,97
3,2,3,1,81
3,1,3,3,121
3,0,3,1,73
3,2,2,3,130
3,0,0,0,20
3,3,3,5,164
0,0,3,0,43
3,3,1,5,155
1,0,0,0,30
3,1,3,1,81
3,2,2,3,120
3,2,0,2,90
0,2,3,1,71
0,1,0,1,65
0,2,2,1,65
3,1,3,2,103
2,2,3,2,93
0,2,0,1,53
1,2,2,2,103
0,1,3,0,59
2,2,3,3,126
3,2,2,3,127
3,0,2,1,71
3,2,3,2,105
0,1,3,1,69
0,0,3,0,46
0,2,3,2,107
3,2,3,3,115
2,3,3,4,144
1,2,0,1,70
1,1,0,2,70
0,0,0,0,32
0,2,0,1,68
1,2,3,2,88
2,1,2,1,66
0,0,0,0,5
1,2,3,3,117
3,2,0,2,97
1,2,3,2,108
3,2,0,3,105
0,3,3,1,77
0,2,2,1,54
1,2,3,2,99
3,2,3,2,110
1,2,3,2,101
3,3,0,4,141
3,2,3,3,150
3,1,2,2,92
3,2,2,5,160
3,0,3,1,72
1,2,1,1,67
2,2,2,3,111
3,3,2,4,139
2,0,3,0,54
3,2,0,2,91
2,1,0,1,61
3,0,3,0,54
1,1,3,1,77
3,1,0,2,86
1,0,2,0,37
2,3,2,4,147
1,1,3,2,83
3,1,0,2,77
3,2,2,2,101
1,1,3,2,92
3,3,2,4,139
3,1,3,2,97
0,2,3,2,99
1,0,0,0,37
3,2,3,2,115
3,3,2,6,177
3,3,2,6,171
1,1,3,1,59
0,2,3,2,80
3,1,0,2,71
2,1,0,1,51
0,0,0,0,4
0,1,3,1,72
3,1,2,1,66
3,1,0,2,82
1,2,3,2,98
0,2,2,1,79
0,2,1,1,67
1,0,2,0,16
0,2,0,2,77
1,1,3,1,60
0,2,3,2,92
1,2,0,2,64
0,2,2,1,60
3,0,0,0,26
1,2,3,2,107
3,0,0,1,46
3,3,3,4,149
2,2,3,2,117
0,2,3,2,88
2,2,3,2,105
0,1,1,0,29
0,2,3,1,67
1,2,3,3,116
0,1,3,0,46
3,1,1,2,100
1,2,0,2,94
0,0,3,0,12
3,3,3,4,153
3,1,3,1,80
3,2,3,2,114
2,2,3,2,96
0,2,1,1,55
3,1,3,1,75
1,2,3,2,113
0,0,3,0,43
1,1,2,1,72
1,2,3,2,112
3,0,2,0,45
3,2,2,3,116
3,0,2,1,68
0,2,2,2,88
2,1,0,2,86
3,2,3,4,142
0,3,3,2,100
0,1,3,0,13
0,2,3,0,66
1,2,3,2,106
1,0,3,0,31
1,1,0,1,54
3,3,3,4,136
0,1,3,0,54
1,2,2,1,61
0,2,3,1,71
0,1,3,0,53
2,1,0,1,44
1,1,2,1,75
3,3,3,3,124
3,2,3,2,117
1,2,1,1,74
2,2,1,2,101
0,1,0,1,55
0,2,3,3,119
1,2,3,1,86
0,2,0,1,63
0,2,0,2,82
0,2,3,1,79
0,2,3,2,95
0,1,0,1,66
1,1,3,1,65
1,1,3,1,60
1,2,2,3,105
3,2,3,2,93
1,2,3,1,103
1,1,2,0,41
2,1,0,1,68
3,0,0,1,68
3,2,1,4,136
2,1,1,1,62
0,1,3,0,61
2,1,0,1,69
