X,Y
1,"(21.76, 23.144]"
1,"(25.135, 25.225]"
0,"(37.32, 50.936]"
0,"(37.32, 50.936]"
0,"(20.142, 21.76]"
0,"(12.538, 17.244]"
0,"(12.538, 17.244]"
0,"(20.142, 21.76]"
0,"(20.142, 21.76]"
1,"(25.332, 25.502]"
1,"(24.799, 25.135]"
1,"(24.247, 24.426]"
1,"(24.72, 24.799]"
0,"(18.767, 20.142]"
1,"(24.488, 24.72]"
0,"(5.136, 9.428]"
1,"(24.72, 24.799]"
1,"(24.426, 24.488]"
0,"(17.244, 18.767]"
0,"(9.428, 12.538]"
1,"(25.502, 25.8]"
0,"(24.488, 24.72]"
0,"(-3.072, 5.136]"
0,"(27.533, 30.662]"
0,"(21.76, 23.144]"
0,"(25.225, 25.332]"
1,"(25.502, 25.8]"
0,"(27.533, 30.662]"
1,"(23.144, 24.041]"
0,"(34.174, 37.32]"
1,"(24.247, 24.426]"
0,"(17.244, 18.767]"
1,"(25.502, 25.8]"
0,"(-3.072, 5.136]"
1,"(26.241, 27.533]"
0,"(12.538, 17.244]"
0,"(12.538, 17.244]"
1,"(26.241, 27.533]"
0,"(5.136, 9.428]"
0,"(-3.072, 5.136]"
1,"(25.332, 25.502]"
0,"(9.428, 12.538]"
1,"(24.041, 24.247]"
0,"(18.767, 20.142]"
0,"(23.144, 24.041]"
1,"(24.72, 24.799]"
1,"(25.502, 25.8]"
0,"(5.136, 9.428]"
1,"(26.241, 27.533]"
0,"(-3.072, 5.136]"
0,"(21.76, 23.144]"
0,"(37.32, 50.936]"
1,"(24.426, 24.488]"
1,"(25.8, 26.241]"
0,"(9.428, 12.538]"
0,"(5.136, 9.428]"
1,"(23.144, 24.041]"
1,"(24.426, 24.488]"
0,"(34.174, 37.32]"
0,"(24.041, 24.247]"
0,"(27.533, 30.662]"
0,"(37.32, 50.936]"
0,"(23.144, 24.041]"
1,"(24.72, 24.799]"
1,"(25.225, 25.332]"
0,"(30.662, 34.174]"
0,"(20.142, 21.76]"
0,"(24.247, 24.426]"
0,"(17.244, 18.767]"
0,"(18.767, 20.142]"
0,"(34.174, 37.32]"
1,"(24.488, 24.72]"
1,"(25.225, 25.332]"
0,"(18.767, 20.142]"
0,"(21.76, 23.144]"
1,"(24.041, 24.247]"
1,"(25.135, 25.225]"
1,"(24.799, 25.135]"
0,"(27.533, 30.662]"
0,"(17.244, 18.767]"
0,"(30.662, 34.174]"
0,"(34.174, 37.32]"
1,"(25.332, 25.502]"
1,"(25.135, 25.225]"
1,"(25.225, 25.332]"
1,"(25.8, 26.241]"
1,"(24.799, 25.135]"
1,"(25.8, 26.241]"
0,"(30.662, 34.174]"
1,"(24.799, 25.135]"
1,"(24.488, 24.72]"
0,"(30.662, 34.174]"
1,"(24.041, 24.247]"
1,"(24.247, 24.426]"
0,"(9.428, 12.538]"
1,"(24.426, 24.488]"
1,"(25.8, 26.241]"
0,"(26.241, 27.533]"
1,"(25.135, 25.225]"
1,"(25.332, 25.502]"
