A,B
"(6.079, 7.558]","(9.6, 10.8]"
"(9.83, 10.416]","(8.0, 8.3]"
"(8.588, 9.206]","(6.2, 7.16]"
"(12.87, 14.95]","(8.0, 8.3]"
"(10.416, 11.03]","(-4.801, 6.2]"
"(7.558, 8.192]","(9.1, 9.6]"
"(11.03, 11.894]","(7.7, 8.0]"
"(12.87, 14.95]","(8.0, 8.3]"
"(12.87, 14.95]","(6.2, 7.16]"
"(10.416, 11.03]","(8.0, 8.3]"
"(10.416, 11.03]","(7.16, 7.7]"
"(12.87, 14.95]","(7.7, 8.0]"
"(7.558, 8.192]","(8.3, 8.6]"
"(11.03, 11.894]","(8.3, 8.6]"
"(10.416, 11.03]","(7.7, 8.0]"
"(9.206, 9.83]","(7.16, 7.7]"
"(6.079, 7.558]","(8.3, 8.6]"
"(8.192, 8.588]","(7.16, 7.7]"
"(10.416, 11.03]","(8.3, 8.6]"
"(8.588, 9.206]","(8.3, 8.6]"
"(11.03, 11.894]","(7.16, 7.7]"
"(11.894, 12.87]","(6.2, 7.16]"
"(8.588, 9.206]","(7.7, 8.0]"
"(11.894, 12.87]","(8.6, 8.8]"
"(7.558, 8.192]","(9.6, 10.8]"
"(8.192, 8.588]","(6.2, 7.16]"
"(12.87, 14.95]","(8.6, 8.8]"
"(12.87, 14.95]","(8.8, 9.1]"
"(12.87, 14.95]","(9.1, 9.6]"
"(12.87, 14.95]","(9.1, 9.6]"
"(11.03, 11.894]","(9.1, 9.6]"
"(6.079, 7.558]","(9.6, 10.8]"
"(6.079, 7.558]","(8.6, 8.8]"
"(8.192, 8.588]","(7.16, 7.7]"
"(9.206, 9.83]","(7.16, 7.7]"
"(11.894, 12.87]","(9.6, 10.8]"
"(6.079, 7.558]","(9.1, 9.6]"
"(10.416, 11.03]","(8.0, 8.3]"
"(11.03, 11.894]","(8.3, 8.6]"
"(6.079, 7.558]","(9.6, 10.8]"
"(8.192, 8.588]","(6.2, 7.16]"
"(6.079, 7.558]","(8.8, 9.1]"
"(9.206, 9.83]","(8.0, 8.3]"
"(8.192, 8.588]","(8.6, 8.8]"
"(9.206, 9.83]","(8.0, 8.3]"
"(10.416, 11.03]","(-4.801, 6.2]"
"(10.416, 11.03]","(8.6, 8.8]"
"(8.588, 9.206]","(8.6, 8.8]"
"(8.192, 8.588]","(8.8, 9.1]"
"(10.416, 11.03]","(-4.801, 6.2]"
"(11.894, 12.87]","(7.7, 8.0]"
"(9.206, 9.83]","(7.7, 8.0]"
"(9.206, 9.83]","(8.0, 8.3]"
"(9.83, 10.416]","(7.7, 8.0]"
"(8.588, 9.206]","(9.1, 9.6]"
"(9.83, 10.416]","(8.8, 9.1]"
"(11.894, 12.87]","(7.7, 8.0]"
"(11.894, 12.87]","(7.7, 8.0]"
"(9.83, 10.416]","(-4.801, 6.2]"
"(12.87, 14.95]","(8.8, 9.1]"
"(8.588, 9.206]","(8.8, 9.1]"
