A,B
"(0.684, 3.88]","(5.44, 10.03]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(5.44, 10.03]"
"(10.24, 13.42]","(10.03, 14.62]"
"(3.88, 7.06]","(5.44, 10.03]"
"(3.88, 7.06]","(5.44, 10.03]"
"(3.88, 7.06]","(10.03, 14.62]"
"(7.06, 10.24]","(5.44, 10.03]"
"(7.06, 10.24]","(10.03, 14.62]"
"(7.06, 10.24]","(5.44, 10.03]"
"(3.88, 7.06]","(5.44, 10.03]"
"(7.06, 10.24]","(5.44, 10.03]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(14.62, 19.21]"
"(3.88, 7.06]","(10.03, 14.62]"
"(7.06, 10.24]","(10.03, 14.62]"
"(3.88, 7.06]","(5.44, 10.03]"
"(7.06, 10.24]","(14.62, 19.21]"
"(7.06, 10.24]","(10.03, 14.62]"
"(7.06, 10.24]","(10.03, 14.62]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(5.44, 10.03]"
"(3.88, 7.06]","(5.44, 10.03]"
"(3.88, 7.06]","(10.03, 14.62]"
"(0.684, 3.88]","(5.44, 10.03]"
"(0.684, 3.88]","(5.44, 10.03]"
"(7.06, 10.24]","(10.03, 14.62]"
"(0.684, 3.88]","(5.44, 10.03]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(5.44, 10.03]"
"(3.88, 7.06]","(19.21, 23.8]"
"(7.06, 10.24]","(10.03, 14.62]"
"(7.06, 10.24]","(10.03, 14.62]"
"(3.88, 7.06]","(10.03, 14.62]"
"(7.06, 10.24]","(10.03, 14.62]"
"(7.06, 10.24]","(5.44, 10.03]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(10.03, 14.62]"
"(7.06, 10.24]","(10.03, 14.62]"
"(3.88, 7.06]","(5.44, 10.03]"
"(7.06, 10.24]","(10.03, 14.62]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(14.62, 19.21]"
"(3.88, 7.06]","(5.44, 10.03]"
"(0.684, 3.88]","(5.44, 10.03]"
"(0.684, 3.88]","(0.827, 5.44]"
"(3.88, 7.06]","(5.44, 10.03]"
"(3.88, 7.06]","(5.44, 10.03]"
"(3.88, 7.06]","(5.44, 10.03]"
"(0.684, 3.88]","(5.44, 10.03]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(19.21, 23.8]"
"(3.88, 7.06]","(5.44, 10.03]"
"(0.684, 3.88]","(5.44, 10.03]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(5.44, 10.03]"
"(3.88, 7.06]","(0.827, 5.44]"
"(3.88, 7.06]","(5.44, 10.03]"
"(3.88, 7.06]","(5.44, 10.03]"
"(3.88, 7.06]","(10.03, 14.62]"
"(0.684, 3.88]","(5.44, 10.03]"
"(0.684, 3.88]","(10.03, 14.62]"
"(13.42, 16.6]","(19.21, 23.8]"
"(0.684, 3.88]","(10.03, 14.62]"
"(0.684, 3.88]","(0.827, 5.44]"
"(0.684, 3.88]","(5.44, 10.03]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(0.827, 5.44]"
"(3.88, 7.06]","(0.827, 5.44]"
"(3.88, 7.06]","(5.44, 10.03]"
"(0.684, 3.88]","(0.827, 5.44]"
"(0.684, 3.88]","(5.44, 10.03]"
"(0.684, 3.88]","(0.827, 5.44]"
"(3.88, 7.06]","(0.827, 5.44]"
"(3.88, 7.06]","(5.44, 10.03]"
"(0.684, 3.88]","(5.44, 10.03]"
"(0.684, 3.88]","(5.44, 10.03]"
"(0.684, 3.88]","(5.44, 10.03]"
"(0.684, 3.88]","(0.827, 5.44]"
"(0.684, 3.88]","(5.44, 10.03]"
"(3.88, 7.06]","(10.03, 14.62]"
"(7.06, 10.24]","(10.03, 14.62]"
"(3.88, 7.06]","(0.827, 5.44]"
"(3.88, 7.06]","(5.44, 10.03]"
"(3.88, 7.06]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
"(10.24, 13.42]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
"(7.06, 10.24]","(10.03, 14.62]"
"(3.88, 7.06]","(10.03, 14.62]"
"(7.06, 10.24]","(10.03, 14.62]"
"(7.06, 10.24]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
"(7.06, 10.24]","(10.03, 14.62]"
"(3.88, 7.06]","(10.03, 14.62]"
"(7.06, 10.24]","(14.62, 19.21]"
"(3.88, 7.06]","(10.03, 14.62]"
"(10.24, 13.42]","(10.03, 14.62]"
"(7.06, 10.24]","(14.62, 19.21]"
"(3.88, 7.06]","(14.62, 19.21]"
"(7.06, 10.24]","(10.03, 14.62]"
"(7.06, 10.24]","(14.62, 19.21]"
"(7.06, 10.24]","(10.03, 14.62]"
"(3.88, 7.06]","(14.62, 19.21]"
"(13.42, 16.6]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
"(3.88, 7.06]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
"(3.88, 7.06]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
"(10.24, 13.42]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
"(7.06, 10.24]","(19.21, 23.8]"
"(3.88, 7.06]","(19.21, 23.8]"
"(3.88, 7.06]","(10.03, 14.62]"
"(3.88, 7.06]","(10.03, 14.62]"
"(10.24, 13.42]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
"(7.06, 10.24]","(14.62, 19.21]"
