A,B
"(0.699, 3.425]","(6.492, 8.667]"
"(3.425, 4.6]","(10.133, 11.767]"
"(6.033, 6.908]","(6.492, 8.667]"
"(9.15, 16.6]","(11.767, 13.117]"
"(5.05, 6.033]","(6.492, 8.667]"
"(4.6, 5.05]","(8.667, 10.133]"
"(3.425, 4.6]","(13.117, 14.983]"
"(8.23, 9.15]","(8.667, 10.133]"
"(8.23, 9.15]","(10.133, 11.767]"
"(6.908, 8.23]","(8.667, 10.133]"
"(5.05, 6.033]","(6.492, 8.667]"
"(8.23, 9.15]","(8.667, 10.133]"
"(5.05, 6.033]","(10.133, 11.767]"
"(5.05, 6.033]","(14.983, 16.095]"
"(6.033, 6.908]","(13.117, 14.983]"
"(8.23, 9.15]","(11.767, 13.117]"
"(6.033, 6.908]","(6.492, 8.667]"
"(6.908, 8.23]","(16.095, 23.8]"
"(6.908, 8.23]","(10.133, 11.767]"
"(6.908, 8.23]","(10.133, 11.767]"
"(6.033, 6.908]","(10.133, 11.767]"
"(6.033, 6.908]","(13.117, 14.983]"
"(4.6, 5.05]","(8.667, 10.133]"
"(4.6, 5.05]","(6.492, 8.667]"
"(6.033, 6.908]","(10.133, 11.767]"
"(0.699, 3.425]","(0.849, 6.492]"
"(0.699, 3.425]","(8.667, 10.133]"
"(9.15, 16.6]","(10.133, 11.767]"
"(0.699, 3.425]","(8.667, 10.133]"
"(5.05, 6.033]","(11.767, 13.117]"
"(4.6, 5.05]","(11.767, 13.117]"
"(4.6, 5.05]","(11.767, 13.117]"
"(5.05, 6.033]","(8.667, 10.133]"
"(6.033, 6.908]","(16.095, 23.8]"
"(6.908, 8.23]","(11.767, 13.117]"
"(6.908, 8.23]","(10.133, 11.767]"
"(4.6, 5.05]","(10.133, 11.767]"
"(9.15, 16.6]","(11.767, 13.117]"
"(6.908, 8.23]","(8.667, 10.133]"
"(3.425, 4.6]","(10.133, 11.767]"
"(5.05, 6.033]","(10.133, 11.767]"
"(9.15, 16.6]","(11.767, 13.117]"
"(6.033, 6.908]","(6.492, 8.667]"
"(8.23, 9.15]","(13.117, 14.983]"
"(5.05, 6.033]","(11.767, 13.117]"
"(5.05, 6.033]","(14.983, 16.095]"
"(3.425, 4.6]","(8.667, 10.133]"
