A,B
0,8
0,10
1,7
3,12
1,8
1,9
0,13
3,9
3,11
2,9
1,7
3,9
1,10
1,15
1,13
3,13
1,7
2,17
2,10
2,11
2,11
2,14
1,8
1,8
2,11
0,6
0,8
3,10
0,9
1,12
1,11
1,12
1,9
1,19
2,12
2,10
1,11
3,12
2,9
0,10
1,11
3,12
1,7
3,13
1,12
1,15
0,9
0,7
0,4
1,9
0,9
0,8
0,8
1,14
0,19
0,6
0,6
0,13
1,6
0,4
1,8
1,8
1,11
0,7
0,10
3,19
0,11
0,1
0,9
1,13
1,12
1,11
0,10
0,3
0,0
1,6
0,2
0,6
0,2
0,5
0,5
0,5
0,6
0,6
0,2
0,9
1,11
2,12
1,4
0,8
2,17
2,17
3,16
3,16
3,15
3,15
3,14
1,12
2,12
3,18
3,15
3,14
1,14
3,14
1,14
3,13
2,14
1,14
2,14
3,15
2,14
2,16
3,16
3,15
3,16
3,15
2,15
3,15
3,15
3,16
2,16
3,16
3,15
3,15
3,19
2,19
1,12
1,11
3,19
3,15
2,15
