A,B
"(2.971, 4.107]","(7.407, 9.046]"
"(4.107, 5.243]","(9.046, 10.686]"
"(6.379, 7.514]","(7.407, 9.046]"
"(10.921, 12.057]","(12.325, 13.964]"
"(5.243, 6.379]","(7.407, 9.046]"
"(4.107, 5.243]","(9.046, 10.686]"
"(4.107, 5.243]","(12.325, 13.964]"
"(7.514, 8.65]","(9.046, 10.686]"
"(7.514, 8.65]","(10.686, 12.325]"
"(6.379, 7.514]","(9.046, 10.686]"
"(4.107, 5.243]","(7.407, 9.046]"
"(7.514, 8.65]","(7.407, 9.046]"
"(5.243, 6.379]","(10.686, 12.325]"
"(5.243, 6.379]","(15.604, 17.243]"
"(6.379, 7.514]","(12.325, 13.964]"
"(7.514, 8.65]","(12.325, 13.964]"
"(6.379, 7.514]","(7.407, 9.046]"
"(7.514, 8.65]","(15.604, 17.243]"
"(7.514, 8.65]","(9.046, 10.686]"
"(7.514, 8.65]","(10.686, 12.325]"
"(6.379, 7.514]","(10.686, 12.325]"
"(6.379, 7.514]","(13.964, 15.604]"
"(4.107, 5.243]","(7.407, 9.046]"
"(4.107, 5.243]","(7.407, 9.046]"
"(6.379, 7.514]","(10.686, 12.325]"
"(1.836, 2.971]","(5.768, 7.407]"
"(1.836, 2.971]","(7.407, 9.046]"
"(8.65, 9.786]","(9.046, 10.686]"
"(0.684, 1.836]","(9.046, 10.686]"
"(4.107, 5.243]","(12.325, 13.964]"
"(4.107, 5.243]","(10.686, 12.325]"
"(4.107, 5.243]","(10.686, 12.325]"
"(5.243, 6.379]","(9.046, 10.686]"
"(6.379, 7.514]","(22.161, 23.8]"
"(7.514, 8.65]","(12.325, 13.964]"
"(6.379, 7.514]","(9.046, 10.686]"
"(4.107, 5.243]","(10.686, 12.325]"
"(8.65, 9.786]","(10.686, 12.325]"
"(7.514, 8.65]","(9.046, 10.686]"
"(4.107, 5.243]","(9.046, 10.686]"
"(5.243, 6.379]","(10.686, 12.325]"
"(8.65, 9.786]","(12.325, 13.964]"
"(5.243, 6.379]","(5.768, 7.407]"
"(7.514, 8.65]","(12.325, 13.964]"
"(5.243, 6.379]","(12.325, 13.964]"
"(5.243, 6.379]","(13.964, 15.604]"
"(2.971, 4.107]","(9.046, 10.686]"
"(2.971, 4.107]","(7.407, 9.046]"
"(2.971, 4.107]","(4.129, 5.768]"
"(5.243, 6.379]","(9.046, 10.686]"
"(4.107, 5.243]","(9.046, 10.686]"
"(4.107, 5.243]","(7.407, 9.046]"
"(2.971, 4.107]","(7.407, 9.046]"
"(4.107, 5.243]","(13.964, 15.604]"
"(4.107, 5.243]","(22.161, 23.8]"
"(4.107, 5.243]","(5.768, 7.407]"
"(2.971, 4.107]","(5.768, 7.407]"
"(2.971, 4.107]","(12.325, 13.964]"
"(5.243, 6.379]","(5.768, 7.407]"
"(4.107, 5.243]","(4.129, 5.768]"
"(5.243, 6.379]","(7.407, 9.046]"
"(4.107, 5.243]","(7.407, 9.046]"
"(5.243, 6.379]","(10.686, 12.325]"
"(2.971, 4.107]","(5.768, 7.407]"
"(2.971, 4.107]","(9.046, 10.686]"
"(15.464, 16.6]","(20.521, 22.161]"
"(2.971, 4.107]","(10.686, 12.325]"
"(1.836, 2.971]","(0.827, 2.489]"
"(0.684, 1.836]","(9.046, 10.686]"
"(4.107, 5.243]","(12.325, 13.964]"
"(4.107, 5.243]","(10.686, 12.325]"
"(4.107, 5.243]","(10.686, 12.325]"
"(4.107, 5.243]","(10.686, 12.325]"
"(4.107, 5.243]","(2.489, 4.129]"
"(4.107, 5.243]","(0.827, 2.489]"
"(4.107, 5.243]","(5.768, 7.407]"
"(0.684, 1.836]","(2.489, 4.129]"
"(1.836, 2.971]","(5.768, 7.407]"
"(1.836, 2.971]","(2.489, 4.129]"
"(2.971, 4.107]","(4.129, 5.768]"
"(4.107, 5.243]","(5.768, 7.407]"
"(2.971, 4.107]","(5.768, 7.407]"
"(1.836, 2.971]","(5.768, 7.407]"
"(0.684, 1.836]","(5.768, 7.407]"
"(1.836, 2.971]","(0.827, 2.489]"
"(2.971, 4.107]","(9.046, 10.686]"
"(4.107, 5.243]","(10.686, 12.325]"
"(6.379, 7.514]","(10.686, 12.325]"
"(5.243, 6.379]","(4.129, 5.768]"
"(2.971, 4.107]","(7.407, 9.046]"
"(6.379, 7.514]","(17.243, 18.882]"
"(7.514, 8.65]","(17.243, 18.882]"
"(8.65, 9.786]","(15.604, 17.243]"
"(9.786, 10.921]","(15.604, 17.243]"
"(7.514, 8.65]","(15.604, 17.243]"
"(7.514, 8.65]","(15.604, 17.243]"
"(8.65, 9.786]","(13.964, 15.604]"
"(5.243, 6.379]","(10.686, 12.325]"
"(7.514, 8.65]","(12.325, 13.964]"
"(7.514, 8.65]","(17.243, 18.882]"
"(8.65, 9.786]","(13.964, 15.604]"
"(8.65, 9.786]","(13.964, 15.604]"
"(4.107, 5.243]","(13.964, 15.604]"
"(9.786, 10.921]","(13.964, 15.604]"
"(6.379, 7.514]","(13.964, 15.604]"
"(9.786, 10.921]","(12.325, 13.964]"
"(7.514, 8.65]","(13.964, 15.604]"
"(6.379, 7.514]","(13.964, 15.604]"
"(7.514, 8.65]","(13.964, 15.604]"
"(8.65, 9.786]","(13.964, 15.604]"
"(7.514, 8.65]","(13.964, 15.604]"
"(6.379, 7.514]","(15.604, 17.243]"
"(15.464, 16.6]","(15.604, 17.243]"
"(8.65, 9.786]","(15.604, 17.243]"
"(8.65, 9.786]","(15.604, 17.243]"
"(7.514, 8.65]","(15.604, 17.243]"
"(6.379, 7.514]","(15.604, 17.243]"
"(8.65, 9.786]","(15.604, 17.243]"
"(8.65, 9.786]","(13.964, 15.604]"
"(7.514, 8.65]","(15.604, 17.243]"
"(6.379, 7.514]","(15.604, 17.243]"
"(8.65, 9.786]","(15.604, 17.243]"
"(9.786, 10.921]","(13.964, 15.604]"
"(8.65, 9.786]","(13.964, 15.604]"
"(7.514, 8.65]","(18.882, 20.521]"
"(6.379, 7.514]","(18.882, 20.521]"
"(5.243, 6.379]","(12.325, 13.964]"
"(4.107, 5.243]","(10.686, 12.325]"
"(12.057, 13.193]","(18.882, 20.521]"
"(8.65, 9.786]","(15.604, 17.243]"
"(6.379, 7.514]","(15.604, 17.243]"
