A,B
"(2.688, 4.675]","(6.587, 9.456]"
"(2.688, 4.675]","(9.456, 12.325]"
"(6.663, 8.65]","(6.587, 9.456]"
"(10.638, 12.625]","(12.325, 15.194]"
"(4.675, 6.663]","(6.587, 9.456]"
"(4.675, 6.663]","(9.456, 12.325]"
"(2.688, 4.675]","(12.325, 15.194]"
"(6.663, 8.65]","(6.587, 9.456]"
"(6.663, 8.65]","(9.456, 12.325]"
"(6.663, 8.65]","(6.587, 9.456]"
"(4.675, 6.663]","(6.587, 9.456]"
"(6.663, 8.65]","(6.587, 9.456]"
"(4.675, 6.663]","(9.456, 12.325]"
"(4.675, 6.663]","(15.194, 18.062]"
"(4.675, 6.663]","(12.325, 15.194]"
"(6.663, 8.65]","(12.325, 15.194]"
"(4.675, 6.663]","(6.587, 9.456]"
"(6.663, 8.65]","(15.194, 18.062]"
"(6.663, 8.65]","(9.456, 12.325]"
"(6.663, 8.65]","(9.456, 12.325]"
"(6.663, 8.65]","(9.456, 12.325]"
"(6.663, 8.65]","(12.325, 15.194]"
"(4.675, 6.663]","(6.587, 9.456]"
"(4.675, 6.663]","(6.587, 9.456]"
"(6.663, 8.65]","(9.456, 12.325]"
"(2.688, 4.675]","(3.719, 6.587]"
"(0.684, 2.688]","(6.587, 9.456]"
"(8.65, 10.638]","(9.456, 12.325]"
"(0.684, 2.688]","(6.587, 9.456]"
"(4.675, 6.663]","(12.325, 15.194]"
"(4.675, 6.663]","(9.456, 12.325]"
"(4.675, 6.663]","(9.456, 12.325]"
"(4.675, 6.663]","(6.587, 9.456]"
"(4.675, 6.663]","(20.931, 23.8]"
"(6.663, 8.65]","(12.325, 15.194]"
"(6.663, 8.65]","(9.456, 12.325]"
"(4.675, 6.663]","(9.456, 12.325]"
"(8.65, 10.638]","(9.456, 12.325]"
"(6.663, 8.65]","(6.587, 9.456]"
"(2.688, 4.675]","(9.456, 12.325]"
"(4.675, 6.663]","(9.456, 12.325]"
"(8.65, 10.638]","(12.325, 15.194]"
"(4.675, 6.663]","(6.587, 9.456]"
"(6.663, 8.65]","(12.325, 15.194]"
"(4.675, 6.663]","(12.325, 15.194]"
"(4.675, 6.663]","(12.325, 15.194]"
"(2.688, 4.675]","(9.456, 12.325]"
"(2.688, 4.675]","(6.587, 9.456]"
"(2.688, 4.675]","(3.719, 6.587]"
"(4.675, 6.663]","(9.456, 12.325]"
"(2.688, 4.675]","(6.587, 9.456]"
"(2.688, 4.675]","(6.587, 9.456]"
"(2.688, 4.675]","(6.587, 9.456]"
"(4.675, 6.663]","(12.325, 15.194]"
"(2.688, 4.675]","(20.931, 23.8]"
