A,B
"(2.29, 3.88]","(7.735, 10.03]"
"(3.88, 5.47]","(10.03, 12.325]"
"(5.47, 7.06]","(5.44, 7.735]"
"(11.83, 13.42]","(12.325, 14.62]"
"(3.88, 5.47]","(7.735, 10.03]"
"(3.88, 5.47]","(7.735, 10.03]"
"(3.88, 5.47]","(12.325, 14.62]"
"(7.06, 8.65]","(7.735, 10.03]"
"(7.06, 8.65]","(10.03, 12.325]"
"(7.06, 8.65]","(7.735, 10.03]"
"(3.88, 5.47]","(5.44, 7.735]"
"(7.06, 8.65]","(7.735, 10.03]"
"(5.47, 7.06]","(10.03, 12.325]"
"(3.88, 5.47]","(14.62, 16.915]"
"(5.47, 7.06]","(12.325, 14.62]"
"(7.06, 8.65]","(12.325, 14.62]"
"(5.47, 7.06]","(5.44, 7.735]"
"(7.06, 8.65]","(16.915, 19.21]"
"(7.06, 8.65]","(10.03, 12.325]"
"(7.06, 8.65]","(10.03, 12.325]"
"(5.47, 7.06]","(10.03, 12.325]"
"(5.47, 7.06]","(12.325, 14.62]"
"(3.88, 5.47]","(7.735, 10.03]"
"(3.88, 5.47]","(7.735, 10.03]"
"(5.47, 7.06]","(10.03, 12.325]"
"(2.29, 3.88]","(5.44, 7.735]"
"(0.684, 2.29]","(7.735, 10.03]"
"(8.65, 10.24]","(10.03, 12.325]"
"(0.684, 2.29]","(7.735, 10.03]"
"(3.88, 5.47]","(12.325, 14.62]"
"(3.88, 5.47]","(10.03, 12.325]"
"(3.88, 5.47]","(10.03, 12.325]"
"(5.47, 7.06]","(7.735, 10.03]"
"(5.47, 7.06]","(21.505, 23.8]"
"(7.06, 8.65]","(12.325, 14.62]"
"(7.06, 8.65]","(10.03, 12.325]"
"(3.88, 5.47]","(10.03, 12.325]"
"(8.65, 10.24]","(10.03, 12.325]"
"(7.06, 8.65]","(7.735, 10.03]"
"(3.88, 5.47]","(10.03, 12.325]"
"(5.47, 7.06]","(10.03, 12.325]"
"(8.65, 10.24]","(12.325, 14.62]"
"(5.47, 7.06]","(5.44, 7.735]"
"(7.06, 8.65]","(12.325, 14.62]"
"(5.47, 7.06]","(12.325, 14.62]"
"(5.47, 7.06]","(14.62, 16.915]"
"(3.88, 5.47]","(7.735, 10.03]"
"(2.29, 3.88]","(5.44, 7.735]"
"(2.29, 3.88]","(3.145, 5.44]"
"(5.47, 7.06]","(7.735, 10.03]"
"(3.88, 5.47]","(7.735, 10.03]"
"(3.88, 5.47]","(7.735, 10.03]"
"(2.29, 3.88]","(7.735, 10.03]"
"(3.88, 5.47]","(12.325, 14.62]"
"(3.88, 5.47]","(21.505, 23.8]"
"(3.88, 5.47]","(5.44, 7.735]"
"(2.29, 3.88]","(5.44, 7.735]"
"(3.88, 5.47]","(12.325, 14.62]"
"(5.47, 7.06]","(5.44, 7.735]"
"(3.88, 5.47]","(3.145, 5.44]"
"(5.47, 7.06]","(7.735, 10.03]"
"(3.88, 5.47]","(7.735, 10.03]"
"(5.47, 7.06]","(10.03, 12.325]"
"(2.29, 3.88]","(5.44, 7.735]"
"(2.29, 3.88]","(10.03, 12.325]"
"(15.01, 16.6]","(19.21, 21.505]"
"(2.29, 3.88]","(10.03, 12.325]"
"(2.29, 3.88]","(0.827, 3.145]"
"(0.684, 2.29]","(7.735, 10.03]"
"(3.88, 5.47]","(12.325, 14.62]"
"(3.88, 5.47]","(10.03, 12.325]"
"(3.88, 5.47]","(10.03, 12.325]"
"(3.88, 5.47]","(10.03, 12.325]"
"(3.88, 5.47]","(3.145, 5.44]"
"(3.88, 5.47]","(0.827, 3.145]"
"(3.88, 5.47]","(5.44, 7.735]"
"(0.684, 2.29]","(0.827, 3.145]"
"(2.29, 3.88]","(5.44, 7.735]"
"(2.29, 3.88]","(0.827, 3.145]"
"(3.88, 5.47]","(3.145, 5.44]"
"(3.88, 5.47]","(5.44, 7.735]"
"(2.29, 3.88]","(5.44, 7.735]"
"(0.684, 2.29]","(5.44, 7.735]"
"(0.684, 2.29]","(5.44, 7.735]"
"(2.29, 3.88]","(0.827, 3.145]"
"(2.29, 3.88]","(7.735, 10.03]"
"(3.88, 5.47]","(10.03, 12.325]"
"(7.06, 8.65]","(10.03, 12.325]"
"(5.47, 7.06]","(3.145, 5.44]"
"(3.88, 5.47]","(7.735, 10.03]"
"(5.47, 7.06]","(16.915, 19.21]"
"(7.06, 8.65]","(16.915, 19.21]"
"(8.65, 10.24]","(14.62, 16.915]"
"(10.24, 11.83]","(14.62, 16.915]"
"(7.06, 8.65]","(14.62, 16.915]"
"(7.06, 8.65]","(14.62, 16.915]"
"(8.65, 10.24]","(12.325, 14.62]"
"(5.47, 7.06]","(10.03, 12.325]"
"(7.06, 8.65]","(12.325, 14.62]"
"(7.06, 8.65]","(16.915, 19.21]"
"(8.65, 10.24]","(14.62, 16.915]"
"(8.65, 10.24]","(12.325, 14.62]"
"(3.88, 5.47]","(12.325, 14.62]"
"(8.65, 10.24]","(14.62, 16.915]"
"(5.47, 7.06]","(12.325, 14.62]"
"(10.24, 11.83]","(12.325, 14.62]"
"(7.06, 8.65]","(14.62, 16.915]"
"(5.47, 7.06]","(14.62, 16.915]"
"(7.06, 8.65]","(12.325, 14.62]"
"(8.65, 10.24]","(14.62, 16.915]"
"(7.06, 8.65]","(12.325, 14.62]"
"(5.47, 7.06]","(14.62, 16.915]"
"(15.01, 16.6]","(14.62, 16.915]"
"(8.65, 10.24]","(14.62, 16.915]"
"(8.65, 10.24]","(14.62, 16.915]"
"(7.06, 8.65]","(14.62, 16.915]"
"(5.47, 7.06]","(14.62, 16.915]"
"(8.65, 10.24]","(14.62, 16.915]"
"(8.65, 10.24]","(14.62, 16.915]"
"(7.06, 8.65]","(14.62, 16.915]"
"(5.47, 7.06]","(14.62, 16.915]"
"(8.65, 10.24]","(14.62, 16.915]"
"(10.24, 11.83]","(14.62, 16.915]"
"(8.65, 10.24]","(14.62, 16.915]"
"(7.06, 8.65]","(19.21, 21.505]"
"(5.47, 7.06]","(19.21, 21.505]"
"(5.47, 7.06]","(12.325, 14.62]"
"(3.88, 5.47]","(10.03, 12.325]"
"(11.83, 13.42]","(16.915, 19.21]"
"(8.65, 10.24]","(14.62, 16.915]"
"(7.06, 8.65]","(14.62, 16.915]"
