A,B
"(2.967, 4.0]","(7.433, 8.667]"
"(4.0, 4.6]","(9.478, 10.711]"
"(6.033, 6.725]","(7.433, 8.667]"
"(9.342, 16.6]","(11.767, 12.558]"
"(5.311, 6.033]","(7.433, 8.667]"
"(4.6, 4.933]","(8.667, 9.478]"
"(4.0, 4.6]","(12.558, 14.02]"
"(8.23, 8.7]","(8.667, 9.478]"
"(8.23, 8.7]","(10.711, 11.767]"
"(6.725, 7.522]","(8.667, 9.478]"
"(4.933, 5.311]","(7.433, 8.667]"
"(8.23, 8.7]","(8.667, 9.478]"
"(5.311, 6.033]","(10.711, 11.767]"
"(4.933, 5.311]","(14.983, 15.8]"
"(6.033, 6.725]","(12.558, 14.02]"
"(8.23, 8.7]","(12.558, 14.02]"
"(6.033, 6.725]","(7.433, 8.667]"
"(7.522, 8.23]","(16.775, 23.8]"
"(7.522, 8.23]","(9.478, 10.711]"
"(7.522, 8.23]","(10.711, 11.767]"
"(6.725, 7.522]","(10.711, 11.767]"
"(6.725, 7.522]","(14.02, 14.983]"
"(4.933, 5.311]","(8.667, 9.478]"
"(4.6, 4.933]","(7.433, 8.667]"
"(6.725, 7.522]","(10.711, 11.767]"
"(0.699, 2.967]","(5.933, 7.433]"
"(0.699, 2.967]","(8.667, 9.478]"
"(8.7, 9.342]","(9.478, 10.711]"
"(0.699, 2.967]","(8.667, 9.478]"
"(4.933, 5.311]","(12.558, 14.02]"
"(4.6, 4.933]","(11.767, 12.558]"
"(4.6, 4.933]","(11.767, 12.558]"
"(5.311, 6.033]","(8.667, 9.478]"
"(6.033, 6.725]","(16.775, 23.8]"
"(7.522, 8.23]","(11.767, 12.558]"
"(6.725, 7.522]","(9.478, 10.711]"
"(4.6, 4.933]","(10.711, 11.767]"
"(9.342, 16.6]","(11.767, 12.558]"
"(7.522, 8.23]","(8.667, 9.478]"
"(4.0, 4.6]","(9.478, 10.711]"
"(5.311, 6.033]","(10.711, 11.767]"
"(8.7, 9.342]","(12.558, 14.02]"
"(6.033, 6.725]","(5.933, 7.433]"
"(8.23, 8.7]","(12.558, 14.02]"
"(5.311, 6.033]","(12.558, 14.02]"
"(5.311, 6.033]","(14.983, 15.8]"
"(4.0, 4.6]","(9.478, 10.711]"
"(2.967, 4.0]","(7.433, 8.667]"
"(2.967, 4.0]","(0.849, 5.933]"
"(5.311, 6.033]","(9.478, 10.711]"
"(4.0, 4.6]","(8.667, 9.478]"
"(4.0, 4.6]","(7.433, 8.667]"
"(2.967, 4.0]","(7.433, 8.667]"
"(4.933, 5.311]","(14.02, 14.983]"
"(4.0, 4.6]","(16.775, 23.8]"
"(4.0, 4.6]","(5.933, 7.433]"
"(2.967, 4.0]","(5.933, 7.433]"
"(2.967, 4.0]","(12.558, 14.02]"
"(5.311, 6.033]","(5.933, 7.433]"
"(4.0, 4.6]","(0.849, 5.933]"
"(5.311, 6.033]","(7.433, 8.667]"
"(4.933, 5.311]","(8.667, 9.478]"
"(6.033, 6.725]","(10.711, 11.767]"
"(2.967, 4.0]","(5.933, 7.433]"
"(2.967, 4.0]","(9.478, 10.711]"
"(9.342, 16.6]","(16.775, 23.8]"
"(2.967, 4.0]","(11.767, 12.558]"
"(0.699, 2.967]","(0.849, 5.933]"
"(0.699, 2.967]","(9.478, 10.711]"
"(4.6, 4.933]","(12.558, 14.02]"
"(4.6, 4.933]","(11.767, 12.558]"
"(4.6, 4.933]","(10.711, 11.767]"
"(4.0, 4.6]","(9.478, 10.711]"
"(4.0, 4.6]","(0.849, 5.933]"
"(4.0, 4.6]","(0.849, 5.933]"
"(4.933, 5.311]","(5.933, 7.433]"
"(0.699, 2.967]","(0.849, 5.933]"
"(0.699, 2.967]","(5.933, 7.433]"
"(0.699, 2.967]","(0.849, 5.933]"
"(4.0, 4.6]","(0.849, 5.933]"
"(4.0, 4.6]","(0.849, 5.933]"
"(2.967, 4.0]","(0.849, 5.933]"
"(0.699, 2.967]","(5.933, 7.433]"
"(0.699, 2.967]","(5.933, 7.433]"
"(0.699, 2.967]","(0.849, 5.933]"
"(2.967, 4.0]","(9.478, 10.711]"
"(4.933, 5.311]","(10.711, 11.767]"
"(6.725, 7.522]","(11.767, 12.558]"
"(5.311, 6.033]","(0.849, 5.933]"
"(2.967, 4.0]","(7.433, 8.667]"
"(6.725, 7.522]","(16.775, 23.8]"
"(7.522, 8.23]","(16.775, 23.8]"
"(9.342, 16.6]","(15.8, 16.775]"
"(9.342, 16.6]","(15.8, 16.775]"
"(8.23, 8.7]","(14.983, 15.8]"
"(8.23, 8.7]","(14.983, 15.8]"
"(9.342, 16.6]","(14.02, 14.983]"
"(6.033, 6.725]","(11.767, 12.558]"
"(7.522, 8.23]","(12.558, 14.02]"
"(8.23, 8.7]","(16.775, 23.8]"
"(8.7, 9.342]","(14.983, 15.8]"
"(8.23, 8.7]","(14.02, 14.983]"
"(4.933, 5.311]","(14.02, 14.983]"
"(9.342, 16.6]","(14.02, 14.983]"
"(6.033, 6.725]","(14.02, 14.983]"
"(9.342, 16.6]","(12.558, 14.02]"
"(7.522, 8.23]","(14.02, 14.983]"
"(6.033, 6.725]","(14.02, 14.983]"
"(7.522, 8.23]","(14.02, 14.983]"
"(8.7, 9.342]","(14.983, 15.8]"
"(7.522, 8.23]","(14.02, 14.983]"
"(6.033, 6.725]","(15.8, 16.775]"
"(9.342, 16.6]","(15.8, 16.775]"
"(8.7, 9.342]","(15.8, 16.775]"
"(8.7, 9.342]","(16.775, 23.8]"
"(7.522, 8.23]","(15.8, 16.775]"
"(6.725, 7.522]","(14.983, 15.8]"
"(8.7, 9.342]","(14.983, 15.8]"
"(8.7, 9.342]","(14.983, 15.8]"
